"(Intercept)","dbh","I(dbh^2)","tmx","I(tmx^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw"
-4.21061958045984,0.0935556849642877,-0.00065553142308705,0.00670776484262271,0.00126246867513786,0.0105481300066277,NA,0.00206113339315297,10,-93104.9771278502,186229.955938957,0,0.50746936250959,0.50746936250959
-4.10965637404361,0.0935542091499211,-0.000655540362023424,0.00680728572047601,0.00123834075470398,-0.0010897615949076,0.000382449103674175,0.0020541551904202,11,-93104.006935516,186230.015890956,0.0599519985553343,0.49248319607074,0.999952558580329
-4.16886461345643,0.0935452914538915,-0.00065535923802506,0.0147116858091144,NA,-0.00382247038350324,0.000464937636591527,0.00209146468336536,10,-93114.7521736638,186249.506030585,19.5500916272867,2.88510331958271e-05,0.999981409613525
-4.2935297516724,0.0935468840851391,-0.000655344046728755,0.0147782130532607,NA,0.0103202469375701,NA,0.00210087084886379,9,-93116.1918279065,186250.385033013,20.4290940554638,1.85903864747115e-05,1
-0.220125622694188,0.0978784104727285,-0.000660128851638396,0.00629764087926776,0.00137245957874392,-0.00360972507381008,0.000468635542440056,NA,10,-93170.9540532915,186361.90978984,131.953850882594,1.12718493462234e-29,1
-0.327846555196626,0.0979022914102655,-0.000660153444253947,0.0061737033060763,0.00140252818692972,0.0106511326733419,NA,NA,9,-93172.4128752819,186362.827127763,132.871188806166,7.1252117670948e-30,1
-0.207861431594565,0.0979691411892165,-0.000660072400205882,0.0150638453520849,NA,-0.00668765407087346,0.000561717053684397,NA,9,-93184.1859013889,186386.373179977,156.417241020157,5.49335294221735e-35,1
-0.337225015691478,0.0980004875401785,-0.000660101191133619,0.0151458387751876,NA,0.01039925299634,NA,NA,8,-93186.2906438365,186388.582389424,158.626450467011,1.82017760584835e-35,1
-4.13706592008929,0.0935222725246035,-0.000654958516201928,0.00668487929033956,0.000899510327615901,NA,NA,0.00211093350310241,9,-93254.0719480033,186526.145273206,296.18933424892,2.44744587512135e-65,1
-4.19766710045896,0.0935163210105487,-0.000654831606090509,0.0124713055420238,NA,NA,NA,0.00213866360904645,8,-93259.7879562528,186535.577014257,305.621075299656,2.19097059880041e-67,1
-0.15916419348143,0.0979880532224373,-0.000659753171876978,0.00613824904212046,0.00103895212074553,NA,NA,NA,8,-93324.585670815,186665.172443381,435.216504423966,1.58251077383469e-95,1
-0.169133206266395,0.0980598838650258,-0.000659720766216318,0.0128260051347701,NA,NA,NA,NA,7,-93332.2309222622,186678.462701436,448.506762478239,2.0578030537977e-98,1
-4.34427274497728,0.0934086642372073,-0.000653203142673549,NA,NA,-0.0162493961142145,0.000790609347246041,0.00226616022845823,9,-93338.1235857107,186694.248548621,464.292609663709,7.68335049358367e-102,1
-4.55833786735496,0.0934099102318955,-0.000653156702982667,NA,NA,0.0077802803982965,NA,0.0022835835409443,8,-93342.2867131385,186700.574528028,470.618589070946,3.24998734856909e-103,1
