"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmx","I(tmx^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-25.6106509652412,0.039367982338701,NA,NA,NA,1.78445662679392,-0.0311614493304503,7,-354.931194720816,723.980532901548,0,0.227060907787038,0.227060907787038,FALSE
-25.3621771124801,0.0645274006483367,-0.00126748695912434,NA,NA,1.76321116132901,-0.0308049647948604,8,-353.984805675548,724.121670485204,0.141137583656132,0.211589802378679,0.438650710165717,FALSE
-29.4493658675029,0.0393731225911307,NA,0.00130450186567953,NA,2.02355953523057,-0.0349799661467229,8,-354.093929255667,724.339917645442,0.359384743894338,0.189715565304514,0.628366275470231,FALSE
-29.1956797370793,0.0643900750216007,-0.00126014446421655,0.00130376282036883,NA,2.00200260977423,-0.0346183977421826,9,-353.147268842826,724.48481252709,0.50427962554204,0.176457223100567,0.804823498570798,FALSE
-29.8317995143344,0.03947670139266,NA,-0.004311377587189,3.52622276414088e-05,2.06645558940171,-0.0357390361885881,9,-353.999591048089,726.189456937616,2.20892403606831,0.0752455134330491,0.880069012003847,TRUE
-29.5723076570999,0.0644930390101139,-0.00126011589453702,-0.00420772409784294,3.46065613375372e-05,2.04418794660631,-0.0353648046230502,10,-353.056279042974,726.345362318752,2.36482941720431,0.0696027159696422,0.949671727973489,TRUE
3.06478281781503,0.0664584995494342,-0.001312775113141,NA,NA,-0.109157206362047,NA,7,-357.589423691798,729.296990843511,5.31645794196356,0.0159106600305265,0.965582388004016,FALSE
3.14842179709924,0.0403984476136211,NA,NA,NA,-0.109600249064041,NA,6,-358.615607967796,729.319730161093,5.33919725954502,0.0157307857471365,0.981313173751152,FALSE
2.9257794917636,0.0665041164036565,-0.00131197127304687,0.000576812764472663,NA,-0.106061613101758,NA,8,-357.416913065223,730.985885264554,7.00535236300595,0.00683832019693826,0.98815149394809,FALSE
3.01132701367811,0.0404568919276581,NA,0.0005689807220242,NA,-0.106548584607868,NA,7,-358.447991486997,731.014126433909,7.03359353236101,0.0067424376693901,0.994893931617481,FALSE
2.91442790531186,0.0664985872674898,-0.00131192750845162,0.000775426994966412,-1.24351421210567e-06,-0.1059442682629,NA,9,-357.416794547984,733.023863937406,9.04333103585759,0.00246835708067301,0.997362288698153,FALSE
3.00310961403869,0.0404535983435058,NA,0.00071273937580286,-9.00078779199056e-07,-0.106463681499611,NA,8,-358.44792948981,733.047918113727,9.06738521217915,0.00243884774386088,0.999801136442014,FALSE
-27.8659015176341,NA,NA,NA,NA,1.94834685327094,-0.0339051837543874,6,-363.727722337415,739.54395890033,15.5634259987823,9.47517750026681e-05,0.999895888217017,FALSE
-31.4858344101315,NA,NA,0.00122137668847858,NA,2.17396157276774,-0.0375098222771694,7,-362.99952223832,740.117187936555,16.1366550350067,7.11397362625961e-05,0.99996702795328,FALSE
-31.8207997880085,NA,NA,-0.00371332422096341,3.09919061142961e-05,2.21159865770603,-0.0381756933182817,8,-362.927450535916,742.006960205939,18.0264273043914,2.7653710783633e-05,0.999994681664063,TRUE
3.4359571284015,NA,NA,NA,NA,-0.112644697146993,NA,5,-368.054388152203,746.171934199142,22.1914012975941,3.4462025956503e-06,0.999998127866659,FALSE
3.33491766319656,NA,NA,0.000422871123705789,NA,-0.110397020862199,NA,6,-367.962391876878,748.013297979257,24.0327650777094,1.37244118065839e-06,0.99999950030784,FALSE
3.26478944232037,NA,NA,0.00164877009725988,-7.67695569946147e-06,-0.109675639611319,NA,7,-367.957933859825,750.034011179565,26.0534782780169,4.99690904712859e-07,0.999999999998744,FALSE
-2.25058566035024,0.0690941974892833,-0.00138363755392045,0.0478744833485768,-0.000281302895605831,NA,NA,8,-380.424805101544,777.001669337196,53.0211364356484,6.96223824692258e-13,0.999999999999441,FALSE
-2.1837780526256,0.0416022353534547,NA,0.0480572319631454,-0.000282431937138967,NA,NA,7,-381.664059214152,777.44626188822,53.4657289866718,5.57451174611131e-13,0.999999999999998,FALSE
-0.5532818925815,0.0712980822293182,-0.00141534848611943,0.00374634621565059,NA,NA,NA,7,-387.834875804612,789.78789506914,65.8073621675921,1.1648104033478e-15,0.999999999999999,FALSE
-0.477774372418813,0.0431494926718736,NA,0.0037515768332991,NA,NA,NA,6,-389.121621762233,790.331757749967,66.351224848419,8.87476700843895e-16,1,FALSE
-2.08038279349266,NA,NA,0.0506560311123422,-0.000299435378150615,NA,NA,6,-392.55870324844,797.205920722381,73.2253878208335,2.85398336173867e-17,1,FALSE
-0.261563174702663,0.0714422309765777,-0.00143615238089003,NA,NA,NA,NA,6,-395.65120940394,803.390933033381,79.4104001318333,1.29536774359551e-18,1,FALSE
-0.184560388127213,0.042895314740597,NA,NA,NA,NA,NA,5,-396.946208206645,803.955574308026,79.9750414064785,9.76748568526955e-19,1,FALSE
-0.262861018556541,NA,NA,0.00367657757606131,NA,NA,NA,5,-400.871019130246,811.805196155229,87.8246632536813,1.92867502534446e-20,1,FALSE
0.0232520353150787,NA,NA,NA,NA,NA,NA,4,-408.322461200146,824.686983388725,100.706450487177,3.07619952315915e-23,1,FALSE
