"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmn","I(tmn^2)","Year","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-0.538463405853287,0.127940221521482,-0.00156564393783987,0.00437564275388451,-5.11105635731808e-06,NA,NA,NA,8,-458.370084973006,932.830735983748,0,0.241645092241773,0.241645092241773,FALSE
4.51659053234339,0.138095914827599,-0.00161892195190699,0.00434381256227448,-5.0417345396439e-06,NA,NA,-0.00266231401458436,9,-457.544132829366,933.201544450425,0.370808466676522,0.200751104640755,0.442396196882528,FALSE
-0.181416055614862,0.12881123485633,-0.00156862438437008,0.00454493322119364,-5.31937439481062e-06,-0.0181924649946106,NA,NA,9,-457.571092068355,933.255462928404,0.424726944655617,0.195411309450602,0.63780750633313,FALSE
4.31720886368893,0.137827904255699,-0.00161610737659381,0.00449955077073013,-5.23676742647076e-06,-0.0162617910932765,NA,-0.00238924785848145,10,-456.913859533409,933.96625810964,1.13552212589161,0.136962754756214,0.774770261089344,FALSE
1.97549795660484,0.12889301075258,-0.00156921440987362,0.00452469849052713,-5.29411254449444e-06,-0.209393104426895,0.00423722540870866,NA,10,-457.503100299513,935.144739641847,2.31400365809873,0.0759798565430792,0.850750117632423,TRUE
6.52918084437344,0.137930221295331,-0.00161681339247548,0.00447898236306667,-5.21111927740314e-06,-0.211452340119678,0.0043256401497686,-0.00239453114688097,11,-456.842848325697,935.852048258199,3.02131227445034,0.053346797695472,0.904096915327895,TRUE
-0.159356441687824,0.12744971654059,-0.00156302313516768,0.00158148711244015,NA,NA,NA,NA,7,-461.551897514099,937.174191005572,4.34345502182339,0.0275428390936516,0.931639754421547,FALSE
5.1380125475105,0.138114155255818,-0.00161895832265675,0.00158790606508727,NA,NA,NA,-0.00279283255077455,8,-460.645746727075,937.382059491885,4.5513235081371,0.0248239356439752,0.956463690065522,FALSE
0.150353615798211,0.128157443873007,-0.0015654310883082,0.00162732710205812,NA,-0.0151228610966912,NA,NA,8,-460.998266849057,938.08709973585,5.25636375210161,0.0174491024652301,0.973912792530752,FALSE
4.98896881568019,0.137882912942091,-0.00161663056920159,0.00162717062782774,NA,-0.0130561534844637,NA,-0.00257326186288169,9,-460.23816934926,938.589617490213,5.75888150646517,0.0135722780736469,0.987485070604399,FALSE
2.80634148411378,0.128262150630624,-0.00156618358260547,0.00161941559278668,NA,-0.250758747106884,0.00522169594010524,NA,9,-460.89534544648,939.903969684653,7.07323370090455,0.00703468728502355,0.994519757889423,TRUE
7.68632849887423,0.138003822554025,-0.00161747689783347,0.00161917314004525,NA,-0.251628096318695,0.00528670652845943,-0.00257759059758064,10,-460.132419278436,940.403377599694,7.57264161594571,0.00548024211057736,1,TRUE
9.08416219076328,0.127784903941966,-0.00156086292910952,NA,NA,-0.809116047871113,0.0184630480595515,NA,8,-511.360112949657,1038.81079193705,105.980055953302,2.34369575267379e-24,1,TRUE
-0.31017513241845,0.127398452255592,-0.00155783109386251,NA,NA,0.0245195247812231,NA,NA,7,-512.550851972239,1039.17209992185,106.341363938102,1.95633939726173e-24,1,FALSE
13.4450108018526,0.136554235356257,-0.00160711209449363,NA,NA,-0.808335095163911,0.0184963856421885,-0.00231543647503144,9,-510.728311261346,1039.56990131438,106.739165330636,1.60347696769156e-24,1,TRUE
4.01529172199128,0.136134708368649,-0.00160389591182063,NA,NA,0.0268229097950393,NA,-0.00230597940011662,8,-511.925643615034,1039.9418532678,107.111117284057,1.33135656961666e-24,1,FALSE
0.209190294687749,0.128615004218276,-0.00156206309216128,NA,NA,NA,NA,NA,6,-513.984136184978,1040.02103618905,107.190300205302,1.27967602310188e-24,1,FALSE
3.54348596499405,0.135360686647846,-0.00159749006531807,NA,NA,NA,NA,-0.00175772849871318,7,-513.610080409549,1041.29055679647,108.459820812723,6.78308306690687e-25,1,FALSE
0.393303323040108,0.0449848647643985,NA,0.00432558608955417,-4.91309963091575e-06,NA,NA,NA,7,-520.25001670589,1054.57042938915,121.739693405404,8.86623915954542e-28,1,FALSE
0.747067467018654,0.0456654575869936,NA,0.00452654415773581,-5.17321449457962e-06,-0.0181278396378821,NA,NA,8,-519.482973321058,1055.05651267985,122.225776696104,6.95324923058985e-28,1,FALSE
-4.52848953927858,0.0378826211868478,NA,0.00434524096296134,-4.95794098119552e-06,NA,NA,0.00257676573512358,8,-519.777511521878,1055.64558908149,122.814853097744,5.17930493428756e-28,1,FALSE
-4.77450332739203,0.0377234814175582,NA,0.00456311830577906,-5.24176039630892e-06,-0.0196469409936373,NA,0.00290631862540734,9,-518.885672732794,1055.88462425728,123.053888273532,4.5958479522087e-28,1,FALSE
3.60835448599859,0.0457345721700035,NA,0.00450621070963226,-5.1502148772962e-06,-0.271682668763806,0.00561606254164107,NA,9,-519.36309638801,1056.83947156771,124.008735583964,2.85117052813622e-28,1,TRUE
-1.96691812025285,0.0378546920372688,NA,0.00454276161451842,-5.2183097372261e-06,-0.264683037836983,0.00542783473715832,0.00288398767354546,10,-518.774174228938,1057.6868875007,124.856151516949,1.86641906233229e-28,1,TRUE
0.7548329177973,0.0446842936806564,NA,0.00164106339379195,NA,NA,NA,NA,6,-523.204943684906,1058.46265118891,125.631915205158,1.26635134762766e-28,1,FALSE
1.04797698896498,0.0452061116110634,NA,0.0016871838593401,NA,-0.014248153997173,NA,NA,7,-522.727791803019,1059.52597958341,126.695243599664,7.44141267678314e-29,1,FALSE
-3.94226134899212,0.0378920082916348,NA,0.00163635522720174,NA,NA,NA,0.00246088358865637,7,-522.775038747863,1059.6204734731,126.78973748935,7.0980050230083e-29,1,FALSE
-4.1322458500176,0.037732999602227,NA,0.00168635336578549,NA,-0.0156885058914686,NA,0.0027294530243893,8,-522.202718316542,1060.49600267082,127.665266687071,4.58160403607553e-29,1,FALSE
4.23798549686073,0.0452851900161602,NA,0.00167853514122177,NA,-0.297089357163653,0.00626446304196811,NA,8,-522.579273343191,1061.24911272412,128.418376740369,3.14399453514383e-29,1,TRUE
-0.976718065179851,0.0378729654803322,NA,0.00167786802618245,NA,-0.291834848682718,0.00611664169233913,0.00270780711799889,9,-522.061675046246,1062.23662888418,129.405892900436,1.9188692041137e-29,1,TRUE
-27.6657250161155,NA,NA,0.00435914190037136,-4.9868222264454e-06,NA,NA,0.0147533956793967,7,-529.379851103337,1072.83009818405,139.999362200299,9.6095431746627e-32,1,FALSE
-27.8245799640946,NA,NA,0.0045828264658943,-5.27606328892101e-06,-0.0207861016640993,NA,0.0150491322657423,8,-528.389524058513,1072.86961415476,140.038878171015,9.42154134595522e-32,1,FALSE
-25.8746877734128,NA,NA,0.00456751257539084,-5.25804353250336e-06,-0.19599859753062,0.00388151649923776,0.0150634707139082,9,-528.333323633027,1074.77992605775,141.949190073999,3.62495816861225e-32,1,TRUE
-27.0766104832133,NA,NA,0.00163414073466559,NA,NA,NA,0.0146372813247648,6,-532.366617310681,1076.78599844046,143.95526245671,1.32950482009862e-32,1,FALSE
-27.1788991207149,NA,NA,0.0016875450661678,NA,-0.0169733048134696,NA,0.014873536962496,7,-531.702568143471,1077.47553226431,144.644796280566,9.41801870827482e-33,1,FALSE
-24.8562724101048,NA,NA,0.00168103852864226,NA,-0.225940353796467,0.00462903750533692,0.014891387205858,8,-531.62294482833,1079.3364556944,146.505719710648,3.71419892822921e-33,1,TRUE
9.96471531335162,0.044855032990559,NA,NA,NA,-0.811478488625664,0.0186779134628833,NA,7,-577.236660584176,1168.54371714573,235.712981161977,1.58035430321104e-52,1,TRUE
3.49522748195255,0.0355367266835107,NA,NA,NA,-0.808795397353373,0.0185640414052883,0.00338665973929362,8,-576.416026125198,1168.92261828813,236.091882304384,1.30760666533463e-52,1,TRUE
0.448147243449075,0.0446182400409543,NA,NA,NA,0.032363739312804,NA,NA,6,-578.445429401712,1168.94362262252,236.112886638772,1.29394582130606e-52,1,FALSE
-6.05375660743286,0.0351581447661351,NA,NA,NA,0.0298192766329717,NA,0.00343513239821548,7,-577.605088480769,1169.28057293891,236.449836955163,1.09332243735666e-52,1,FALSE
-6.7789590090977,0.0343348559180167,NA,NA,NA,NA,NA,0.00414836417971046,6,-579.637310181263,1171.32738418162,238.496648197874,3.92906168149466e-53,1,FALSE
1.13869989871169,0.0458708022816629,NA,NA,NA,NA,NA,NA,5,-580.89470643903,1171.82707766149,238.996341677738,3.06042531933471e-53,1,FALSE
-18.8769379782289,NA,NA,NA,NA,-0.7501026655297,0.0172165905055711,0.0148249811509224,7,-585.310115623913,1184.6906272252,251.85989124145,4.92603495984887e-56,1,TRUE
-27.5165069351241,NA,NA,NA,NA,0.0275639776820368,NA,0.0147570126065525,6,-586.32001417276,1184.69279216462,251.862056180868,4.92070556119666e-56,1,FALSE
-27.7223299377587,NA,NA,NA,NA,NA,NA,0.0151717908302449,5,-588.040225001317,1186.11811478606,253.287378802313,2.41280655658955e-56,1,FALSE
1.5715878170944,NA,NA,0.00413706485451596,-4.33698613804799e-06,NA,NA,NA,6,-625.733014026693,1263.51879187248,330.688055888733,3.75992365974217e-73,1,FALSE
1.51738803083579,NA,NA,0.00410120157082308,-4.28820560719612e-06,0.00268597004303827,NA,NA,7,-625.716894054503,1265.50418408638,332.67344810263,1.39333833418145e-73,1,FALSE
1.88337554818591,NA,NA,0.0017688236563768,NA,NA,NA,NA,5,-628.089518304459,1266.21670139234,333.385965408596,9.75742942353092e-74,1,FALSE
