"(Intercept)","CO2","dbh","I(dbh^2)","pet","I(pet^2)","pre","I(pre^2)","df","logLik","AICc","delta","weight","cw"
6.79180319752202,-0.00992228025390777,0.393076891074312,-0.00735317828981034,-4.81647503460991,0.837852186743653,0.0371827867301602,-0.00019089790736842,11,-1240.41393410249,2502.89566481516,0,0.924463371346246,0.924463371346246
-0.128313425861405,-0.00961394694822274,0.391320549520164,-0.00732120386286388,NA,NA,0.0349608260346641,-0.000176568805193831,9,-1245.24473909136,2508.53567941475,5.64001459959809,0.0551031085058903,0.979566479852136
-0.152431837853694,-0.00962757749037821,0.391403201703851,-0.00732287846676367,0.00779383059479386,NA,0.0350511669180831,-0.000176810746226208,10,-1245.23261808237,2510.52171883482,7.62605401966584,0.0204132953263386,0.999979775178475
3.44080428478206,NA,0.337449938534783,-0.00632970488435778,-4.58451378844476,0.796241801724488,0.0372242887420529,-0.000191156571377592,10,-1252.27936814414,2524.61521895837,21.7195541432106,1.77643144260881e-05,0.999997539492901
-3.07264203953338,NA,0.337459345712171,-0.00632800013454375,NA,NA,0.0351893144928977,-0.00017772774609727,8,-1256.57798495001,2529.19292140118,26.2972565860205,1.80099702809955e-06,0.999999340489929
-3.07397414716272,NA,0.337459738182745,-0.00632802091704199,0.000366821108310554,NA,0.0351935728588177,-0.000177739158449099,9,-1256.57795853922,2531.20211831047,28.306453495316,6.59510069474831e-07,0.999999999999998
1.17789052719425,-0.00958959473017271,0.390251469261517,-0.00729302718353359,NA,NA,0.00430266866020306,NA,8,-1277.96818577067,2571.97332304249,69.0776582273379,9.24414636069887e-16,0.999999999999999
1.23967540595071,-0.0095539055498085,0.390047918827644,-0.00728891899543448,-0.0214176591062332,NA,0.00416984772615093,NA,9,-1277.87791357195,2573.80202837593,70.9063635607749,3.70483179633132e-16,1
4.28548001761616,-0.00967670690872366,0.390716908370923,-0.00730073761273984,-2.10552834155646,0.361779171770567,0.004027791684792,NA,10,-1276.95962261741,2573.97572790492,71.0800630897634,3.39664470917577e-16,1
-1.7517644888042,NA,0.336678719786743,-0.00630455400046771,NA,NA,0.00432917345316724,NA,7,-1289.30808840906,2592.64490950155,89.7492446863985,2.99977614569099e-20,1
