"(Intercept)","pet","I(pet^2)","pre","I(pre^2)","Year","I(Year^2)","df","logLik","AICc","delta","weight","cw"
-817.956758287777,0.88843320787681,-0.116354966700873,0.0216737008666879,-0.000118083054864281,0.839751311272066,-0.000216162349628582,10,-735.394405696508,1490.88826889754,0,0.892527963159032,0.892527963159032
-818.617553734435,-0.114341330535285,NA,0.0238467690310388,-0.000130496899578895,0.842514097694905,-0.000216864160059822,9,-738.575541619391,1495.23242078962,4.34415189207971,0.10169538245083,0.994223345609862
-821.793369284541,1.08255922163699,-0.140808862699475,0.00120118424660727,NA,0.844263921952129,-0.000217337856988546,9,-741.752139040388,1501.58561563161,10.6973467340747,0.00424348335264916,0.998466828962511
-814.295664691512,1.07599991602128,-0.142279786977099,NA,NA,0.836823130408282,-0.000215452456559168,8,-743.982737399925,1504.03051545026,13.1422465527191,0.00124973879824412,0.999716567760755
-823.095945117793,-0.133122752191473,NA,0.00122702532077328,NA,0.848256193678383,-0.000218355982247447,8,-746.482468393708,1509.02997743782,18.1417085402843,0.000102612407197216,0.999819180167952
4.86703907539375,0.900073406624209,-0.117533939690339,0.0217476932589627,-0.000118667235801167,NA,-1.96440431256868e-06,9,-745.840904646038,1509.76314684291,18.8748779453751,7.11203953943406e-05,0.999890300563347
12.3096327608996,0.900161753406773,-0.117537880624886,0.0217514985935309,-0.00011868718052931,-0.00764870990583928,NA,9,-746.016235149156,1510.11380784915,19.225538951611,5.96827866265898e-05,0.999949983349973
-815.460438383374,-0.152799956080481,NA,NA,NA,0.840707731493762,-0.000216443376921699,7,-748.798747732284,1511.64805979865,20.7597909011163,2.77134449545846e-05,0.999977696794928
-811.994706694756,NA,NA,0.0297173215331262,-0.000158896233228472,0.834611354495171,-0.000214759428400061,8,-749.043645240178,1514.15233113076,23.2640622332253,7.92309574860718e-06,0.999985619890676
6.93436621915662,-0.112856871433064,NA,0.0239364693807887,-0.000131169350112083,NA,-1.9614287112801e-06,8,-749.110872051906,1514.28678475422,23.3985158566809,7.40796072089848e-06,0.999993027851397
14.3653375359674,-0.112802202185562,NA,0.0239402837688407,-0.000131189292572143,-0.00763691000673939,NA,8,-749.286699856548,1514.6384403635,23.7501714659645,6.21351892740347e-06,0.999999241370325
5.44795989355634,1.09430983865546,-0.14201514063303,0.00117376077301068,NA,NA,-1.98658863769942e-06,8,-752.301277337381,1520.66759532517,29.7793264276313,3.0487601585926e-07,0.999999546246341
12.975164416216,1.09441829341204,-0.142021759062926,0.00117411810564101,NA,-0.00773531466680268,NA,8,-752.479243372883,1521.02352739617,30.1352584986341,2.5517233823019e-07,0.999999801418679
