"Species","coef","significant","significant2","ci.lower","ci.upper","chg_rad_inc_clim","chg_rad_inc_1SD_clim","variable","month"
"SCBI_cagl",0.35585792142013,TRUE,FALSE,0.0478412661420261,0.585405372593033,0.00122506735615449,0.0437534327875353,"pre","prev.apr"
"SCBI_cagl",-0.433536040881989,TRUE,FALSE,-0.680346749847191,-0.133839486205142,-0.00112407831946767,-0.0466673541280101,"pre","prev.may"
"SCBI_cagl",-0.0574688492790477,FALSE,FALSE,-0.366484702980298,0.207790417412703,-0.000271954428752624,-0.0118498420030926,"pre","prev.jun"
"SCBI_cagl",-0.20245448192012,FALSE,FALSE,-0.493217406487798,0.166138573263744,-0.00068818478390585,-0.0259297320575008,"pre","prev.jul"
"SCBI_cagl",0.175729293152486,FALSE,FALSE,-0.161975858575439,0.459794611597269,0.000436183986473225,0.0192593330935985,"pre","prev.aug"
"SCBI_cagl",0.0357833606807529,FALSE,FALSE,-0.251159389212526,0.321761805070629,8.90028417135308e-05,0.00494897145558206,"pre","prev.sep"
"SCBI_cagl",-0.043351510772129,FALSE,FALSE,-0.355294367495399,0.266117733782097,-8.54080626752386e-05,-0.00443249269752968,"pre","prev.oct"
"SCBI_cagl",0.277023584825972,FALSE,FALSE,-0.0441078541644412,0.516860195664806,0.000916468492798852,0.036700521644111,"pre","prev.nov"
"SCBI_cagl",-0.128130113600443,FALSE,FALSE,-0.455582567337513,0.211731915841724,-0.000598205462592257,-0.0181133737214705,"pre","prev.dec"
"SCBI_cagl",0.251029759553286,FALSE,FALSE,-0.163888937153308,0.513176983895354,0.000973238590685218,0.032315308908098,"pre","curr.jan"
"SCBI_cagl",0.268791522489081,FALSE,FALSE,-0.22897002618612,0.674552469430657,0.0013771554561619,0.0406561098558659,"pre","curr.feb"
"SCBI_cagl",0.152831283015104,FALSE,FALSE,-0.307524805472422,0.496421760997287,0.000571065552311986,0.0196054080396703,"pre","curr.mar"
"SCBI_cagl",0.22218724160096,FALSE,FALSE,-0.0743283212789843,0.480200455195019,0.000766716530440122,0.0264217868163659,"pre","curr.apr"
"SCBI_cagl",0.145183795777543,FALSE,FALSE,-0.285612741373679,0.471382144930077,0.000383589497145668,0.0159919059919651,"pre","curr.may"
"SCBI_cagl",0.2192944589718,FALSE,FALSE,-0.0842039701896197,0.478796445998241,0.00103375139931872,0.0449991492002941,"pre","curr.jun"
"SCBI_cagl",-0.143365097239081,FALSE,FALSE,-0.466043867796756,0.177914097359851,-0.000483549182530682,-0.0181968304018179,"pre","curr.jul"
"SCBI_cagl",0.0922778102573549,FALSE,FALSE,-0.199713723454656,0.366688792499609,0.000226206042233213,0.00981797479470756,"pre","curr.aug"
"SCBI_cagl",0.363271517126271,TRUE,FALSE,0.0628719743691818,0.587369107131257,0.01764716961398,0.0422107096009003,"wet","prev.apr"
"SCBI_cagl",-0.409562030834256,TRUE,TRUE,-0.673727611133055,-0.107812299722906,-0.0181249151401572,-0.0442408262423043,"wet","prev.may"
"SCBI_cagl",-0.13775428159821,FALSE,FALSE,-0.452306494195551,0.188970039794076,-0.012439429404034,-0.0274911014826701,"wet","prev.jun"
"SCBI_cagl",-0.103970863443115,FALSE,FALSE,-0.47568037200986,0.253024644091776,-0.00661669119282391,-0.0130865053179348,"wet","prev.jul"
"SCBI_cagl",0.205875031020785,FALSE,FALSE,-0.113015203966747,0.497025983156129,0.00959945795936901,0.02216909838054,"wet","prev.aug"
"SCBI_cagl",0.0780247468988348,FALSE,FALSE,-0.181480368381205,0.385565546120892,0.00408787661015005,0.0102647468067023,"wet","prev.sep"
"SCBI_cagl",0.00295347738271453,FALSE,FALSE,-0.33043953817267,0.346402490351791,0.000124273172887831,0.00032164674050911,"wet","prev.oct"
