"climate.data","start.year","end.year","variable","Jan.mean","Jan.sd","Feb.mean","Feb.sd","Mar.mean","Mar.sd","Apr.mean","Apr.sd","May.mean","May.sd","Jun.mean","Jun.sd","Jul.mean","Jul.sd","Aug.mean","Aug.sd","Sep.mean","Sep.sd","Oct.mean","Oct.sd","Nov.mean","Nov.sd","Dec.mean","Dec.sd","Annual.mean","Annual.sd"
"CRU",1901,2009,"pre",26.474312443252,19.7906752034083,31.71009223833,19.7789591518913,30.9504592456949,20.1777183055536,25.1871563622711,16.6984262499578,20.7889911822223,14.6620849398707,13.9449543768386,12.3987194310808,34.3082575491809,19.3537595484866,43.4165145716536,23.9690256661635,29.1972480862649,23.5910627720732,34.9183491871034,29.6430691148589,21.8412847060949,16.3484751406571,25.578899568169,16.5352324346847,338.316519517076,73.7268346797527
"CRU",1901,2009,"wet",6.47302737912844,2.59457461244954,6.4638530726789,2.48544195047476,6.85990809058716,2.80965078384279,5.60954114766972,2.2658941748169,5.13477051968807,2.27318605841692,4.1026604446422,2.47168426119205,7.02513745949541,2.01036504918913,7.71137599547706,2.25186933999556,5.60788978726606,2.52608425046584,4.89366964022936,2.45326147409836,4.4156879803945,2.05851046790454,6.56412828569725,2.65744933539057,70.8616498029541,9.63870091886337
"CRU",1901,2009,"tmp",-2.82660556065107,2.41621236166916,-0.844954140894457,2.24621027859561,1.64220186104195,1.82636526159313,5.71559641886195,1.64413517414659,10.8211011317892,1.53894346622841,15.5146792175573,1.38616354045785,19.6788994325411,0.959945298253802,18.5522939174547,0.935275467344356,14.4192662632793,1.25708935549696,8.83578000812355,1.50034092675989,2.41192664568304,1.62809393330084,-1.64770644609261,2.10799171287966,7.68937322905783,0.662486784219853
"CRU",1901,2009,"tmn",-10.0678900534954,2.63793135143746,-8.08440378171588,2.40524792554007,-6.06238540596918,1.65130641021161,-2.60000004045187,1.33659325504747,1.8366972751437,1.29003737950733,5.67339460565409,1.24265564935042,10.3348625690565,1.00345481425844,9.46789008761764,1.05829008864305,5.07431200666165,1.34008042699684,0.0366972432634151,1.29061146200334,-5.38532120372177,1.44079619862929,-8.87522952928455,2.09735977221115,-0.720948018936799,0.698928697340989
"CRU",1901,2009,"tmx",4.41192669257385,2.44300687973842,6.39449553041283,2.39238125801735,9.34678914131374,2.29897600951769,14.031192893282,2.11001574487486,19.8495416291263,1.917445456926,25.4091747003958,1.67318394274739,29.0761470969664,1.1374028113015,27.6798169022307,1.16458383305,23.807339869508,1.50939686889735,17.6614682521295,2.08077218102179,10.2091744230428,2.14901101340349,5.57981660606664,2.37552260053956,16.1214069780874,0.764415962953735
"CRU",1901,2009,"pet",1.35504589660452,0.239012722270422,1.74036699806878,0.274913886814199,2.56238536440998,0.321394251383314,3.87431199616248,0.370785891682476,5.27706430155203,0.384089354823763,6.7174312827784,0.362052797452385,6.85871569607236,0.2688146223432,6.00091751781078,0.287548843973936,4.97889919018527,0.30944198689815,3.33853216564983,0.326005078701089,1.98990829275289,0.24188493899986,1.40550461110719,0.236029996755994,3.84159027609621,0.128832687786405
"CRU",1901,2009,"dtr",14.4440369037313,1.56515481590648,14.429358001149,1.68370755700838,15.3605507316939,1.63061111912657,16.5917435129848,1.28992748448798,18.0091746968961,1.0668005064163,19.7357802434799,1.00282219746754,18.7412847641411,0.958993613245057,18.211927028971,1.19712035962377,18.7330278256618,1.36280319720538,17.5963307126947,1.6926818449452,15.5366974576898,1.67252648321709,14.4073396822728,1.52058155778121,16.8164376301138,0.619485434190885
"CRU",1901,2009,"cld",57.1825695912772,6.76049052769495,60.2963311781577,6.72920577522016,58.0247716291235,6.07566752819525,54.2770648571329,4.91655627010796,50.4311933604949,4.16994754447231,37.8073402019816,4.12707207571524,42.3321107811884,4.60804216476885,41.0000006124514,4.91179607971794,32.3651381851336,6.02718208141847,40.0477071639595,7.49793313904946,51.5669732924995,8.71709772421076,55.2366979756487,7.74701443895065,48.3806582357541,2.78133427898734
"CRU",1920,1949,"pre",23.5900007088979,15.2437521556784,30.7166671037674,18.2878346715115,32.160000594457,17.9671657906192,25.4233336607615,18.1357278289,19.5433336913586,12.2483690964514,15.1700003494819,12.7466063947388,32.3633338928223,17.702435358595,46.0066671689351,23.0134585961649,25.2866669376691,24.3486136607901,39.2100001176198,31.7748689831135,17.126666909953,11.1748776283851,29.9066673099995,16.5729102285215,336.503338445723,69.2852906202847
"CRU",1920,1949,"wet",6.34866652503333,2.55950787209005,6.46766648306667,2.51867589813709,6.8873331067,2.58737629932189,5.67166653673333,2.34327806782677,5.04833320773333,2.18680686943131,4.32699990616667,2.61035091992001,6.51399988353333,1.69125665657709,8.06033315636667,2.04782043509803,5.17333319183333,2.43311956962228,5.2799999158,2.49541370946659,3.890999911,1.79005938936539,7.4306664306,2.79780064467635,71.0999982545667,8.51269203180196
