"(Intercept)","pet","I(pet^2)","wet","I(wet^2)","Year","I(Year^2)","df","logLik","AICc","delta","weight","cw"
-878.472729640663,-0.128744351876765,NA,0.150614168248599,-0.00776074725912942,0.919686244481747,-0.000240819857117265,9,-6145.51786324749,12309.0719219504,0,0.705202437614922,0.705202437614922
-879.58836999816,0.00209353698273632,-0.0362748403525667,0.145376574850111,-0.00752961880517937,0.920769413035677,-0.000241104598591507,10,-6145.46743294934,12310.9791136863,1.90719173586695,0.27175176997117,0.976954207586092
-896.731601438051,NA,NA,0.185483650032262,-0.00939372241276956,0.9379639715881,-0.000245495571358392,8,-6149.98293064201,12315.9948118268,6.92288987641405,0.0221323418071243,0.999086549393216
-904.421740620489,0.528393918668211,-0.194596007013534,-0.0250022353700051,NA,0.946892705477895,-0.000247836741586739,9,-6152.61886433817,12323.2739241318,14.2020021813732,0.000581283794009258,0.999667833187225
-902.220166221781,-0.182008642446695,NA,-0.0249550037924567,NA,0.945137552693953,-0.000247349821403996,8,-6154.28709234373,12324.6031352303,15.5312132798517,0.000299056807266698,0.999966889994492
25.9140814751779,-0.135937052708743,NA,0.157157835996993,-0.00806851752804694,NA,-7.0578207463437e-06,8,-6157.22513546933,12330.4792214815,21.407299531058,1.58408242433909e-05,0.999982730818735
53.1205476917201,-0.136197485046192,NA,0.15740215580918,-0.0080805998321384,-0.027717207838513,NA,8,-6157.92634112921,12331.8816328012,22.8097108508027,7.85684212722409e-06,0.999990587660863
25.8777628301783,-0.0419785334596619,-0.0260528072719125,0.153404318096262,-0.00790288732689985,NA,-7.06457857362011e-06,9,-6157.19907889869,12332.4343532528,23.362431302412,5.95972616721198e-06,0.99999654738703
53.1105346183128,-0.0445318283439518,-0.0254171698558275,0.153740581622179,-0.00791902736375681,-0.0277431022283438,NA,9,-6157.90153779592,12333.8392710473,24.7673490968591,2.95224423190043e-06,0.999999499631262
25.6123635361504,NA,NA,0.194188524535622,-0.00980281930235606,NA,-7.08944883578024e-06,7,-6162.21952831742,12338.4615691977,29.3896472472225,2.92706921793535e-07,0.999999792338183
52.9387498230236,NA,NA,0.194506092171387,-0.00981835377629383,-0.027840816255891,NA,7,-6162.94060572037,12339.9037240036,30.8318020531187,1.42322333383178e-07,0.999999934660517
-938.215937440516,NA,NA,-0.0281739686849496,NA,0.981716976072585,-0.000256713504425221,7,-6164.00042988256,12342.0233723279,32.9514503775099,4.93170703833392e-08,0.999999983977587
26.7801401833131,0.509159795482091,-0.191964983420548,-0.0254196363827962,NA,NA,-7.16204896158789e-06,8,-6165.09913904142,12346.2272286257,37.1553066752331,6.02755904821983e-09,0.999999990005146
27.2496481242939,-0.191580437990967,NA,-0.0253715414426578,NA,NA,-7.12191756922377e-06,7,-6166.72435309031,12347.4712187434,38.3992967930062,3.23602934874992e-09,0.999999993241176
54.3900718573747,0.507653750041607,-0.191647985500209,-0.0254483613286033,NA,-0.0281260262988086,NA,8,-6165.83481276466,12347.6985760721,38.6266541217065,2.88830089683473e-09,0.999999996129477
54.7040567898011,-0.19192495162539,NA,-0.0254002076906049,NA,-0.0279685356145983,NA,7,-6167.45478716866,12348.9320869001,39.8601649497105,1.55879484938038e-09,0.999999997688271
