"(Intercept)","pet","I(pet^2)","wet","I(wet^2)","Year","I(Year^2)","df","logLik","AICc","delta","weight","cw"
-919.778777693435,0.484072562966006,-0.191593534644712,NA,NA,0.962955881274153,-0.000252090991918292,8,-6166.49424599209,12349.017442527,39.9455205765717,1.49366850341402e-09,0.99999999918194
-917.581636209807,-0.215324265100883,NA,NA,NA,0.961196757316415,-0.000251603313530769,7,-6168.0998678922,12350.2222483472,41.1503263967716,8.17775251928534e-10,0.999999999999715
27.226614026854,NA,NA,-0.028783760601873,NA,NA,-7.19195648953307e-06,6,-6177.5328051104,12367.0824912497,58.0105692992965,1.78434461873492e-13,0.999999999999894
54.948445767103,NA,NA,-0.0288193381087033,NA,-0.0282425491821243,NA,6,-6178.30378553074,12368.6244520904,59.5525301399921,8.25365275124862e-14,0.999999999999976
27.2308563893148,0.463286399866538,-0.188754981436507,NA,NA,NA,-7.33707895830397e-06,7,-6179.47297176879,12372.9684561004,63.8965341499534,9.40497634970723e-15,0.999999999999986
27.6914674051449,-0.225687001322539,NA,NA,NA,NA,-7.29722852272127e-06,6,-6181.03300733736,12374.0828957037,65.0109737532202,5.38716432091186e-15,0.999999999999991
55.5179295939505,0.461664796359499,-0.188419479745793,NA,NA,-0.0288147231219016,NA,7,-6180.24333367391,12374.5091799106,65.4372579602023,4.35305128040159e-15,0.999999999999995
55.8240773771686,-0.226079355652577,NA,NA,NA,-0.0286583544529051,NA,6,-6181.79794705516,12375.6127751393,66.5408531888334,2.50698147204152e-15,0.999999999999998
-963.511264105739,NA,NA,NA,NA,1.00794069328711,-0.000263591256040418,6,-6181.9094049611,12375.8356909511,66.763769000705,2.2425677419523e-15,1
27.73503432965,NA,NA,NA,NA,NA,-7.4101261069244e-06,5,-6196.27352685457,12402.5591091642,93.4871872138101,3.53044164188384e-21,1
56.3002774756183,NA,NA,NA,NA,-0.0291007618135958,NA,5,-6197.09397986943,12404.200015194,95.1280932435184,1.55421401193396e-21,1
-1.50431077495589,-0.148289156669503,NA,0.174527083860073,-0.00904213264375622,NA,NA,7,-6294.27365627271,12602.5698251082,293.4979031578,1.30633303331318e-64,1
-1.36547686053905,-0.356436191137263,0.0577391137478253,0.18278787246271,-0.00940696242734409,NA,NA,8,-6294.1420573093,12604.3130651614,295.241143210997,5.46404341171256e-65,1
-1.96607955256275,NA,NA,0.214653088771675,-0.010923118572288,NA,NA,6,-6300.42610966095,12612.8691003508,303.797178400413,7.57869983002001e-67,1
-0.290835919960165,-0.209513999724893,NA,-0.0298415264731608,NA,NA,NA,6,-6306.47477295763,12624.9664269442,315.89450499377,1.78934306172823e-69,1
-0.737636015804925,0.291562928311928,-0.13736549336097,-0.029876082461436,NA,NA,NA,7,-6305.62120152825,12625.2649156193,316.192993668887,1.54126608274136e-69,1
-0.614458278815988,NA,NA,-0.0335276351199878,NA,NA,NA,5,-6319.82903758167,12649.6701306184,340.598208668009,7.73308029282844e-75,1
-0.572672258704675,-0.249099450687859,NA,NA,NA,NA,NA,5,-6327.00704077349,12664.0261370021,354.95421505165,5.90181160735801e-78,1
-1.00122272323635,0.230985798562615,-0.131700149675135,NA,NA,NA,NA,6,-6326.16051404414,12664.3379091172,355.26598716678,5.04992452843023e-78,1
-1.00906493985501,NA,NA,NA,NA,NA,NA,4,-6346.19947802713,12700.4069914098,391.335069459396,7.42990368720834e-86,1
