"(Intercept)","pet","I(pet^2)","wet","I(wet^2)","Year","I(Year^2)","df","logLik","AICc","delta","weight","cw"
-1356.17695549735,0.231753533421072,NA,NA,NA,1.37981458305314,-0.00035098002009884,7,-2805.8484670559,5625.71960617658,116.698017647999,3.31036102763834e-26,1
-0.0708296009420535,0.276231312004345,NA,-0.0266297707620121,NA,NA,NA,6,-2808.39665121332,5628.8103030338,119.788714505216,7.05893308951923e-27,1
0.0487654791928865,0.272076686383859,NA,-0.0467348052473022,0.000862514186712192,NA,NA,7,-2807.99961989518,5630.02191185513,121.000323326552,3.85160332227054e-27,1
-1336.60193123094,NA,NA,-0.101101271705035,0.00352685683092265,1.35988037624829,-0.000345627006064345,8,-2820.57439150516,5657.17793870986,148.156350181276,4.88410785606004e-33,1
-1315.62565958367,NA,NA,-0.0184892004834432,NA,1.33801058694918,-0.00034005144655557,7,-2827.22174742769,5668.46616692017,159.444578391587,1.72813487567336e-35,1
9.76010943363414,-0.351664376657688,0.160012717429508,NA,NA,NA,-2.42683505533078e-06,7,-2831.69100718568,5677.40468643613,168.38309790755,1.97971550174291e-37,1
19.1671489440316,-0.351898282743763,0.160057928855844,NA,NA,-0.00955666205723409,NA,7,-2832.08899661817,5678.20066530111,169.179076772532,1.32971377978244e-37,1
9.39211722697838,0.231008910794515,NA,NA,NA,NA,-2.46580741074421e-06,6,-2835.14843883436,5682.31387827588,173.292289747304,1.70053400361608e-38,1
18.9535031996541,0.230939604727144,NA,NA,NA,-0.00971186016265945,NA,6,-2835.54835596903,5683.11371254522,174.092124016636,1.13999649386558e-38,1
9.18914054243562,NA,NA,-0.0975781487757405,0.00335332258919831,NA,-2.13969426271263e-06,7,-2848.28815907725,5710.59899021928,201.577401690702,1.22617173816952e-44,1
17.4730218776314,NA,NA,-0.0975241027409496,0.00335045264994926,-0.00842104878176039,NA,7,-2848.62203473054,5711.26674152585,202.245152997268,8.78114094592715e-45,1
8.55265594529235,NA,NA,-0.0190353492890942,NA,NA,-2.09007718230769e-06,6,-2854.27393596587,5720.5648725389,211.543284010325,8.40402726232191e-47,1
16.6444087406783,NA,NA,-0.0190486187111472,NA,-0.00822556759662674,NA,6,-2854.59765175073,5721.21230410862,212.190715580045,6.07994252061666e-47,1
-1335.45877801798,NA,NA,NA,NA,1.35856232254936,-0.000345428086332989,6,-2856.99853347882,5726.01406756481,216.992479036228,5.51073830033341e-48,1
0.310093362136221,-0.45705128637079,0.186278937592014,NA,NA,NA,NA,6,-2865.53527487721,5743.08755036158,234.065961832996,1.08081186716681e-51,1
-0.296523492910038,0.221023474799156,NA,NA,NA,NA,NA,5,-2870.28310059132,5750.57834201632,241.556753487741,2.5535558688878e-53,1
0.750383112214411,NA,NA,-0.0928318906594243,0.00308763797943624,NA,NA,6,-2874.67524868176,5761.36749797069,252.345909442113,1.15960456528472e-55,1
0.344381399195631,NA,NA,-0.0205186534705257,NA,NA,NA,5,-2879.77986273756,5769.57186630878,260.550277780203,1.91758210467713e-57,1
9.0781866322518,NA,NA,NA,NA,NA,-2.28214504189516e-06,5,-2885.77075741437,5781.55365566241,272.532067133834,4.7966879729514e-60,1
17.9222168068421,NA,NA,NA,NA,-0.00898592316908997,NA,5,-2886.1408012961,5782.29374342586,273.272154897284,3.31309166890543e-60,1
0.0952863584332815,NA,NA,NA,NA,NA,NA,4,-2917.02504210664,5842.05817646495,333.036587936372,3.48780110499042e-73,1
