"(Intercept)","pet","I(pet^2)","wet","I(wet^2)","Year","I(Year^2)","df","logLik","AICc","delta","weight","cw"
-1361.80523790862,-0.573946543344115,0.235468741741381,-0.0255901912858253,NA,1.38539997157664,-0.000352114529353369,9,-2745.49256826186,5509.02158852858,0,0.725317101326696,0.725317101326696
-1362.67405185719,-0.560718407851156,0.231517845740568,-0.0310231059554829,0.000233631475813879,1.38631297957571,-0.000352349030378704,10,-2745.4656155244,5510.97579252338,1.9542039948019,0.273009595514149,0.998326696840846
-1332.21566293533,0.281823416529742,NA,-0.0247616488905349,NA,1.35497699872226,-0.000344495152041963,8,-2753.17920573835,5522.38756717624,13.3659786476619,0.000908118517098877,0.999234815357944
-1339.49822022553,0.275765644329475,NA,-0.0539360904054592,0.00125138472029244,1.36257089787256,-0.000346428254646469,9,-2752.34681531809,5522.73008264105,13.7084941124704,0.000765184639186995,0.999999999997132
9.23309782271895,-0.513445675489915,0.218963810479127,-0.0260871904446,NA,NA,-2.1876543223676e-06,8,-2773.609069109,5563.24729391754,54.2257053889607,1.21777093224691e-12,0.999999999998349
17.702979512388,-0.513777196951382,0.219044451015461,-0.0260995251647683,NA,-0.00860961470960695,NA,8,-2773.94737443728,5563.9239045741,54.9023160455235,8.68243350892539e-13,0.999999999999218
9.25114932088217,-0.506620326485449,0.216925381597475,-0.0288917607873571,0.000120617838814717,NA,-2.18969141218564e-06,9,-2773.60190500925,5565.24026202336,56.2186734947754,4.49570781595196e-13,0.999999999999667
17.7283199568873,-0.50712622867491,0.217058093544507,-0.0288329530604406,0.000117557398525242,-0.00861745858624285,NA,9,-2773.94056987541,5565.91759175568,56.8960032270988,3.20418656652301e-13,0.999999999999987
8.75282555644352,0.282285511632276,NA,-0.0253020045284611,NA,NA,-2.24859067382104e-06,7,-2780.24171824619,5574.50610855716,65.4845200285781,4.3726535391004e-15,0.999999999999992
17.4636577471868,0.282246916387808,NA,-0.0253140594523219,NA,-0.00885210474747902,NA,7,-2780.58491521015,5575.19250248509,66.1709139565064,3.10239091786384e-15,0.999999999999995
8.9534327728485,0.277095652781114,NA,-0.0503523341590231,0.00107453303779859,NA,-2.26167344367772e-06,8,-2779.62988376994,5575.28892323942,66.2673347108412,2.95637158603147e-15,0.999999999999998
17.714451380611,0.277069362499918,NA,-0.0503055402475956,0.00107200947055364,-0.00890353636131501,NA,8,-2779.97594044235,5575.98103658424,66.9594480556607,2.09155127703427e-15,1
0.732081863192319,-0.611786040251852,0.244427985558106,-0.0274568441799164,NA,NA,NA,7,-2800.02700915816,5614.07669038109,105.055101852515,1.11712662349191e-23,1
0.713537121206797,-0.624182146913839,0.248133735556621,-0.0223054269553763,-0.000221534118025553,NA,NA,8,-2800.00264617598,5616.0344480515,107.012859522916,4.19740355019339e-24,1
-1379.61112400561,-0.422435209973748,0.179646768745499,NA,NA,1.40391177041447,-0.000357022959089026,8,-2801.48128210052,5618.99171990058,109.970131371998,9.56791487420287e-25,1
