"(Intercept)","pet","I(pet^2)","wet","I(wet^2)","Year","I(Year^2)","df","logLik","AICc","delta","weight","cw"
28.4644275022903,NA,NA,0.172433168462422,-0.00909304015423994,NA,-7.61965038289667e-06,7,-4161.13939307794,8336.31543537054,13.102290963765,0.000352124862845152,0.999392924363129
58.1155689065063,NA,NA,0.172836788965889,-0.00911132707834557,-0.0300653000138682,NA,7,-4161.18136990644,8336.39938902753,13.1862446207524,0.000337649713732266,0.999730574076862
-44.4449803625877,NA,NA,0.171466713217576,-0.0090495004254444,0.0739174273729244,-2.63504411437226e-05,8,-4161.09651712555,8338.24017009398,15.0270256871991,0.000134507300310886,0.999865081377173
29.3005181731123,1.48349904728601,-0.492989760748498,NA,NA,NA,-7.91993049346971e-06,7,-4163.06303500364,8340.16271922193,16.949574815153,5.14362877640387e-05,0.999916517664937
60.1256261458857,1.48623955168177,-0.493864852775414,NA,NA,-0.0312528238841226,NA,7,-4163.08814712464,8340.21294346395,16.9997990571719,5.01606969109367e-05,0.999966678361847
-6.86762912181441,1.48016230127182,-0.491934776443425,NA,NA,0.0366669411243251,-1.72110718412847e-05,8,-4163.05270700941,8342.1525498617,18.9394054549266,1.90188119336402e-05,0.999985697173781
30.0172290701588,NA,NA,-0.0374367964784768,NA,NA,-7.71933974308504e-06,6,-4166.48155006293,8344.99057804539,21.7774336386119,4.60164799568523e-06,0.999990298821777
60.0569424880129,NA,NA,-0.0374566214364629,NA,-0.0304577650588714,NA,6,-4166.54532609222,8345.11813010397,21.904985697196,4.31733567448384e-06,0.999994616157451
-86.1098020589559,NA,NA,-0.0373748175502053,NA,0.117720446556695,-3.75490979685093e-05,7,-4166.37242820629,8346.78150562725,23.5683612204703,1.87939648810167e-06,0.999996495553939
30.3941239227063,-0.316552355438138,NA,NA,NA,NA,-7.78755800426959e-06,6,-4167.60431149206,8347.23610090366,24.0229564968777,1.49728440416316e-06,0.999997992838344
60.7021290596262,-0.317014353348296,NA,NA,NA,-0.0307280709041707,NA,6,-4167.64540081086,8347.31827954124,24.1051351344631,1.43700882930627e-06,0.999999429847173
-39.6088192506146,-0.315537464199434,NA,NA,NA,0.0709639682285021,-2.5769930595769e-05,7,-4167.56531522326,8349.16727966118,25.9541352544002,5.70104096934229e-07,0.99999999995127
30.7811981479105,NA,NA,NA,NA,NA,-8.02909643006835e-06,5,-4179.79700553899,8369.61363174508,46.4004873383019,2.0705476021468e-11,0.999999999971975
62.0260270260743,NA,NA,NA,NA,-0.0316799259906018,NA,5,-4179.8752687714,8369.77015820991,46.5570138031289,1.91467880358712e-11,0.999999999991122
-108.737123105077,NA,NA,NA,NA,0.141430994969893,-4.38663309636794e-05,6,-4179.63991371152,8371.30730534257,48.094160935796,8.87786773855854e-12,1
-1.04271366728242,0.646503162444217,-0.259757398179933,0.0891251741722216,-0.00564612195327086,NA,NA,8,-4274.49400182213,8565.03513948714,241.821995080361,7.60053197920431e-54,1
-0.444311767852909,-0.28720639431043,NA,0.130147051902071,-0.00744872876967417,NA,NA,7,-4275.58879115798,8565.21423153062,242.001087123845,6.94951741423191e-54,1
-0.654294450234572,1.04296804270004,-0.379744131419355,-0.039877404760874,NA,NA,NA,7,-4276.09045915438,8566.21756752342,243.004423116639,4.20807047841248e-54,1
0.584739761978614,-0.341144328143841,NA,-0.0401722992777895,NA,NA,NA,6,-4278.83504365219,8569.6975652239,246.484420817125,7.38603065409105e-55,1
-1.38548182078832,NA,NA,0.215850042313264,-0.0114159848464979,NA,NA,6,-4284.75429985277,8581.53607762507,258.322933218295,1.98477280589846e-57,1
-1.05799848101778,1.02262199177164,-0.390421376407725,NA,NA,NA,NA,6,-4291.46706747241,8594.96161286434,271.748468457567,2.41208642978707e-60,1
0.0655653456558891,NA,NA,-0.0467593301235384,NA,NA,NA,5,-4293.16326944475,8596.34615955661,273.133015149833,1.20709755756806e-60,1
0.213134973034664,-0.400867003884791,NA,NA,NA,NA,NA,5,-4294.35430481736,8598.72823030182,275.51508589504,3.66844727138995e-61,1
-0.488852446372686,NA,NA,NA,NA,NA,NA,4,-4314.58083405891,8637.1747442865,313.961599879718,1.6440985454719e-69,1
