"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmx","I(tmx^2)","Year","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-7.33549398529741,0.0876914557377712,-0.000887782802032896,0.0208198290269374,-0.000112365166413969,0.14123513148209,-0.00411473016639024,0.00277953123323615,11,-215.629211463596,453.388857709801,0,0.639194600115126,0.639194600115126,FALSE
-5.92646978369899,0.0877174228937771,-0.000887902560997115,0.0213332931641536,-0.000115253883754578,-0.00999162074516216,NA,0.00275500022794665,10,-218.034528187358,456.177698350024,2.78884064022321,0.158505394339327,0.797699994454453,FALSE
-2.23504255115526,0.0975855379060442,-0.000888042150230173,0.0207463507526637,-0.000111884027610617,0.139955709403463,-0.0040727095412278,NA,10,-218.121531880875,456.351705737059,2.9628480272583,0.145297727864464,0.942997722318917,FALSE
-0.884341113997083,0.0975213604389117,-0.000888412666086432,0.0212549199589531,-0.000114745132292575,-0.00972740901886775,NA,NA,9,-220.48363290901,459.056110832828,5.66725312302702,0.0375841487241792,0.980581871043096,FALSE
-5.95937291465553,0.0876043548796671,-0.000886221422753046,0.022204383196473,-0.000120308373022694,NA,NA,0.00265952993887722,9,-221.391116603619,460.871078222045,7.48222051224371,0.0151666462390878,0.995748517282184,FALSE
-1.08489254714278,0.0970609639386376,-0.000887460465879011,0.0221062539884559,-0.000119686694181307,NA,NA,NA,8,-223.675060080758,463.421161108729,10.0323033989278,0.00423785500874579,0.99998637229093,FALSE
-6.84967486493751,0.0318393193119261,NA,0.0207498855400404,-0.000111852594863417,0.140517152545182,-0.00408928212574462,0.00286619895191447,10,-227.967904773564,476.044451522436,22.6555938126345,7.69189609312555e-06,0.999994064187023,FALSE
-1.63352656897252,0.0431131189637725,NA,0.0206913706851338,-0.000111478905450768,0.139640164888372,-0.0040604653998105,NA,9,-229.940651351317,477.970147717441,24.5812900076399,2.93679608964788e-06,0.999997000983113,FALSE
-5.45049769670796,0.0318512787706671,NA,0.0212589819051265,-0.000114713489028462,-0.00976927680134051,NA,0.00284254072457822,9,-230.357548794493,478.803942603793,25.4150848939917,1.93560856037575e-06,0.999998936591673,FALSE
-0.286089986937075,0.043010382024289,NA,0.0211972276794677,-0.000114321782479978,-0.00958785140258448,NA,NA,8,-232.300344187748,480.671729322709,27.2828716129077,7.60733955396151e-07,0.999999697325628,FALSE
-5.49047518773857,0.0318179714918294,NA,0.0221109769745938,-0.000119656620464103,NA,NA,0.00275303344327335,8,-233.586413936247,483.243868819708,29.8550111099065,2.10232476538793e-07,0.999999907558105,FALSE
-0.482225116249032,0.0425550146739242,NA,0.0220354485565284,-0.000119185826615395,NA,NA,NA,7,-235.41623808676,484.887702997978,31.4988452881767,9.24156984084569e-08,0.999999999973803,FALSE
-15.6251461352975,NA,NA,0.0208168811681817,-0.000112242646858423,0.140840096893714,-0.00409632925252992,0.00792615082530661,9,-241.819753602389,501.728352219586,48.3394945097844,2.03631629051047e-11,0.999999999994166,FALSE
-14.2261608663008,NA,NA,0.0213263563551087,-0.00011510421870824,-0.0097030025468562,NA,0.00790398870250228,8,-244.21455301831,504.500146983832,51.111289274031,5.09281206445845e-12,0.999999999999259,FALSE
-14.2535005897773,NA,NA,0.0221724447288938,-0.000120012657895768,NA,NA,0.00780815280616592,7,-247.39601196953,508.847250763518,55.458393053717,5.79423437361169e-13,0.999999999999839,FALSE
-6.91975375760614,0.0872259244145384,-0.000879479628326344,0.00463222735482956,NA,0.187204953641952,-0.00547865723807376,0.00265849627404453,10,-245.934265449067,511.977172873442,58.5883151636405,1.21155213606429e-13,0.99999999999996,FALSE
-2.04189146367254,0.0966821457072284,-0.000879352233590515,0.00462796951411931,NA,0.185724389425943,-0.00543069985126837,NA,9,-248.236999808546,514.562844631899,61.1739869220983,3.32560465406561e-14,0.999999999999993,FALSE
-5.01335675692486,0.0872461783953332,-0.000879370858392405,0.00476283737645839,NA,-0.0142945102348495,NA,0.00262145537021339,9,-250.085335301611,518.259515618029,64.8706579082282,5.2377976194556e-15,0.999999999999998,FALSE
-0.218659496413589,0.0965664400983018,-0.000879586713566508,0.00475754020005703,NA,-0.014012812779787,NA,NA,8,-252.324854289534,520.72074952628,67.3318918164785,1.53002512100292e-15,1,FALSE
-5.00317073886513,0.0870579441143028,-0.000876458565459757,0.00497332042808447,NA,NA,NA,0.00247376883175945,8,-256.825732913265,529.722506773742,76.3336490639411,1.69821163253897e-17,1,FALSE
-0.47133018450463,0.0958401946828144,-0.000877681302799591,0.0049643613159429,NA,NA,NA,NA,7,-258.82215291342,531.699532651297,78.3106749414961,6.31954916333565e-18,1,FALSE
-6.42465786291759,0.0319758514188946,NA,0.00463583170907495,NA,0.186069416119599,-0.00544113844504593,0.002736541643626,9,-258.178158199234,534.445161413275,81.0563037034736,1.60132832783046e-18,1,FALSE
-1.44548191989707,0.0427580970580989,NA,0.00463118096018546,NA,0.185056312428448,-0.00540826238923876,NA,8,-259.993968912631,536.058978772475,82.6701210626741,7.14569375403384e-19,1,FALSE
-4.53353167656076,0.0319938311679936,NA,0.00476586097973941,NA,-0.0140426304276255,NA,0.00270094721386999,8,-262.296845673003,540.664732293219,87.2758745834179,7.14360989218587e-20,1,FALSE
0.371062938920438,0.0426061448085751,NA,0.00476048119594142,NA,-0.0138478417738207,NA,NA,7,-264.068858673989,542.192944172435,88.8040864626342,3.32713740488234e-20,1,FALSE
-0.0720746155020395,NA,NA,0.0206908570265609,-0.000111304049356676,0.13613377823618,-0.00394308087262113,NA,8,-266.523545935563,549.118132818338,95.7292751085368,1.04300197142018e-21,1,FALSE
1.23278704813942,NA,NA,0.0211785185173902,-0.000114036457690493,-0.00876692553814912,NA,NA,7,-268.78649559292,551.628218010297,98.2393603004962,2.97322006710482e-22,1,FALSE
-4.53485977982972,0.0319536786160464,NA,0.00497280555683739,NA,NA,NA,0.00256122122459239,7,-268.84283559701,551.740898018478,98.3520403086764,2.81034024342498e-22,1,FALSE
0.123227099966114,0.0419179586896948,NA,0.00496491423806258,NA,NA,NA,NA,6,-270.446193739619,552.933787183526,99.5449294737248,1.54784087593588e-22,1,FALSE
1.03853222073349,NA,NA,0.0219429750133257,-0.00011847078912711,NA,NA,NA,6,-271.436908591363,554.915216887014,101.526359177213,5.74730596856971e-23,1,FALSE
-15.2449870918335,NA,NA,0.0046466372510754,NA,0.186474744531649,-0.00545073067447233,0.00782264310076389,8,-272.202720218801,560.476481384815,107.087623675014,3.56328923926531e-24,1,FALSE
-13.3545873752109,NA,NA,0.00477704795979895,NA,-0.013986557882186,NA,0.00778935596859421,7,-276.330158974465,566.715544773388,113.326687063587,1.57418465774189e-25,1,FALSE
-13.3405374915346,NA,NA,0.00498322294250336,NA,NA,NA,0.00764158383742297,6,-282.815643005019,577.672685714325,124.283828004524,6.57268397673353e-28,1,FALSE
0.109531226778988,NA,NA,0.00465481835163094,NA,0.18082433020867,-0.00526935858045637,NA,7,-296.976287565312,608.007801955082,154.618944245281,1.7004190262371e-34,1,FALSE
1.87382131544252,NA,NA,0.00478143200928431,NA,-0.0129502246179099,NA,NA,6,-300.907695699491,613.856791103271,160.467933393469,9.12985961818406e-36,1,FALSE
1.61894218298935,NA,NA,0.00497236072650174,NA,NA,NA,NA,5,-306.577297267408,623.184151185062,169.79529347526,8.61100006874842e-38,1,FALSE
