"(Intercept)","dbh","I(dbh^2)","tmx","I(tmx^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-2.8255801198162,0.103529736136524,-0.000603555948235787,0.0158732421366538,0.00088513822032309,0.0464278363114297,-0.000929155501354753,-0.00298629355676533,11,-38158.9957132755,76339.9957377406,0,0.755669705562352,0.755669705562352,FALSE
-2.8661201219615,0.103507768693953,-0.000603272018905574,0.0214736528236774,NA,0.0443649180413581,-0.000866956414284125,-0.00295985385117957,10,-38161.8708938573,76343.7453803138,3.74964257326792,0.115906414816943,0.871576120379295,FALSE
-2.58181016413326,0.103530029919884,-0.000603598537664361,0.016139253755894,0.000823889653542369,0.0181211229546346,NA,-0.00300225137422434,10,-38161.9693831529,76343.942358905,3.94662116441759,0.10503501818695,0.976611138566245,FALSE
-2.63497956906791,0.103509469491408,-0.000603330364435806,0.0213597571675617,NA,0.0179640101266557,NA,-0.00297652828505437,9,-38164.471743676,76346.9464267033,6.95068896275188,0.0233888614337549,1,FALSE
-8.37958606319679,0.0979356958211105,-0.000612414422631929,0.0165649411366141,0.000713477893455521,0.0495141859857317,-0.00103361931406745,NA,10,-38220.5858991272,76461.1753908535,121.17965311298,3.66863646891426e-27,1,FALSE
-8.37254778400714,0.0979550385114628,-0.00061209370284701,0.0210817864830847,NA,0.0478256870362116,-0.000982626222450932,NA,9,-38222.4569452717,76462.9168298947,122.921092154153,1.53587544061644e-27,1,FALSE
-8.14140268852778,0.0979069622323336,-0.000612547021949303,0.0168658862172885,0.000644235379502105,0.0180248408700522,NA,NA,9,-38224.2670463251,76466.5370320016,126.541294261042,2.51326970731133e-28,1,FALSE
-8.14567797861896,0.0979257753419957,-0.000612249835851718,0.0209505293781965,NA,0.0179023723818207,NA,NA,8,-38225.7997212021,76467.6017938469,127.606056106306,1.47580507582185e-28,1,FALSE
-2.40681227462495,0.103429994958345,-0.000602415325316924,0.0174726859772505,NA,NA,NA,-0.00294210182231474,8,-38394.454175905,76804.9107032527,464.914965512144,8.381658726639e-102,1,FALSE
-2.39605683754448,0.103433945908577,-0.00060246655553506,0.0164490327801384,0.000160515405802324,NA,NA,-0.00294706001727084,9,-38394.3592945725,76806.7215284963,466.72579075575,3.38933322021091e-102,1,FALSE
-2.95953699566031,0.103092287981627,-0.000598775554331565,NA,NA,0.0143479133942666,NA,-0.00273996746282251,8,-38419.0047875035,76854.0119264497,514.016188709094,1.82446202929733e-112,1,FALSE
-3.06983053387191,0.103089811592274,-0.000598732076135003,NA,NA,0.0268343042448171,-0.000410334100449183,-0.0027314302280254,9,-38418.4258672966,76854.8546739446,514.858936204037,1.19711131547993e-112,1,FALSE
