"(Intercept)","pre","I(pre^2)","tmp","I(tmp^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-22.7890858843136,0.00396584446761031,-1.68320924534003e-05,2.55831676691547,-0.0726217316674434,8,-1914.19882392958,3844.43882601186,0,0.999999156248265,0.999999156248265,FALSE
-0.393575811760717,0.00552213932746274,-2.16407979486053e-05,NA,NA,6,-1930.63275279492,3873.28951244894,28.8506864370784,5.43441342174602e-07,0.999999699689607,FALSE
-0.244276406125346,0.00546301376994135,-2.15860051973854e-05,-0.00811317576180106,NA,7,-1930.27101540388,3874.57404910393,30.135223092072,2.85903244363019e-07,0.999999985592851,FALSE
-30.4073727077002,0.000257908524626082,NA,3.44167041978826,-0.0976614760194749,7,-1933.88056364308,3881.79314558233,37.3543195704669,7.73770558772038e-09,0.999999993330557,FALSE
-33.1373934349852,NA,NA,3.75930573023326,-0.106783666914134,6,-1935.03313817798,3882.09028321506,37.6514572031983,6.6694432894572e-09,1,FALSE
-0.212074606898773,0.000986288653884549,NA,NA,NA,5,-1966.10910183421,3942.23534652556,97.7965205137002,5.8043692056037e-22,1,FALSE
-0.0240998605707424,0.000925994618840973,NA,-0.0102433382161283,NA,6,-1965.5456328023,3943.1152724637,98.6764464518374,3.73836360234525e-22,1,FALSE
0.487787119908432,NA,NA,-0.0330052480598117,NA,5,-1984.57332063562,3979.16378412839,134.724958116527,5.55708054100891e-30,1,FALSE
-0.0947498450313605,NA,NA,NA,NA,4,-1991.30108510796,3990.61359552297,146.174769511115,1.81364272218849e-32,1,FALSE
