"(Intercept)","pre","I(pre^2)","tmp","I(tmp^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-38.8465095778363,0.00338776321850609,-1.31086152773939e-05,4.42403471104037,-0.126458804225173,8,-557.356994559943,1130.84585725175,0,0.917276066316979,0.917276066316979,FALSE
-44.6416030237772,0.000528745755082899,NA,5.09333498819287,-0.14535170638471,7,-561.211954383687,1136.5263790327,5.68052178094422,0.0535784851080551,0.970854551425034,FALSE
-50.5480671508231,NA,NA,5.7788459866848,-0.165008897906252,6,-562.833670705161,1137.74412386005,6.8982666082934,0.0291447611601938,0.999999312585228,FALSE
0.41482097961669,0.0058696065756996,-2.09086420682187e-05,-0.04459782615615,NA,7,-572.563460103472,1159.22939047227,28.3835332205153,6.29642645091483e-07,0.999999942227873,FALSE
-0.397540243329903,0.0060152746880976,-2.04968445499969e-05,NA,NA,6,-575.966041927757,1164.00886630524,33.163009053485,5.77090791420672e-08,0.999999999936952,FALSE
0.542120959302569,0.00150776540219581,NA,-0.0417743303333101,NA,6,-582.923373888379,1177.92353022648,47.077672974729,5.49178169410846e-11,0.99999999999187,FALSE
-0.221654650578901,0.00172320463309137,NA,NA,NA,5,-585.844666160778,1181.7441268421,50.8982695903505,8.12982601125273e-12,1,FALSE
1.31492846341758,NA,NA,-0.0756890597966936,NA,5,-599.430653833705,1208.91610218796,78.0702449362034,1.0227318327639e-17,1,FALSE
-0.0249115821900555,NA,NA,NA,NA,4,-609.785942070273,1227.60838049091,96.7625232391563,8.92863589622683e-22,1,FALSE
