"(Intercept)","pre","I(pre^2)","tmp","I(tmp^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-45.096609919565,-0.000412207510755846,NA,5.11802993399669,-0.14562634672472,7,-255.197572283662,524.522707209692,0,0.470129296479312,0.470129296479312,FALSE
-40.8255760821861,NA,NA,4.62166725191724,-0.131387955308805,6,-256.485016100197,525.065595340326,0.542888130633969,0.358369182274549,0.828498478753861,FALSE
-44.8921155138616,-0.000288819967155982,-5.70714503024152e-07,5.09433759712634,-0.14495823180352,8,-255.187671162231,526.539538447609,2.01683123791679,0.171501521245894,0.999999999999755,FALSE
0.231694377657105,0.00240087796002848,-8.61910165103644e-06,-0.0345743592259353,NA,7,-283.960390881723,582.048344405815,57.5256371961223,1.51594663837988e-13,0.999999999999907,FALSE
0.288401419550194,0.000603512399832647,NA,-0.0336679628738912,NA,6,-286.175474016382,584.446511172696,59.9238039630033,4.57013066863454e-14,0.999999999999952,FALSE
-0.400081865040671,0.00253441539291083,-8.34181483438781e-06,NA,NA,6,-286.535315150085,585.166193440101,60.6434862304087,3.18897855553229e-14,0.999999999999984,FALSE
-0.329158679886776,0.000790148250522155,NA,NA,NA,5,-288.602054219036,587.272290256254,62.7495830465621,1.11254730490477e-14,0.999999999999995,FALSE
0.610754511876912,NA,NA,-0.0479492641967066,NA,5,-289.490482208705,589.049146235592,64.5264390258992,4.57592726352487e-15,1,FALSE
-0.238061896772001,NA,NA,NA,NA,4,-295.090947272441,598.227297496074,73.7045902863812,4.6501706343705e-17,1,FALSE
