"(Intercept)","CO2","dbh","I(dbh^2)","pre","I(pre^2)","tmn","I(tmn^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-8.06736273792131,-0.00380568121848223,0.197847027826999,-0.00221566235993757,0.00432690173802262,-4.97074053755845e-06,NA,NA,9,-461.763157768742,941.639594329176,0,0.495978723670513,0.495978723670513,FALSE
-7.8523261247178,-0.00365113021624902,0.197753792789309,-0.00221515387984214,0.00445555515309757,-5.1343843129377e-06,-0.0128870081706288,NA,10,-461.370244940711,942.879028924243,1.23943459506711,0.266884433787758,0.76286315745827,FALSE
-5.04467941724701,-0.00366923731322434,0.19793698810744,-0.00221620801906704,0.00442987195623606,-5.10251585823579e-06,-0.261385997701374,0.00550704612129954,11,-461.254396810746,944.675145228298,3.0355508991214,0.108718022463776,0.871581179922046,TRUE
-7.67831200080171,-0.00389290338921314,0.197779131969057,-0.00221464090391422,0.0016102452600273,NA,NA,NA,8,-464.799392577319,945.689351192375,4.04975686319847,0.0654740969741294,0.937055276896176,FALSE
-7.51051583341352,-0.00378011254231804,0.197704909478915,-0.00221424162715113,0.00163905716514677,NA,-0.00950204457799455,NA,9,-464.584781356991,947.282841505674,5.64324717649833,0.029515319738833,0.966570596635009,FALSE
-4.23639977943036,-0.00379993565485059,0.197917696837638,-0.00221548337413229,0.00162942916968038,NA,-0.299544214851424,0.00642729967570195,10,-464.42748715381,948.993513350442,7.35391902126605,0.0125481534506541,0.979118750085663,TRUE
-8.99013942836098,NA,0.180722678428385,-0.00215291689120948,0.00441385137006226,-5.16067032164973e-06,NA,NA,8,-466.834716272352,949.759998582439,8.12040425326302,0.00855341743720579,0.987672167522869,FALSE
-8.61300327709356,NA,0.181631728740297,-0.00215593684097379,0.00460040072163076,-5.39324160409441e-06,-0.019257088802355,NA,9,-465.941999734744,949.99727826118,8.35768393200397,0.0075965262009482,0.995268693723817,FALSE
-6.3408775530642,NA,0.181717480067148,-0.0021565405403176,0.00458009338433247,-5.36823981388907e-06,-0.22066332445428,0.00446292283751355,10,-465.866214955999,951.870968954819,10.2313746256433,0.00297679053113388,0.998245484254951,TRUE
-8.60775900882669,NA,0.180241583294255,-0.0021503896715818,0.00159303273941939,NA,NA,NA,7,-470.095171116697,954.260738210767,12.621143881591,0.00090119023069153,0.999146674485642,FALSE
-8.28100572811566,NA,0.180976570699756,-0.00215281738335405,0.001642041782995,NA,-0.0159518304864132,NA,8,-469.480545065114,955.051656167963,13.4120618387873,0.000606835281647949,0.99975350976729,FALSE
-5.53563867691977,NA,0.181084045549109,-0.00215357118902306,0.00163402410333491,NA,-0.259495331994592,0.00539635505039826,9,-469.370123708901,956.853526209494,15.2139318803183,0.000246490232709775,1,TRUE
1.96082125579152,-0.00371218544129012,0.197053258420646,-0.00220905729318759,NA,NA,-0.854286079376381,0.0196307946018687,9,-516.176833036688,1050.46694486507,108.827350535892,1.15852160624726e-24,1,TRUE
-8.04321745060504,-0.00365155592697358,0.196381753362772,-0.00220487464705109,NA,NA,0.0321056036932046,NA,8,-517.531756190126,1051.15407841799,109.514484088811,8.21665368123919e-25,1,FALSE
-7.46585449389575,-0.00322004953486641,0.19599555128032,-0.00220311173475112,NA,NA,NA,NA,7,-519.941095710148,1053.95258739767,112.312993068493,2.02771296882452e-25,1,FALSE
0.639812642422094,NA,0.180548600830974,-0.00214816183721394,NA,NA,-0.809593408383185,0.0184833264108588,8,-521.068669576319,1058.22790519037,116.588310861197,2.39129423009605e-26,1,TRUE
-8.76708504304286,NA,0.180163271921094,-0.00214520534900667,NA,NA,0.0250589316314158,NA,7,-522.263971762056,1058.59833950148,116.958745172308,1.98698334725812e-26,1,FALSE
-8.23590171327935,NA,0.181387055865464,-0.00214934776821684,NA,NA,NA,NA,6,-523.758197547191,1059.56915891348,117.929564584302,1.22287895343413e-26,1,FALSE
-6.97981168423766,-0.00290973391027307,0.0771570612951839,NA,0.00432382179190536,-4.84312375535562e-06,NA,NA,8,-557.221544599154,1130.53365523604,188.894060906868,4.76035003980156e-42,1,FALSE
-6.70511788244841,-0.00269339631887968,0.0770131464406534,NA,0.00453302377187887,-5.12269205109899e-06,-0.0169931314469532,NA,9,-556.556193207661,1131.22566520701,189.586070877838,3.36799030505046e-42,1,FALSE
-7.7311071977086,NA,0.0673522626739117,NA,0.00436151942475702,-4.92505262189929e-06,NA,NA,7,-558.994603341487,1132.05960266035,190.420008331171,2.21964548382557e-42,1,FALSE
-7.3406275910938,NA,0.0680623103057958,NA,0.00460442268943647,-5.2466498226241e-06,-0.0200906832612667,NA,8,-558.053951092284,1132.1984682223,190.558873893127,2.07075797175548e-42,1,FALSE
-2.81994746803048,-0.00271701952373636,0.0771751611994383,NA,0.00451011147622427,-5.09906875185352e-06,-0.360695017844184,0.00761094537969769,10,-556.330471008832,1132.79948106049,191.15988673131,1.53327855791858e-42,1,TRUE
-3.68923136259175,NA,0.068149285466249,NA,0.00458314994137089,-5.22493144887656e-06,-0.343623762615986,0.00716389868426397,9,-557.85477645095,1133.82283169359,192.183237364417,9.1918577731552e-43,1,TRUE
-6.60686544219964,-0.00298095772389516,0.0771532127484159,NA,0.00167862749450026,NA,NA,NA,7,-560.167265574373,1134.40492712612,192.765332796943,6.87072994216835e-43,1,FALSE
-6.39031352375249,-0.00282389968626577,0.0770411309849448,NA,0.00171995343023119,NA,-0.0124444825470447,NA,8,-559.806771450486,1135.70410893871,194.064514609532,3.58830320160432e-43,1,FALSE
-7.37009188483658,NA,0.0670929127359401,NA,0.00167137305749499,NA,NA,NA,6,-562.027474994242,1136.10771380758,194.468119478403,2.93256366231635e-43,1,FALSE
-7.04813074832797,NA,0.0676307627451995,NA,0.00172357313118955,NA,-0.0156198158050601,NA,7,-561.453555222985,1136.97750642334,195.337912094167,1.89834167543771e-43,1,FALSE
-2.26112368567484,-0.00284751135529718,0.0772100666518019,NA,0.00170934556411718,NA,-0.377915868336581,0.00809263572745075,9,-559.552756467663,1137.21879172702,195.579197397843,1.68259635664499e-43,1,TRUE
-3.1521464220832,NA,0.0677251811375221,NA,0.00171355686052308,NA,-0.360962999012596,0.00764652468194077,8,-561.227742264949,1138.54605056763,196.906456238459,8.66501559994472e-44,1,TRUE
-10.5771443959294,0.0146548990037026,NA,NA,0.00464373989056673,-5.25749924926177e-06,-0.022269787818405,NA,8,-610.695794122325,1237.48215428239,295.842559953211,2.84490256447696e-65,1,FALSE
-10.9459165654792,0.0144130685959439,NA,NA,0.00436490890063704,-4.88363127937803e-06,NA,NA,7,-611.810715604685,1237.69182718674,296.052232857567,2.5617544782728e-65,1,FALSE
-8.82647648632012,0.0146601448401572,NA,NA,0.0046340888976416,-5.24787153967294e-06,-0.177454070187426,0.00343604132685238,9,-610.650761785483,1239.41480236266,297.775208033483,1.08242595733931e-65,1,TRUE
-10.5709004893646,0.0143439470343336,NA,NA,0.00169772045439438,NA,NA,NA,6,-614.744073326517,1241.54091047213,299.901316142953,3.73869199810267e-66,1,FALSE
-10.2587815639658,0.0145299543914335,NA,NA,0.00175627271297297,NA,-0.017490197882539,NA,7,-614.048896316036,1242.16818860944,300.528594280269,2.73217159346047e-66,1,FALSE
-8.28883828817145,0.0145362069689919,NA,NA,0.0017513428811568,NA,-0.192184777884602,0.00386787739979928,8,-613.992106168828,1244.07477837539,302.435184046216,1.05316705310806e-66,1,TRUE
3.16073556768925,-0.00280593298673082,0.07661590665116,NA,NA,NA,-0.86966736609263,0.0200978760553951,8,-617.8689680214,1251.82850208054,310.18890775136,2.181712674615e-68,1,TRUE
-7.09954586354826,-0.00275501094424397,0.0762119343967967,NA,NA,NA,0.0386192081604415,NA,7,-619.296241418005,1252.66287881338,311.023284484206,1.43752348721674e-68,1,FALSE
2.30963739233816,NA,0.0671501403009785,NA,NA,NA,-0.854549175991171,0.0196842548022418,7,-619.542117153504,1253.15463028438,311.515035955206,1.12417124940642e-68,1,TRUE
-7.72702620797794,NA,0.0669027152095734,NA,NA,NA,0.0350838592703674,NA,6,-620.905011495925,1253.86278681095,312.22319248177,7.88965909500971e-69,1,FALSE
-6.41730326486037,-0.0021884965253525,0.0756685478507066,NA,NA,NA,NA,NA,6,-622.755111378504,1257.5629865761,315.923392246927,1.24042373637096e-69,1,FALSE
-6.97604146546736,NA,0.0681783468739507,NA,NA,NA,NA,NA,5,-623.798957490536,1257.6355797645,315.995985435323,1.19620787616122e-69,1,FALSE
-10.9537309238119,0.0144118490243964,NA,NA,NA,NA,0.0353051270950996,NA,6,-674.735761558179,1361.52428693545,419.884692606277,3.30111405297285e-92,1,FALSE
-3.05890634727527,0.0144405607863969,NA,NA,NA,NA,-0.664887562935514,0.0154921097337676,7,-673.908015600071,1361.88642717751,420.246832848338,2.75437314263191e-92,1,TRUE
-10.3049152083681,0.0148197383343844,NA,NA,NA,NA,NA,NA,5,-677.561923614902,1365.16151201323,423.521917684056,5.35608103467819e-93,1,FALSE
-5.99962723588804,NA,NA,NA,0.00433982760852865,-4.70688890204496e-06,NA,NA,6,-687.661013801157,1387.37479142141,445.735197092234,8.04071748226173e-98,1,FALSE
-5.81572530045599,NA,NA,NA,0.0044670234951305,-4.88128029101897e-06,-0.00914119771229221,NA,7,-687.467373355901,1389.00514268918,447.365548359999,3.55851272755667e-98,1,FALSE
-1.93705144946518,NA,NA,NA,0.00445405419844564,-4.87398299980136e-06,-0.352505860348999,0.0075981679948641,8,-687.232509677327,1390.55558539239,448.915991063215,1.63905742016586e-98,1,TRUE
-5.66157497329474,NA,NA,NA,0.00177003076538959,NA,NA,NA,5,-690.566958043002,1391.17158086943,449.531986540256,1.20457112928615e-98,1,FALSE
-5.57824359640171,NA,NA,NA,0.00178359666468404,NA,-0.00387817486819406,NA,6,-690.531548507472,1393.11586083404,451.476266504862,4.55656342702357e-99,1,FALSE
-1.63127029586649,NA,NA,NA,0.00177446652995393,NA,-0.353332070553123,0.00773280507137645,7,-690.289751648525,1394.64989927442,453.010304945248,2.11604649069784e-99,1,TRUE
