"(Intercept)","dbh","I(dbh^2)","tmn","I(tmn^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw"
18.0508110559379,0.338917209269036,-0.00885929476036583,-0.0141627849317004,NA,0.0129925054917331,NA,-0.00984427355789036,9,-2003.46906266314,4024.97515474409,0,0.377534614868633,0.377534614868633
18.150705492251,0.339258482548318,-0.00886930878851909,NA,NA,0.0128935989399961,NA,-0.0099487447475771,8,-2005.33287549621,4026.69536843381,1.72021368972037,0.159741265329859,0.537275880198492
18.2114166575638,0.338971361094897,-0.00886135203016316,-0.05648347172711,0.00289780498591884,0.0131304165760023,NA,-0.00984874831317711,10,-2003.42054931783,4026.88636612537,1.91121138127801,0.145191936755611,0.682467816954103
18.1117924682726,0.338904877101109,-0.00885860183990524,-0.0141121568441359,NA,-0.00181551750087638,0.000763062164138605,-0.00983922354833292,10,-2003.4419847099,4026.92923690952,1.95408216543092,0.142112809710501,0.824580626664605
18.2259876413864,0.339241056777633,-0.00886838617380648,NA,NA,-0.00553219554347681,0.000949509844508441,-0.00994191563180344,9,-2005.29094926943,4028.61892795667,3.64377321258507,0.0610550339419537,0.885635660606558
18.291409765927,0.338961410381984,-0.00886071431441889,-0.0594653155712029,0.003105871920099,-0.00348664892664335,0.000856793119392791,-0.00984339468035887,11,-2003.38666060391,4028.82765337493,3.85249863084118,0.0550043869116145,0.940640047518173
18.0861372441221,0.338670892434992,-0.00885413230258676,-0.0139636610330798,NA,NA,NA,-0.00979914613422097,8,-2006.91858447147,4029.86678638432,4.89163164023466,0.0327154171536712,0.973355464671844
18.1842049261941,0.339009209300125,-0.00886398175873977,NA,NA,NA,NA,-0.00990241826600167,7,-2008.72751157448,4031.47805419975,6.50289945566692,0.0146173990022009,0.987972863674045
18.1252691862741,0.338683378814334,-0.00885462374854612,-0.0242519432320285,0.000704499761143228,NA,NA,-0.00980011431347066,9,-2006.91569913943,4031.86842769667,6.89327295258045,0.0120254565644822,0.999998320238527
-0.89060267051471,0.296874604033124,-0.00844665424479377,-0.0153409051394106,NA,0.0127849547932657,NA,NA,8,-2017.71426049575,4051.45813843289,26.4829836888011,6.70270239140539e-07,0.999998990508766
-0.798954232783614,0.296884860171203,-0.00844583715444807,-0.0152741350199794,NA,-0.00641380330062381,0.000989314685899279,NA,9,-2017.66888927278,4053.37480796338,28.3996532192941,2.57069430968388e-07,0.999999247578197
-0.755539574369762,0.296905159399309,-0.00844842955630655,-0.0529435517175395,0.00257472806326816,0.0129077707544403,NA,NA,9,-2017.67610426135,4053.38923794052,28.4140831964287,2.55221352910946e-07,0.99999950279955
-1.00010161126323,0.296779857693458,-0.00845479706024706,NA,NA,0.0126737238518074,NA,NA,7,-2019.89458410698,4053.81219926476,28.8370445206674,2.06572317547033e-07,0.999999709371868
-0.642197829735253,0.296918911231075,-0.00844774640077282,-0.0566949675105324,0.00283656204789034,-0.00794348626451827,0.00107511128608423,NA,10,-2017.62291735227,4055.29110219426,30.3159474501672,9.86126049199166e-08,0.999999807984473
-0.888840001669425,0.296790397423558,-0.00845364151044053,NA,NA,-0.0105115408130853,0.00119477038616387,NA,8,-2019.82841943071,4055.68645630281,30.7113015587192,8.09249383589605e-08,0.999999888909411
-0.770152416644277,0.296819260127664,-0.00844484442244699,-0.0151387863644231,NA,NA,NA,NA,7,-2021.04216557144,4056.10736219368,31.1322074495911,6.55667752414472e-08,0.999999954476186
-0.748198059684333,0.296824022988697,-0.00844513768484482,-0.0211980860189644,0.000414913368067711,NA,NA,NA,8,-2021.04116852133,4058.11195448403,33.1367997399457,2.40653476151296e-08,0.999999978541534
-0.879265638499415,0.296724609265233,-0.00845272034420209,NA,NA,NA,NA,NA,6,-2023.16199606652,4058.34126186988,33.366107125793,2.14584660375189e-08,1
8.67530402154305,0.133361602858696,NA,-0.0148721645960892,NA,0.0130257761730625,NA,-0.00464090007809768,8,-2083.23597293424,4182.50156330986,157.526408565776,2.34710100661917e-35,1
8.76864445801194,0.133369860539093,NA,-0.0147920278556185,NA,-0.00896747117378511,0.0011330886159868,-0.00463487869586243,9,-2083.1744566127,4184.38594264321,159.410787899124,9.1483760141529e-36,1
8.76622821678273,0.133365390575154,NA,-0.0386854683159278,0.00163057842561342,0.0131063627885771,NA,-0.0046436790957115,9,-2083.22022149076,4184.47747239935,159.502317655257,8.73913750077933e-36,1
8.81708012404961,0.133456529088505,NA,NA,NA,0.012906041593857,NA,-0.0047688747928952,7,-2085.34156713609,4184.70616532297,159.731010578882,7.79486387207276e-36,1
8.88116141454391,0.133374811967348,NA,-0.0429643420665227,0.00192934418985866,-0.0100317067921227,0.00119283039376853,-0.00463785557245075,10,-2083.15257433065,4186.350416151,161.375261406917,3.42581577161445e-36,1
8.92672891337088,0.133466045018315,NA,NA,NA,-0.013114483275095,0.00134061269187846,-0.00476099644605561,8,-2085.25544956067,4186.54051656273,161.565361818644,3.11518773656389e-36,1
-0.295596894097488,0.121031336343767,NA,-0.0155269383167034,NA,0.0129916998693255,NA,NA,7,-2086.44158812925,4186.90620730929,161.931052565207,2.594630314308e-36,1
8.74849424090104,0.133228043576252,NA,-0.0146419491247945,NA,NA,NA,-0.00461528590370738,7,-2086.79552058931,4187.61407222942,162.638917485332,1.82122906869805e-36,1
-0.182806084778561,0.121056155956827,NA,-0.0154399588945755,NA,-0.0106350865024276,0.00121725681924862,NA,8,-2086.37084277838,4188.77130299814,163.796148254048,1.021116055598e-36,1
-0.21909334267814,0.121027751339555,NA,-0.0368203861205303,0.00145801375633717,0.0130636973186548,NA,NA,8,-2086.42903839471,4188.8876942308,163.912539486711,9.63387639402585e-37,1
-0.406057136934246,0.120783055621151,NA,NA,NA,0.0128658396412744,NA,NA,6,-2088.73133887621,4189.47994748926,164.504792745172,7.16464883356366e-37,1
8.71226500185422,0.133227005384621,NA,-0.00518952069523088,-0.000647278772165467,NA,NA,-0.00461426889240938,8,-2086.79302157376,4189.6156605889,164.64050584481,6.69460848617979e-37,1
8.8877574678705,0.133324771150702,NA,NA,NA,NA,NA,-0.00474170585123837,6,-2088.8332474098,4189.68376455643,164.708609812345,6.47048142870205e-37,1
-0.0844836127938586,0.121052927735985,NA,-0.0413834757388006,0.00177668444635682,-0.0116152870140719,0.00127227700328408,NA,9,-2086.35235151448,4190.74173244678,165.766577702689,3.81242919498778e-37,1
-0.272228786847239,0.120814132848025,NA,NA,NA,-0.0150143973737589,0.00143643859257549,NA,7,-2088.63282769152,4191.28868643383,166.313531689742,2.90022864337664e-37,1
-0.173182116131573,0.120966082578464,NA,-0.0152957578635927,NA,NA,NA,NA,6,-2089.969873335,4191.95701640684,166.98186166275,2.0763770869549e-37,1
-0.216183197152846,0.120977369757522,NA,-0.00346946347783263,-0.000809803489833053,NA,NA,NA,7,-2089.96430772504,4193.95164650086,168.976491756777,7.65910116822561e-38,1
-0.283197362973431,0.120723571001222,NA,NA,NA,NA,NA,NA,5,-2092.18848515202,4194.3893032948,169.414148550711,6.15377822637655e-38,1
