"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmn","I(tmn^2)","Year","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-3.21735887713316,0.192268717815117,-0.00221372961808707,0.00437806710546816,-5.08385930558355e-06,NA,NA,-0.00303962745537054,9,-465.791594320563,949.696467432818,0,0.218009319059724,0.218009319059724,FALSE
-8.99013942836098,0.180722678428385,-0.00215291689120948,0.00441385137006226,-5.16067032164973e-06,NA,NA,NA,8,-466.834716272352,949.759998582439,0.0635311496210988,0.211192963611832,0.429202282671556,FALSE
-8.61300327709356,0.181631728740297,-0.00215593684097379,0.00460040072163076,-5.39324160409441e-06,-0.019257088802355,NA,NA,9,-465.941999734744,949.99727826118,0.300810828362046,0.187566302394483,0.616768585066039,FALSE
-3.42608533010413,0.191982690097027,-0.00221067512209103,0.00454837125336087,-5.29952300724372e-06,-0.0171031493046808,NA,-0.00275337474658904,10,-465.095693453144,950.329925949109,0.633458516290489,0.158825886969895,0.775594472035934,FALSE
-6.3408775530642,0.181717480067148,-0.0021565405403176,0.00458009338433247,-5.36823981388907e-06,-0.22066332445428,0.00446292283751355,NA,10,-465.866214955999,951.870968954819,2.17450152200138,0.0735001207338689,0.849094592769803,TRUE
-1.10074143666497,0.192087171616543,-0.00221138584399276,0.00452780337572229,-5.27425104257901e-06,-0.222393740801437,0.00454896032607322,-0.0027583053912259,11,-465.0167475517,952.199846710205,2.50337927738735,0.0623552687374982,0.911449861507301,TRUE
-2.59135052585807,0.192298769993977,-0.00221388159120281,0.00159954740561955,NA,NA,NA,-0.00317109785022159,8,-468.963265930162,954.017097898061,4.32063046524252,0.0251340267939037,0.936583888301205,FALSE
-8.60775900882669,0.180241583294255,-0.0021503896715818,0.00159303273941939,NA,NA,NA,NA,7,-470.095171116697,954.260738210767,4.5642707779491,0.0222513442135884,0.958835232514793,FALSE
-8.28100572811566,0.180976570699756,-0.00215281738335405,0.001642041782995,NA,-0.0159518304864132,NA,NA,8,-469.480545065114,955.051656167963,5.35518873514536,0.0149834078011885,0.973818640315982,FALSE
-2.74539406278896,0.192054055401462,-0.00221137323490493,0.00164129006794902,NA,-0.0136700978787414,NA,-0.00294228293307258,9,-468.516967843625,955.147214478943,5.45074704612489,0.014284346492064,0.988102986808046,FALSE
-5.53563867691977,0.181084045549109,-0.00215357118902306,0.00163402410333491,NA,-0.259495331994592,0.00539635505039826,NA,9,-469.370123708901,956.853526209494,7.15705877667642,0.00608610571499869,0.994189092523044,TRUE
0.0376232156481195,0.192174970000392,-0.00221220763848962,0.00163319726472218,NA,-0.259913842754011,0.00545610287042213,-0.00294603565324245,10,-468.40376525394,956.946069550701,7.24960211788323,0.0058109074769557,1,TRUE
0.639812642422094,0.180548600830974,-0.00214816183721394,NA,NA,-0.809593408383185,0.0184833264108588,NA,8,-521.068669576319,1058.22790519037,108.531437757556,5.90435950343187e-25,1,TRUE
5.74215237298681,0.190787083320089,-0.00220236255608554,NA,NA,-0.807946907054511,0.0185036957062363,-0.00271237023498221,9,-520.229342452128,1058.57196369595,108.87549626313,4.97120230913837e-25,1,TRUE
-8.76708504304286,0.180163271921094,-0.00214520534900667,NA,NA,0.0250589316314158,NA,NA,7,-522.263971762056,1058.59833950148,108.901872068667,4.90607298001683e-25,1,FALSE
-3.68763276949103,0.190382109812239,-0.00219928847402506,NA,NA,0.0276487286732415,NA,-0.00270610920121373,8,-521.430295658285,1058.95115735431,109.254689921488,4.11263891802839e-25,1,FALSE
-8.23590171327935,0.181387055865464,-0.00214934776821684,NA,NA,NA,NA,NA,6,-523.758197547191,1059.56915891348,109.87269148066,3.01941805378153e-25,1,FALSE
-4.16839569037465,0.189582367853045,-0.00219255253896621,NA,NA,NA,NA,-0.00214380471565978,7,-523.21978747051,1060.50997091839,110.813503485574,1.88637710327361e-25,1,FALSE
-7.7311071977086,0.0673522626739117,NA,0.00436151942475702,-4.92505262189929e-06,NA,NA,NA,7,-558.994603341487,1132.05960266035,182.363135227529,5.48054051305462e-41,1,FALSE
-7.3406275910938,0.0680623103057958,NA,0.00460442268943647,-5.2466498226241e-06,-0.0200906832612667,NA,NA,8,-558.053951092284,1132.1984682223,182.502000789485,5.11292142805476e-41,1,FALSE
-3.68923136259175,0.068149285466249,NA,0.00458314994137089,-5.22493144887656e-06,-0.343623762615986,0.00716389868426397,NA,9,-557.85477645095,1133.82283169359,184.126364260776,2.26956733780699e-41,1,TRUE
-10.0960563352097,0.0640607037397696,NA,0.00436967034312062,-4.94258511983476e-06,NA,NA,0.00123658365169379,8,-558.902328866469,1133.89522377067,184.198756337857,2.18888695455445e-41,1,FALSE
-10.3513628371718,0.0638872404774403,NA,0.00462232164405107,-5.27871902373458e-06,-0.0207931807260797,NA,0.00158133674095085,9,-557.903613346717,1133.92050548513,184.224038052309,2.16139169502693e-41,1,FALSE
-6.68667604914385,0.0640434054066347,NA,0.00460074433404635,-5.25633558410727e-06,-0.341270978206939,0.00709658610844407,0.00155625079398183,10,-557.708705865937,1135.5559507747,185.859483341877,9.54115708350769e-42,1,TRUE
-7.37009188483658,0.0670929127359401,NA,0.00167137305749499,NA,NA,NA,NA,6,-562.027474994242,1136.10771380758,186.411246374761,7.24081123564668e-42,1,FALSE
-7.04813074832797,0.0676307627451995,NA,0.00172357313118955,NA,-0.0156198158050601,NA,NA,7,-561.453555222985,1136.97750642334,187.281038990526,4.68720727506678e-42,1,FALSE
-9.5386246498261,0.0640678769292358,NA,0.00167004284947236,NA,NA,NA,0.00113456038274914,7,-561.949991531765,1137.9703790409,188.273911608084,2.8530843369256e-42,1,FALSE
-3.1521464220832,0.0677251811375221,NA,0.00171355686052308,NA,-0.360962999012596,0.00764652468194077,NA,8,-561.227742264949,1138.54605056763,188.849583134817,2.13948440810917e-42,1,TRUE
-9.72817167782377,0.0639015937318179,NA,0.00172390720360616,NA,-0.016245776322074,NA,0.00140886060045147,8,-561.334690785267,1138.75994760827,189.063480175453,1.92248063379298e-42,1,FALSE
-5.81394140827473,0.0640594423451311,NA,0.00171392686573845,NA,-0.35934874872251,0.00759723382380979,0.00138597562787515,9,-561.112316800311,1140.33791239231,190.641444959496,8.73396152512326e-43,1,TRUE
-49.4219238705126,NA,NA,0.00467070036536172,-5.3480536800233e-06,-0.022554518522927,NA,0.0221597323628674,8,-576.634403736924,1169.35937351158,219.662906078767,4.35793816772297e-49,1,FALSE
-49.2558323246714,NA,NA,0.00440553854831357,-4.9977691228338e-06,NA,NA,0.021843582882878,7,-577.786031418708,1169.64245881479,219.945991381971,3.78276943675283e-49,1,FALSE
-46.836647522339,NA,NA,0.00465379414135373,-5.32970945672408e-06,-0.254799136784208,0.0051433944578286,0.0221785374147807,9,-576.534920264139,1171.18311931997,221.486651887153,1.75089335106653e-49,1,TRUE
-48.6855862877578,NA,NA,0.00167543832589969,NA,NA,NA,0.0217372502937445,6,-580.812851714433,1173.67846724796,223.981999815144,5.02807533144827e-50,1,FALSE
-48.7875750982794,NA,NA,0.0017347571172939,NA,-0.0181641994819691,NA,0.0219860869928946,7,-580.059873230462,1174.1901424383,224.49367500548,3.89307633939448e-50,1,FALSE
-45.9160933414771,NA,NA,0.0017271254977364,NA,-0.276373920880379,0.0057181442778385,0.0220077515032431,8,-579.937456112829,1175.96547826339,226.269010830576,1.60244688677968e-50,1,TRUE
2.30963739233816,0.0671501403009785,NA,NA,NA,-0.854549175991171,0.0196842548022418,NA,7,-619.542117153504,1253.15463028438,303.458162851564,2.77569824590388e-67,1,TRUE
-7.72702620797794,0.0669027152095734,NA,NA,NA,0.0350838592703674,NA,NA,6,-620.905011495925,1253.86278681095,304.166319378128,1.94804064971073e-67,1,FALSE
-1.69763521829062,0.0615152290078339,NA,NA,NA,-0.854291719652586,0.0196515959780365,0.00210223206878645,8,-619.282635311133,1254.65583666,304.959369227184,1.31035638244485e-67,1,TRUE
-11.8045628542004,0.0611331740037389,NA,NA,NA,0.0338169806155295,NA,0.00214843019936827,7,-620.636372687791,1255.34314135295,305.646673920136,9.29272554296901e-68,1,FALSE
-6.97604146546736,0.0681783468739507,NA,NA,NA,NA,NA,NA,5,-623.798957490536,1257.6355797645,307.939112331681,2.95356433047926e-68,1,FALSE
-12.6659061411192,0.0601194021172186,NA,NA,NA,NA,NA,0.00297810463709086,6,-623.2749744177,1258.6027126545,308.906245221677,1.82111006981949e-68,1,FALSE
-40.1132326039742,NA,NA,NA,NA,-0.781629574153079,0.0179810087847196,0.0219047929495332,7,-637.26717282364,1288.60474162465,338.908274191835,5.56516931648846e-75,1,TRUE
-49.1425557273094,NA,NA,NA,NA,0.0308653308793335,NA,0.0218335289134578,6,-638.370501323499,1288.79376646609,339.097299033274,5.06328250202743e-75,1,FALSE
-49.3633853026204,NA,NA,NA,NA,NA,NA,0.0222932101074514,5,-640.517746355189,1291.07315749381,341.376690060988,1.61982719683319e-75,1,FALSE
-5.99962723588804,NA,NA,0.00433982760852865,-4.70688890204496e-06,NA,NA,NA,6,-687.661013801157,1387.37479142141,437.678323988592,1.98533857035636e-96,1,FALSE
-5.81572530045599,NA,NA,0.0044670234951305,-4.88128029101897e-06,-0.00914119771229221,NA,NA,7,-687.467373355901,1389.00514268918,439.308675256357,8.78634597808927e-97,1,FALSE
-1.93705144946518,NA,NA,0.00445405419844564,-4.87398299980136e-06,-0.352505860348999,0.0075981679948641,NA,8,-687.232509677327,1390.55558539239,440.859117959573,4.04700690263369e-97,1,TRUE
-5.66157497329474,NA,NA,0.00177003076538959,NA,NA,NA,NA,5,-690.566958043002,1391.17158086943,441.475113436614,2.97421409095053e-97,1,FALSE
-5.57824359640171,NA,NA,0.00178359666468404,NA,-0.00387817486819406,NA,NA,6,-690.531548507472,1393.11586083404,443.419393401221,1.12506391872388e-97,1,FALSE
-1.63127029586649,NA,NA,0.00177446652995393,NA,-0.353332070553123,0.00773280507137645,NA,7,-690.289751648525,1394.64989927442,444.953431841606,5.22474359274209e-98,1,TRUE
3.07590777588862,NA,NA,NA,NA,-0.789434081823639,0.0187039921739894,NA,6,-755.984622129949,1524.02200807899,574.325540646176,4.21957294489673e-126,1,TRUE
-6.4812543994649,NA,NA,NA,NA,0.0565303518349641,NA,NA,5,-757.268689702165,1524.57504418776,574.878576754939,3.20020820148665e-126,1,FALSE
-5.21737319307232,NA,NA,NA,NA,NA,NA,NA,4,-764.96210757892,1537.94930926073,588.252841827908,3.99018905965608e-129,1,FALSE
