"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmn","I(tmn^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-4.19832994074147,-0.211440089028267,NA,0.0183781989252969,-0.000156380009142129,0.903964715648937,-0.0581668936297653,9,-108.541881816898,235.127773413748,0,0.714641740143558,0.714641740143558,FALSE
-4.13121111246667,-0.236538838275686,0.00214969809047936,0.0183592814976136,-0.000156141104607556,0.903756396784727,-0.0581559785724036,10,-108.455021552474,236.963845990739,1.83607257699185,0.285358152253549,0.999999892397106,FALSE
-3.96117331990961,-0.210867648196317,NA,0.00575628712470654,NA,0.909206026803968,-0.0587296201362135,8,-125.605203375402,267.2456059686,32.117832554852,7.58210254598446e-08,0.999999968218132,FALSE
-3.87747098279018,-0.242291865542817,0.00268753434348675,0.00575663942134575,NA,0.908949851049651,-0.0587158093829925,9,-125.470277781444,268.984565342838,33.8567919290909,3.1781868296054e-08,1,FALSE
-5.53711053334611,NA,NA,0.0178298424338254,-0.000150380225268672,0.902005889580265,-0.0580377462755875,8,-168.737945093972,353.511089405738,118.383315991991,1.40435833479376e-26,1,FALSE
-5.30648240165197,NA,NA,0.00568736540712842,NA,0.907479383679165,-0.0586075842853055,7,-185.175277268772,384.377925016528,149.25015160278,2.78502915753117e-33,1,FALSE
-4.04978304958778,-0.204937487566512,NA,NA,NA,0.983777854808577,-0.0637263547909944,7,-209.695846025599,433.419062530182,198.291289116434,6.24715155662733e-44,1,FALSE
-3.98162460705875,-0.230258626936193,0.00215473380943452,NA,NA,0.983526626645585,-0.0637129604257398,8,-209.60492028557,435.245039788936,200.117266375188,2.5071257552005e-44,1,FALSE
-0.517049673223784,-0.214630214162782,NA,0.0206198285173043,-0.000172838321487365,-0.0307959179219643,NA,8,-262.972807014481,541.980813246757,306.85303983301,1.66646962120221e-67,1,FALSE
-0.457578551424337,-0.237059481282147,0.00192175666977098,0.0206012431443331,-0.000172610813061665,-0.0308354300909383,NA,9,-262.899416693355,543.842843166662,308.715069752914,6.56844762701182e-68,1,FALSE
-5.34699528209944,NA,NA,NA,NA,0.978998110471735,-0.0634312374922608,6,-269.795317929713,551.611158703305,316.483385289558,1.35081058718321e-69,1,FALSE
-0.214340935798124,-0.214217430457496,NA,0.00668107478887366,NA,-0.0349914632128443,NA,7,-281.819533352951,577.666437184886,342.538663771138,2.97004220866739e-75,1,FALSE
-0.138561013001749,-0.242935163603304,0.00245748169030516,0.00668066506688693,NA,-0.035035314044813,NA,8,-281.700172195975,579.435543609745,344.307770195998,1.22632629972089e-75,1,FALSE
-0.805478412229836,-0.216773814960207,NA,0.0232813743820233,-0.000201997129143632,NA,NA,7,-285.864475933202,585.756322345387,350.62854893164,5.20075480636422e-77,1,FALSE
-0.773509690945098,-0.228964858932557,0.00104776069413144,0.0232728373913463,-0.000201888066754136,NA,NA,8,-285.842486384765,587.720171987325,352.592398573577,1.94814755477192e-77,1,FALSE
-0.490310140810087,-0.216647732251178,NA,0.00704204236492954,NA,NA,NA,6,-311.726294893815,635.47311263151,400.345339217762,8.32151766616313e-88,1,FALSE
-0.443108830358225,-0.234718788788272,0.00155175610225605,0.00704233571508179,NA,NA,NA,7,-311.678338085097,637.384046649178,402.256273235431,3.20072594267153e-88,1,FALSE
-1.8794677741988,NA,NA,0.0200295488177546,-0.000166766683886036,-0.031094286715278,NA,7,-328.547123470315,671.121617419612,435.993844005865,1.51087341918159e-95,1,FALSE
-1.58386276309792,NA,NA,0.00657450695494749,NA,-0.035178985226908,NA,6,-346.837637413591,705.695797671063,470.568024257315,4.69396914973477e-103,1,FALSE
-2.18575497369449,NA,NA,0.0227109140624771,-0.000195909307979955,NA,NA,6,-352.645138338768,717.310799521417,482.183026107669,1.41050498539573e-105,1,FALSE
-1.87872607051895,NA,NA,0.0069566693158193,NA,NA,NA,5,-378.043491766755,766.101639127062,530.973865713315,3.58573690795413e-116,1,FALSE
0.0451032783251936,-0.206068833278604,NA,NA,NA,-0.0415552638705205,NA,6,-385.272525924154,782.565574692188,547.437801278441,9.53850338686825e-120,1,FALSE
0.111914205728958,-0.231125048567721,0.0021302832801822,NA,NA,-0.0416039699302593,NA,7,-385.178401876252,784.384174231487,549.25640081774,3.84216813525072e-120,1,FALSE
-0.263741164908972,-0.209277139574533,NA,NA,NA,NA,NA,5,-424.955783929681,859.926223452914,624.798450039166,1.51645246584348e-136,1,FALSE
-0.235832342940962,-0.219869757040717,0.000904395128982824,NA,NA,NA,NA,6,-424.938494526688,861.897511897257,626.769738483509,5.65938129176754e-137,1,FALSE
-1.27362924457453,NA,NA,NA,NA,-0.0421451616414857,NA,5,-449.891860846252,909.798377286055,674.670603872308,2.24506126279646e-147,1,FALSE
-1.60880083606701,NA,NA,NA,NA,NA,NA,4,-492.016085874577,992.041939758921,756.914166345174,3.10645823746013e-165,1,FALSE
