"(Intercept)","dbh","I(dbh^2)","pet","I(pet^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
45.971913898613,0.0390103407595601,NA,-20.2798925515774,1.71761523893618,1.75481868081376,-0.12009384150413,9,-283.397539589337,585.159451648309,0,0.681370799152095,0.681370799152095,TRUE
46.4218328309154,0.00169876822111303,0.000714811960615122,-20.2749627098418,1.71721921893092,1.75552062480234,-0.120134548024004,10,-283.350467791469,587.14718304744,1.98773139913123,0.252204672557223,0.933575471709318,TRUE
47.3498848085196,NA,NA,-20.3489460732905,1.72332027780913,1.73727056189779,-0.118771649298681,8,-286.762341741981,589.815592574872,4.65614092656267,0.0664225220740307,0.999997993783348,TRUE
-12.9531252396157,0.0371976974195684,NA,NA,NA,1.42197236045641,-0.0867712066874177,7,-299.143643344596,612.513093140804,27.3536414924955,7.82736772908285e-07,0.999998776520121,FALSE
-12.2606416996622,0.0369448339227856,NA,-0.122805947565721,NA,1.45175938045246,-0.090991366858449,8,-298.395640750403,613.082190591714,27.9227389434053,5.88894903932043e-07,0.999999365415025,FALSE
-12.4226326977399,-0.0047370862127308,0.000795577388256833,NA,NA,1.42256871769809,-0.086803713072546,8,-299.079034387864,614.448977866637,29.2895262183282,2.97333409154147e-07,0.999999662748434,FALSE
-11.7435668134562,-0.00396533272961414,0.000775163805194343,-0.122477323374732,NA,1.45211645457489,-0.0910007447013506,9,-298.335396958034,615.035166385704,29.8757147373954,2.21796398987516e-07,0.999999884544833,FALSE
-11.824193771184,NA,NA,NA,NA,1.40018997577203,-0.0850956295869079,6,-302.691861092957,617.552736270421,32.3932846221123,6.29899315543916e-08,0.999999947534765,FALSE
-11.134065281559,NA,NA,-0.124925335988527,NA,1.4323432022679,-0.0895294602101714,7,-301.913900178483,618.053606808578,32.8941551602692,4.90352598420488e-08,0.999999996570025,FALSE
29.7803926630604,0.0290275750905289,NA,-13.4805138066409,1.14854292167281,0.389464863037251,NA,8,-303.975877079406,624.24266324972,39.0832116014116,2.22111963174687e-09,0.999999998791144,TRUE
30.2529511527592,-0.00953998361618231,0.000718472663625043,-13.4708768284739,1.14773025584006,0.389641367211401,NA,9,-303.915150331762,626.194673133159,41.0352214848504,8.36947834885997e-10,0.999999999628092,TRUE
31.1037093345188,NA,NA,-13.645194363716,1.16246648237167,0.387034154870131,NA,7,-306.948066469613,628.12193939084,42.9624877425307,3.19299206883655e-10,0.999999999947391,TRUE
-9.87677453271361,0.029786516064099,NA,NA,NA,0.413629779134374,NA,6,-310.49907782424,633.167169732988,48.0077180846788,2.5623590849858e-11,0.999999999973015,FALSE
-9.3322803419294,-0.0121155070934011,0.000780631025732626,NA,NA,0.413798181470423,NA,7,-310.426406355643,635.078619162898,49.9191675145893,9.85312565045325e-12,0.999999999982868,FALSE
-9.72524416477376,0.0297449273974616,NA,-0.0224023291686956,NA,0.410115483943429,NA,7,-310.475124176553,635.176054804719,50.0166031564098,9.38460807948549e-12,0.999999999992253,FALSE
-9.18223313461148,-0.0121080929825369,0.000779538741933558,-0.0222483622242635,NA,0.410305177329872,NA,8,-310.402796479341,637.096502049591,51.9370504012817,3.59249621871238e-12,0.999999999995845,FALSE
-9.01924444992578,NA,NA,NA,NA,0.41141344899257,NA,5,-313.656987311644,637.434456551,52.275004902691,3.03396406184273e-12,0.999999999998879,FALSE
-8.85596785419048,NA,NA,-0.0243829452184805,NA,0.407622390927957,NA,6,-313.62845939411,639.425932872726,54.2664812244175,1.12089993365078e-12,1,FALSE
76.5400804540801,0.0228404373428711,NA,-27.6822326026806,2.27831312953065,NA,NA,7,-403.113382829612,820.452572110838,235.293120462529,5.4970741367788e-52,1,TRUE
76.8492168449061,-0.00172104559350628,0.000455787198416596,-27.6776483760426,2.27790054007603,NA,NA,8,-403.089556253981,822.470021598871,237.310569950562,2.00469360083404e-52,1,TRUE
77.4473616358445,NA,NA,-27.7790069246933,2.2870675653755,NA,NA,6,-405.35701723138,822.883048547267,237.723596898958,1.63064844926474e-52,1,TRUE
-0.951563956468316,0.0238530378459728,NA,-1.093416225966,NA,NA,NA,6,-419.776525836479,851.722065757464,266.562614109155,8.91348058457841e-59,1,FALSE
-0.570259626856166,-0.00512506082700977,0.000537744676382231,-1.09369163990161,NA,NA,NA,7,-419.744479542488,853.714765536588,268.55531388828,3.2910771540553e-59,1,FALSE
-0.316455927483707,NA,NA,-1.08752616461915,NA,NA,NA,5,-422.145779054903,854.412040037517,269.252588389208,2.32234549263164e-59,1,FALSE
-7.13842189890901,0.0191365720323146,NA,NA,NA,NA,NA,5,-470.541670393898,951.203822715507,366.044371067199,2.22770805085104e-80,1,FALSE
-6.60185762745112,NA,NA,NA,NA,NA,NA,4,-472.254543017192,952.589246355025,367.429794706717,1.11433905938084e-80,1,FALSE
-6.88553252726504,-0.000163347459123902,0.000358226709723567,NA,NA,NA,NA,6,-470.525903726776,953.220821538059,368.06136988975,8.12592005038122e-81,1,FALSE
