"(Intercept)","CO2","I(CO2^2)","pre","I(pre^2)","tmx","I(tmx^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-17.3326884331296,0.0980084558300541,-0.000139960929939458,-0.00465507986270015,4.99839046244509e-05,0.022742018760613,-0.00537991009684847,10,482.520645657392,-944.957417887412,0,0.718255014788975,0.718255014788975,TRUE
-16.9967354920413,0.0986610623903131,-0.000140966487790373,-0.00446868482959411,4.78472126163078e-05,-0.0755456379210356,NA,9,480.383937164302,-942.699276767628,2.25814111978389,0.232236005548486,0.950491020337461,TRUE
-2.01515440980381,0.00513821948268045,NA,-0.0046112004238867,4.95635073760504e-05,0.0242634121556154,-0.00547445683465129,9,478.098073885311,-938.127550209647,6.82986767776447,0.0236152063383673,0.974106226675828,TRUE
-1.15296474436132,NA,7.60228324066064e-06,-0.00461340360622441,4.9580978266252e-05,0.0243424221286789,-0.00547889449792336,9,477.613672775417,-937.158747989859,7.79866989755237,0.0145485267037088,0.988654753379537,TRUE
-1.5619532145913,0.00512562711793226,NA,-0.00442140160315361,4.73879234930293e-05,-0.0757520521695944,NA,8,475.87954488766,-935.704232632463,9.2531852549489,0.00703031879307182,0.995685072172609,TRUE
-0.701403835582183,NA,7.5826173595333e-06,-0.00442352346051412,4.74042716527847e-05,-0.0757539293994779,NA,8,475.391066430163,-934.727275717469,10.2301421699428,0.00431351706115052,0.999998589233759,TRUE
-17.0536869116008,0.0959918141943029,-0.000136545978496135,0.000854820283989682,NA,-0.00557171576662589,-0.00374260865524952,9,467.452778896658,-916.83696023234,28.1204576550713,5.62339865626759e-07,0.999999151573625,FALSE
-16.8267143905023,0.0965213893028361,-0.000137371396071774,0.000820186217164545,NA,-0.0739948428456595,NA,8,466.418493145862,-916.782129148867,28.1752887385444,5.47132426162024e-07,0.999999698706051,FALSE
-0.361901517745016,NA,NA,-0.00483861459243635,5.15702304229095e-05,0.0244181754474316,-0.00545532146240636,8,465.295103340567,-914.535349538277,30.4220683491346,1.77914138010558e-07,0.999999876620189,TRUE
0.0856691339315389,NA,NA,-0.00465033757253821,4.94092791305213e-05,-0.0752458920741993,NA,7,463.077296091265,-912.111941763641,32.8454761237705,5.2963191690323e-08,0.999999929583381,TRUE
-2.11252706767573,0.00539589337741481,NA,0.000852466818519008,NA,-0.00381526031369002,-0.00385070916203867,8,463.244812076206,-910.434767009556,34.5226508778558,2.28970893262843e-08,0.99999995248047,FALSE
-1.78639870768781,0.00537855020611641,NA,0.000816814236332551,NA,-0.0742151231102777,NA,7,462.146463815111,-910.250277211334,34.7071406760775,2.08794391018468e-08,0.999999973359909,FALSE
-1.20834321078621,NA,7.99536251608267e-06,0.000852187657949966,NA,-0.00373811670288038,-0.00385508919298892,8,462.747760200088,-909.440663257319,35.5167546300925,1.3928790021934e-08,0.999999987288699,FALSE
-0.884645113905175,NA,7.96857230055455e-06,0.000816492933397758,NA,-0.074217851092449,NA,7,461.646646645154,-909.25064287142,35.7067750159919,1.26663355478588e-08,0.999999999955035,FALSE
-16.6428970731359,0.0959888381706194,-0.000136606023851035,NA,NA,-0.0796083474944652,NA,7,455.536943222915,-897.031236026943,47.9261818604688,2.81345845508682e-11,0.999999999983169,FALSE
-16.7617451116179,0.0956907846399392,-0.000136142897350629,NA,NA,-0.0426859665343344,-0.00202659723880696,8,455.842979956744,-895.631102770631,49.326315116781,1.39702903705406e-11,0.99999999999714,FALSE
-1.68802803806065,0.00535784877789349,NA,NA,NA,-0.0798041825958496,NA,6,451.322476903556,-890.612978169503,54.344439717909,1.13640600791692e-12,0.999999999998276,FALSE
-0.789877652322239,NA,7.93884375803052e-06,NA,NA,-0.0798047381301527,NA,6,450.828629327004,-889.625283016398,55.3321348710132,6.93518808291843e-13,0.999999999998969,FALSE
-1.86683013080027,0.00536699968859751,NA,NA,NA,-0.0408288680275823,-0.00213926895474542,7,451.664615275376,-889.286580131863,55.6708377555484,5.85477010738988e-13,0.999999999999555,FALSE
-0.967614258360298,NA,7.9530531850043e-06,NA,NA,-0.0407404959896505,-0.00214415681126768,7,451.172419179145,-888.302187939403,56.6552299480087,3.57891841383821e-13,0.999999999999913,FALSE
-0.377227059045026,NA,NA,0.000845998874150514,NA,-0.00478601744610975,-0.00376559378574433,7,449.091656438698,-884.140662458508,60.8167554289035,4.46774134185604e-14,0.999999999999957,FALSE
-0.0637793389821848,NA,NA,0.000811079889631519,NA,-0.0736286299609093,NA,6,448.03406871474,-884.036161791871,60.921256095541,4.24029420561654e-14,1,FALSE
0.0272512447050757,NA,NA,NA,NA,-0.0791795116862635,NA,5,437.292319061412,-864.561807072596,80.395610814816,2.50376517100466e-18,1,FALSE
-0.142461206203861,NA,NA,NA,NA,-0.0415649057111659,-0.00206462693775762,6,437.613154902931,-863.194334168253,81.7630837191581,1.26371932128525e-18,1,FALSE
-19.3920326588111,0.108923008277456,-0.000156997285403806,-0.0020859381282644,3.52034892874278e-05,NA,NA,8,314.64236182822,-613.229866513582,331.727551373829,6.64593575027752e-73,1,TRUE
-2.21694094648723,0.00479476912456094,NA,-0.00203886002808114,3.47710233355099e-05,NA,NA,7,308.926470218658,-603.810290018429,341.147127868983,5.98578469606634e-75,1,TRUE
-1.40986472394374,NA,7.07398815248782e-06,-0.00204324876822735,3.48073853738277e-05,NA,NA,7,308.407751284166,-602.772852149444,342.184565737968,3.56323381085275e-75,1,TRUE
-19.2897262529394,0.107551681778231,-0.000154655292016966,0.00179028832825015,NA,NA,NA,7,308.041540306855,-602.040430194821,342.91698769259,2.47059133548574e-75,1,FALSE
-2.37101392340493,0.00498106798156917,NA,0.00178979038537426,NA,NA,NA,6,302.477028132159,-592.922080626708,352.035337260703,2.58688107263587e-77,1,FALSE
-1.53364065607623,NA,7.35811724795668e-06,0.00178941338303489,NA,NA,NA,6,301.943997062343,-591.856018487076,353.101399400336,1.51804278119414e-77,1,FALSE
-0.670375900042076,NA,NA,-0.00231662865571739,3.71537741677464e-05,NA,NA,6,297.312947553693,-582.593919469776,362.363498417636,1.47926085173583e-79,1,TRUE
-0.77108246291317,NA,NA,0.0017739353053684,NA,NA,NA,5,289.878821060671,-569.734811071113,375.222606816298,2.38629897139322e-82,1,FALSE
-19.2865925726353,0.108204154262555,-0.000155824689459941,NA,NA,NA,NA,6,259.297207030537,-506.562438423464,438.394979463947,4.57107586511748e-96,1,FALSE
-2.24384545418304,0.00487069478853229,NA,NA,NA,NA,NA,5,253.667684773749,-497.31253849727,447.644879390142,4.48154932965606e-98,1,FALSE
-1.4247767410448,NA,7.19253350297638e-06,NA,NA,NA,NA,5,253.144920747063,-496.267010443898,448.690407443513,2.65701893302495e-98,1,FALSE
-0.680365959490832,NA,NA,NA,NA,NA,NA,4,241.549109254861,-475.083003599109,469.874414288302,6.67338238134107e-103,1,FALSE
