"(Intercept)","CO2","I(CO2^2)","pre","I(pre^2)","tmx","I(tmx^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
0.239688446418076,NA,NA,-0.000578512578342795,2.32205238313127e-05,-0.0655122054225485,NA,7,-273.892247963428,561.853717187672,0,0.153761130205901,0.153761130205901,TRUE
0.169456380089687,NA,NA,0.00198500925503438,NA,-0.0648607284072808,NA,6,-274.910693221876,561.87327032269,0.0195531350179863,0.152265198589637,0.306026328795538,FALSE
-0.254915403753993,NA,NA,-0.00075003482297333,2.53613634907944e-05,0.0439396145395393,-0.00596968522577681,8,-273.087246315307,562.263546433953,0.409829246281561,0.125271786945789,0.431298115741326,TRUE
-0.268444521528947,NA,NA,0.00204165972628135,NA,0.0308433721817007,-0.00521699621321883,7,-274.290509855769,562.650240972353,0.796523784681085,0.103248468965412,0.534546584706738,FALSE
0.195137479799979,NA,4.35867520652161e-07,-0.000577716304948736,2.32139471913498e-05,-0.0655133749465602,NA,8,-273.880770152808,563.850594108955,1.99687692128305,0.0566539570009952,0.591200541707733,TRUE
0.149768243886765,0.000281764377466296,NA,-0.000577357731531391,2.32108065033924e-05,-0.0655134521716085,NA,8,-273.881237890676,563.851529584691,1.99781239701974,0.0566274639962879,0.647828005704021,TRUE
0.123676487216067,NA,4.48102093652896e-07,0.00198508404254992,NA,-0.0648620791580781,NA,7,-274.898514948706,563.866251158227,2.01253397055552,0.0562121716229922,0.704040177327013,FALSE
0.0758317055411211,0.000293471585956939,NA,0.00198509726578099,NA,-0.0648622715511308,NA,7,-274.898702026644,563.866625314104,2.01290812643219,0.0562016565494154,0.760241833876429,FALSE
-0.29417204056825,NA,3.90336123737581e-07,-0.000749100807513094,2.53527045289872e-05,0.0437968684575084,-0.00596196031672509,9,-273.078057433843,564.2675010063,2.41378381862864,0.0459938819398146,0.806235715816243,TRUE
-0.335051908785475,0.000252992418305344,NA,-0.000748793126518727,2.53500610497246e-05,0.0438053927650723,-0.00596242831663866,9,-273.078385108064,564.268156354741,2.41443916706953,0.0459788133993257,0.852214529215569,TRUE
-0.309616376929489,NA,4.09451411073595e-07,0.00204164228570716,NA,0.0306981417829774,-0.00520915047161417,8,-274.280354148547,564.649762100434,2.79604491276245,0.0379920846470883,0.890206613862657,FALSE
-0.353761916946174,0.000269376192293091,NA,0.00204165980313604,NA,0.0307065017409924,-0.00520961597926331,8,-274.280418924298,564.649891651936,2.7961744642646,0.0379896237609743,0.928196237623632,FALSE
1.31229283942034,-0.00679801665848568,1.07312659449827e-05,-0.000586743370250998,2.32928147200869e-05,-0.0655111606831301,NA,9,-273.875300062719,565.861986264052,4.00826907637997,0.0207234468528823,0.948919684476514,TRUE
0.537704695266162,-0.00251998481031657,4.26460681168962e-06,0.00198496535708865,NA,-0.0648603521471572,NA,8,-274.897759102569,565.884572008478,4.0308548208061,0.0204907360754033,0.969410420551917,FALSE
0.577789323426599,-0.00530254468361697,8.42087756281378e-06,-0.00075593219930324,2.54116453385822e-05,0.0436734985670292,-0.00595513775926528,10,-273.074734440478,566.285691791172,4.43197460350029,0.0167670054483329,0.98617742600025,TRUE
-0.165774333072308,-0.000874773157639458,1.73429550511825e-06,0.00204158560358241,NA,0.030672695829247,-0.0052077307839341,9,-274.280263187323,566.671912513259,4.81819532558779,0.0138225681952099,0.99999999419546,FALSE
0.385234330282709,NA,NA,NA,NA,-0.0776381924124285,NA,5,-293.942253205226,597.92154344749,36.0678262598179,2.26369339221942e-09,0.999999996459154,FALSE
0.338916760452541,NA,4.53457928550028e-07,NA,NA,-0.0776393892872805,NA,6,-293.929622500898,599.911128880733,38.0574116930618,8.3711402020228e-10,0.999999997296268,FALSE
0.291703657227027,0.000293208001686438,NA,NA,NA,-0.0776396353006505,NA,6,-293.930126187121,599.91213625318,38.0584190655079,8.36692483573186e-10,0.99999999813296,FALSE
0.338513174171892,NA,NA,NA,NA,-0.0673209022755721,-0.000564562320832441,6,-293.935011718596,599.92190731613,38.0681901284586,8.32614765131129e-10,0.999999998965575,FALSE
