"(Intercept)","CO2","I(CO2^2)","pre","I(pre^2)","tmx","I(tmx^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-9.61865141234327,0.0586747501309596,-9.84040558012548e-05,-0.00151875414027337,3.31666062561791e-05,0.204259933012708,-0.0141129029199567,10,-195.373930534744,410.886400112308,0,0.281921034399738,0.281921034399738,TRUE
0.00767222038670009,NA,-9.26347208234805e-06,-0.00172859968573849,3.50301301322223e-05,0.202149911642668,-0.0139751778644524,9,-196.541093568739,411.19546592917,0.309065816862073,0.241554254321065,0.523475288720804,TRUE
0.991550430569563,-0.00604582056495648,NA,-0.00174830732183128,3.52059182315186e-05,0.201920926004032,-0.0139598164282366,9,-196.793198369729,411.699675531151,0.813275418842693,0.187727098112463,0.711202386833267,TRUE
-10.5263708698731,0.0641535643155161,-0.00010666982620634,0.00213092609344756,NA,0.184284960120995,-0.0129739680793311,9,-197.331801061151,412.776880913994,1.8904808016859,0.109550607454432,0.820752994287699,FALSE
-0.00185444162633264,NA,-9.20070767642833e-06,0.00212574639370373,NA,0.180721611446295,-0.0127512111939671,8,-198.738586077311,413.567738192358,2.68133808004984,0.0737704298549863,0.894523424142685,FALSE
0.973679530638957,-0.00599965483655575,NA,0.00212540622190777,NA,0.180387378810718,-0.0127297834195546,8,-199.012859177071,414.116284391878,3.22988427956932,0.0560747079439484,0.950598132086634,FALSE
-8.11850055376052,0.0565975727139143,-9.52192648542445e-05,-0.00103247256025977,2.73662422606397e-05,-0.0540020073873993,NA,9,-199.592901733491,417.299082258674,6.41268214636597,0.0114190834042656,0.962017215490899,TRUE
1.15593726340018,NA,-9.23270052714053e-06,-0.00124127734667766,2.92350317153245e-05,-0.0536012420924374,NA,8,-200.682382780261,417.455331598258,6.56893148594952,0.010560929221757,0.972578144712656,TRUE
2.13572634534734,-0.006027111371671,NA,-0.00126166776038049,2.94185334320938e-05,-0.0535487705857776,NA,8,-200.926043785711,417.942653609159,7.05625349685067,0.00827716288913512,0.980855307601791,TRUE
-8.98007558264823,0.0613266799947694,-0.000102357562782926,0.00198919183536668,NA,-0.0532756860948081,NA,8,-200.936715191515,417.963996420766,7.07759630845737,0.00818930355015019,0.989044611151941,FALSE
1.06269666246449,NA,-9.1818046063888e-06,0.00198657765076275,NA,-0.0527782669020854,NA,7,-202.226064124272,418.522524225917,7.63612411360839,0.00619390011333219,0.995238511265274,FALSE
2.03507749256566,-0.00598934220905938,NA,0.00198646885065753,NA,-0.0527198156646492,NA,7,-202.489200657393,419.048797292159,8.16239717985093,0.00476086046536322,0.999999371730637,FALSE
-0.933433728595273,NA,NA,-0.00158893472856291,3.38557582349465e-05,0.200262070635634,-0.0138151130377532,8,-210.76999861159,437.630563260917,26.7441631486084,4.39244407706214e-07,0.999999810975045,TRUE
