"(Intercept)","CO2","I(CO2^2)","pre","I(pre^2)","tmx","I(tmx^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
48.8367425716259,-0.289146438059037,0.00042037297475502,0.00644437010333761,-3.95725814594377e-05,NA,NA,8,-766.060335809234,1548.17752120394,0,0.574844622177579,0.574844622177579,FALSE
48.8351546474293,-0.289150622431693,0.000420378961334941,0.00645212062978878,-3.96146792929157e-05,0.000228225881142985,NA,9,-766.059836182931,1550.19076241325,2.01324120931508,0.210078060291752,0.78492268246933,FALSE
49.0638324502657,-0.289098757248122,0.000420289493816464,0.00654742934887107,-4.07153259448634e-05,-0.052246202629295,0.00286802836228588,10,-765.875325290634,1551.83757274642,3.66005154248137,0.092210500350257,0.877133182819587,TRUE
49.2314770794945,-0.290740579114302,0.000422541239010916,0.00209281517266189,NA,NA,NA,7,-769.024320533897,1552.09283996282,3.91531875888109,0.0811614517691967,0.958294634588784,FALSE
49.237328364967,-0.290708177519882,0.000422495264422729,0.00207647771604555,NA,-0.00119380761318524,NA,8,-769.010601219053,1554.07805202358,5.90053081963742,0.0300792141125282,0.988373848701312,FALSE
49.3699861331537,-0.29070617380075,0.000422482581893698,0.0020620054543888,NA,-0.0301415555197276,0.00158094141675573,9,-768.954058390108,1555.97920682761,7.80168562366975,0.0116261511490603,0.999999999850373,TRUE
49.3769445696568,-0.290056077816184,0.000421386353186661,NA,NA,-0.0154489887790891,NA,7,-789.818268427145,1593.68073574932,45.5032145453781,7.56228394160846e-11,0.999999999925996,FALSE
49.8483843994463,-0.290073813245651,0.000421382211152096,NA,NA,-0.118424770366481,0.00564320745331699,8,-789.099421144771,1594.25569187501,46.0781706710732,5.67287015815813e-11,0.999999999982724,TRUE
49.3162039265161,-0.29049074149207,0.00042198952177612,NA,NA,NA,NA,6,-792.300253915138,1596.63364392495,48.4561227210099,1.72757581951151e-11,1,FALSE
3.0517033169105,-0.0110318818195917,NA,0.00672503628329385,-4.21640665484667e-05,NA,NA,7,-806.495973420547,1627.03614573612,78.8586245321815,4.32133296251811e-18,1,FALSE
3.05950034424229,-0.0110302966083687,NA,0.00669780306280262,-4.20180977713432e-05,-0.000820993813929425,NA,8,-806.489442291929,1629.03573416933,80.8582129653896,1.5900567289757e-18,1,FALSE
3.26673681471832,-0.0110380874195241,NA,0.00678163872617083,-4.29841525541821e-05,-0.0463414466963142,0.00248798827206031,9,-806.347834332989,1630.76675871337,82.5892375094315,6.69152978336756e-19,1,TRUE
3.22460391575551,-0.011214136566498,NA,0.00208650507718956,NA,NA,NA,6,-809.889132638832,1631.81140137234,83.6338801683989,3.9690278302699e-19,1,FALSE
1.19336612350623,NA,-1.62693115740784e-05,0.00676114067547497,-4.2478394767791e-05,NA,NA,7,-809.279060215632,1632.60231932629,84.4247981223518,2.67262786826716e-19,1,FALSE
3.24461368504069,-0.0112081503811622,NA,0.00205551138704247,NA,-0.00227633441036551,NA,7,-809.838751044143,1633.72170098331,85.5441797793749,1.52710132586111e-19,1,FALSE
1.20211494972796,NA,-1.62665842958708e-05,0.00673158841271126,-4.23201951575403e-05,-0.000892799078833271,NA,8,-809.27132981657,1634.59950921861,86.421988014672,9.84587273347073e-20,1,FALSE
