"(Intercept)","pre","I(pre^2)","tmn","I(tmn^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-1.75299710676538,0.0142351853452037,-0.000140956500041137,0.143295958568184,-0.00929551039514352,8,1533.78080872499,-3051.55467233567,0,1,1,FALSE
-1.31796316065691,0.0142381424241446,-0.000140749630411314,0.0144789233199904,NA,7,1432.55995347913,-2851.11450546319,200.440166872474,2.98518181787584e-44,1,FALSE
-1.40718762840302,0.00119802750634815,NA,0.135315764163912,-0.00927365365244239,7,1368.89718971755,-2723.78897794004,327.765694395624,6.70785681120746e-72,1,FALSE
-1.12605252018919,0.010277452184134,-9.87696325756547e-05,NA,NA,6,1340.66253388989,-2669.32101685385,382.233655481818,9.97737540824412e-84,1,FALSE
-1.35050473639205,NA,NA,0.136036172320717,-0.00936189060226303,6,1319.64762740629,-2627.29120388665,424.263468449019,7.45346797393262e-93,1,FALSE
-0.97379082375858,0.00122007160476051,NA,0.00681274530709911,NA,6,1269.97316005648,-2527.94226918704,523.612403148626,1.99072526479224e-114,1,FALSE
-0.923916263582549,0.00117655880103254,NA,NA,NA,5,1246.15726960538,-2482.31164583177,569.243026503899,2.45723879704844e-124,1,FALSE
-0.911956890972419,NA,NA,0.00630065589699763,NA,5,1219.44631370269,-2428.8897340264,622.664938309272,6.16632781232757e-136,1,FALSE
-0.867713338744055,NA,NA,NA,NA,4,1199.1470124458,-2390.29209606529,661.26257627038,2.56245364860777e-144,1,FALSE
