"with_CO2","what","site","sp","parameter","Value","Std.Error","DF","t.value","p.value"
FALSE,"log_agb_inc_dbh","SCBI","CATO","tmp",1.44129495896908,0.993855514170912,301,1.45020572751103,0.148042360598855
FALSE,"log_agb_inc_dbh","SCBI","CATO","I(tmp^2)",-0.0421229604288635,0.0278942092557867,301,-1.51009695390899,0.132067705214217
FALSE,"log_agb_inc_dbh","SCBI","FAGR","(Intercept)",-20.0261717275544,2.95983364875449,2711,-6.76597880289032,1.6163035934384e-11
FALSE,"log_agb_inc_dbh","SCBI","FAGR","dbh",0.323678157898218,0.0111994103832216,2711,28.9013570199319,2.43845146854069e-160
FALSE,"log_agb_inc_dbh","SCBI","FAGR","I(dbh^2)",-0.00531059838634379,0.000335666092481435,2711,-15.8210748875015,5.38900568124934e-54
FALSE,"log_agb_inc_dbh","SCBI","FAGR","tmp",1.20504835388242,0.333927234042414,2711,3.60871540573224,0.000313283945617501
FALSE,"log_agb_inc_dbh","SCBI","FAGR","I(tmp^2)",-0.0348466902248755,0.00940577609392701,2711,-3.70481817522478,0.000215768930704745
FALSE,"log_agb_inc_dbh","SCBI","FRAM","(Intercept)",-25.1862055540571,2.90001120825903,1744,-8.68486490063505,8.55639470102999e-18
FALSE,"log_agb_inc_dbh","SCBI","FRAM","dbh",0.138970519655399,0.010206482141306,1744,13.6159077859922,3.38183086961749e-40
FALSE,"log_agb_inc_dbh","SCBI","FRAM","I(dbh^2)",-0.000902890270853514,0.00012862195332929,1744,-7.01972134214129,3.17202646524688e-12
FALSE,"log_agb_inc_dbh","SCBI","FRAM","tmp",1.88804102982431,0.326128030895769,1744,5.7892632676758,8.36613753006077e-09
FALSE,"log_agb_inc_dbh","SCBI","FRAM","I(tmp^2)",-0.0541611745502705,0.00916895786719024,1744,-5.90701531567489,4.17908985907549e-09
FALSE,"log_agb_inc_dbh","SCBI","FRNI","(Intercept)",-58.9246988759392,9.74360663974915,229,-6.04752439774767,5.93170907099843e-09
FALSE,"log_agb_inc_dbh","SCBI","FRNI","dbh",0.295824863386545,0.0761557802066843,229,3.88447026061168,0.000134254375170574
FALSE,"log_agb_inc_dbh","SCBI","FRNI","I(dbh^2)",-0.00498681155195668,0.00240980853345227,229,-2.06938081707787,0.0396324691883721
FALSE,"log_agb_inc_dbh","SCBI","FRNI","tmp",5.56946409424348,1.09546874340886,229,5.08409220048809,7.67588546182712e-07
FALSE,"log_agb_inc_dbh","SCBI","FRNI","I(tmp^2)",-0.15848190403006,0.0307800143217358,229,-5.14885738432375,5.64159189160604e-07
FALSE,"log_agb_inc_dbh","SCBI","JUNI","(Intercept)",-42.3802981120482,7.11794969354481,992,-5.95400360169481,3.62768229607702e-09
FALSE,"log_agb_inc_dbh","SCBI","JUNI","dbh",0.0475640763568188,0.00800082515476609,992,5.94489636215646,3.82788391120601e-09
FALSE,"log_agb_inc_dbh","SCBI","JUNI","pre",0.00320818430064337,0.00108764987381313,992,2.94964802358316,0.00325605407447223
FALSE,"log_agb_inc_dbh","SCBI","JUNI","I(pre^2)",-1.27639276348637e-05,4.80289278384371e-06,992,-2.65754998275202,0.0079976279304048
FALSE,"log_agb_inc_dbh","SCBI","JUNI","tmp",4.02813040329832,0.809865081415601,992,4.97382896945917,7.73299909032301e-07
FALSE,"log_agb_inc_dbh","SCBI","JUNI","I(tmp^2)",-0.115444815583655,0.0229064455372836,992,-5.0398397863934,5.53540695048646e-07
FALSE,"log_agb_inc_dbh","SCBI","LITU","(Intercept)",-33.0727304974399,3.93453623442535,3346,-8.4057506468155,6.20561666381069e-17
FALSE,"log_agb_inc_dbh","SCBI","LITU","dbh",0.17254004113738,0.0108905194982116,3346,15.8431414741707,1.44066986808981e-54
FALSE,"log_agb_inc_dbh","SCBI","LITU","I(dbh^2)",-0.00129761229436274,0.000143121307450248,3346,-9.06652068430702,2.04385325045321e-19
FALSE,"log_agb_inc_dbh","SCBI","LITU","pre",0.00375752051994235,0.000608161903531584,3346,6.17848717277834,7.25095902094759e-10
FALSE,"log_agb_inc_dbh","SCBI","LITU","I(pre^2)",-1.59898241988831e-05,2.6640759400262e-06,3346,-6.00201516730257,2.15716935357455e-09
FALSE,"log_agb_inc_dbh","SCBI","LITU","tmp",2.66467501341056,0.447468148352413,3346,5.95500489414041,2.86987774991412e-09
FALSE,"log_agb_inc_dbh","SCBI","LITU","I(tmp^2)",-0.0756668236929639,0.0126581415862402,3346,-5.97771980803374,2.50075411645342e-09
FALSE,"log_agb_inc_dbh","SCBI","PIST","(Intercept)",-9.326398930541,0.323678161074075,1309,-28.8138035003437,8.53438955315105e-142
FALSE,"log_agb_inc_dbh","SCBI","PIST","dbh",0.0905653427558633,0.00888026728337247,1309,10.1984928905731,1.48916083398661e-23
FALSE,"log_agb_inc_dbh","SCBI","PIST","pre",0.000777809557400209,0.000201342117086543,1309,3.86312396360611,0.000117422538194199
FALSE,"log_agb_inc_dbh","SCBI","PIST","tmp",0.0512735931356469,0.0132052495992657,1309,3.88281893123006,0.00010840336520674
FALSE,"log_agb_inc_dbh","SCBI","QUAL","(Intercept)",-39.6632093991069,3.3093083246161,2369,-11.9853472413176,3.54256063334959e-32
FALSE,"log_agb_inc_dbh","SCBI","QUAL","dbh",0.153046552351933,0.0134277740115345,2369,11.3977605089619,2.45650260630065e-29
FALSE,"log_agb_inc_dbh","SCBI","QUAL","I(dbh^2)",-0.00121358964969779,0.000170115765415955,2369,-7.13390464858098,1.29087313716719e-12
FALSE,"log_agb_inc_dbh","SCBI","QUAL","pre",0.00159953615909008,0.000500142665080328,2369,3.1981597867344,0.00140132111636502
FALSE,"log_agb_inc_dbh","SCBI","QUAL","I(pre^2)",-6.13247496186674e-06,2.20361371324714e-06,2369,-2.78291740743898,0.00542997315669301
FALSE,"log_agb_inc_dbh","SCBI","QUAL","tmp",3.50375864873109,0.375627705865313,2369,9.32774285288586,2.40157272208147e-20
FALSE,"log_agb_inc_dbh","SCBI","QUAL","I(tmp^2)",-0.10008722711025,0.0106251867033198,2369,-9.41980879065192,1.03533479769935e-20
FALSE,"log_agb_inc_dbh","SCBI","QUMO","(Intercept)",-42.6002270880595,3.0521759191692,2397,-13.9573301854944,1.26240711822603e-42
FALSE,"log_agb_inc_dbh","SCBI","QUMO","dbh",0.164879712746672,0.0110943286550385,2397,14.8616214530287,7.39322327191258e-48
FALSE,"log_agb_inc_dbh","SCBI","QUMO","I(dbh^2)",-0.001309601131363,0.000157980248319673,2397,-8.28965105000355,1.86765556112709e-16
FALSE,"log_agb_inc_dbh","SCBI","QUMO","pre",0.000425583598208392,0.000139573694183403,2397,3.0491676866356,0.00231985338296313
FALSE,"log_agb_inc_dbh","SCBI","QUMO","tmp",3.8040033376586,0.34583347811462,2397,10.9995231184583,1.72471984724292e-27
FALSE,"log_agb_inc_dbh","SCBI","QUMO","I(tmp^2)",-0.108264185836024,0.00977415570581762,2397,-11.0765767493948,7.62731472625774e-28
FALSE,"log_agb_inc_dbh","SCBI","QURU","(Intercept)",-31.9966730136888,2.37180084185076,2515,-13.4904552056408,4.26542907965206e-40
FALSE,"log_agb_inc_dbh","SCBI","QURU","dbh",0.133018540723849,0.00820666633134664,2515,16.2085962013301,2.82256020092248e-56
FALSE,"log_agb_inc_dbh","SCBI","QURU","I(dbh^2)",-0.000979250462643256,9.17047287486197e-05,2515,-10.6782984477013,4.61045878359079e-26
FALSE,"log_agb_inc_dbh","SCBI","QURU","pre",0.00224085752444214,0.000367448892310632,2515,6.09841959340506,1.23640503628948e-09
FALSE,"log_agb_inc_dbh","SCBI","QURU","I(pre^2)",-8.88820342768762e-06,1.62893545867925e-06,2515,-5.45644910627352,5.33215309704223e-08
FALSE,"log_agb_inc_dbh","SCBI","QURU","tmp",2.74043331124647,0.269335768953693,2515,10.1747841435708,7.39553233151115e-24
FALSE,"log_agb_inc_dbh","SCBI","QURU","I(tmp^2)",-0.0785757184681077,0.00761658087370355,2515,-10.3164030909712,1.81307777666394e-24
FALSE,"log_agb_inc_dbh","SCBI","QUVE","(Intercept)",-33.463682785087,2.39144683619023,2880,-13.9930699184588,4.28935144159433e-43
FALSE,"log_agb_inc_dbh","SCBI","QUVE","dbh",0.132374938120232,0.00960796594353497,2880,13.7776235779963,7.18337570016108e-42
FALSE,"log_agb_inc_dbh","SCBI","QUVE","I(dbh^2)",-0.000953232224809106,0.000105169497452477,2880,-9.0637708451525,2.27088168405274e-19
FALSE,"log_agb_inc_dbh","SCBI","QUVE","pre",0.00192855812977112,0.000361557480172061,2880,5.334029125475,1.03503049237691e-07
FALSE,"log_agb_inc_dbh","SCBI","QUVE","I(pre^2)",-7.33112245186546e-06,1.5932290854483e-06,2880,-4.60142393760195,4.37753728970591e-06
FALSE,"log_agb_inc_dbh","SCBI","QUVE","tmp",2.87455786612699,0.271352779153739,2880,10.5934344033321,9.45615662253758e-26
FALSE,"log_agb_inc_dbh","SCBI","QUVE","I(tmp^2)",-0.0823129345575793,0.00767602892696058,2880,-10.7233747215922,2.46636304981225e-26
FALSE,"log_BAI_dbh","SCBI","CACO","(Intercept)",-24.316309526768,8.58282671240917,383,-2.8331353226101,0.00485316354141006
FALSE,"log_BAI_dbh","SCBI","CACO","dbh",0.217884262998507,0.0563617697935206,383,3.86581655964174,0.000130035133130445
FALSE,"log_BAI_dbh","SCBI","CACO","I(dbh^2)",-0.00337659534534257,0.00149533961973548,383,-2.25807923549828,0.024502924741757
FALSE,"log_BAI_dbh","SCBI","CACO","tmp",2.6406019717568,0.961948525448743,383,2.74505537655975,0.00633504866115486
FALSE,"log_BAI_dbh","SCBI","CACO","I(tmp^2)",-0.0757059987940174,0.0269563496345522,383,-2.80846627308093,0.00523273947993719
FALSE,"log_BAI_dbh","SCBI","CAGL","(Intercept)",-29.206833777512,5.30203142137125,1212,-5.50861197460772,4.41319323369361e-08
FALSE,"log_BAI_dbh","SCBI","CAGL","dbh",0.0602727350920155,0.00658763809684619,1212,9.14936950177498,2.35823635089701e-19
FALSE,"log_BAI_dbh","SCBI","CAGL","pre",0.000397646847881354,0.00024419661188399,1212,1.6283880632638,0.103702515604879
FALSE,"log_BAI_dbh","SCBI","CAGL","tmp",3.32936038847343,0.602086385827147,1212,5.52970548221174,3.92561616219169e-08
FALSE,"log_BAI_dbh","SCBI","CAGL","I(tmp^2)",-0.0944559576995635,0.0170281126367619,1212,-5.54705971909318,3.56406680998483e-08
FALSE,"log_BAI_dbh","SCBI","CAOVL","(Intercept)",-43.732200459397,5.55139456758731,834,-7.87769630260734,1.03832799538208e-14
FALSE,"log_BAI_dbh","SCBI","CAOVL","dbh",0.0565377147509783,0.00893165877908137,834,6.33003523190944,3.99934755035871e-10
FALSE,"log_BAI_dbh","SCBI","CAOVL","pre",-0.000415073492006521,0.000253068114258416,834,-1.640165112159,0.101347923601108
FALSE,"log_BAI_dbh","SCBI","CAOVL","tmp",5.01326454514155,0.630272299283558,834,7.95412482960179,5.86370034361725e-15
FALSE,"log_BAI_dbh","SCBI","CAOVL","I(tmp^2)",-0.142383313932729,0.0178138721171122,834,-7.99283350619511,4.38254885523028e-15
FALSE,"log_BAI_dbh","SCBI","CATO","(Intercept)",-12.1632299739359,8.86637704708088,301,-1.37183766372089,0.171135586397083
FALSE,"log_BAI_dbh","SCBI","CATO","dbh",0.0643816832970997,0.021090580419159,301,3.05262738234621,0.00247091542988083
FALSE,"log_BAI_dbh","SCBI","CATO","tmp",1.43831531007281,0.996547135452963,301,1.44329882541788,0.149976209931531
FALSE,"log_BAI_dbh","SCBI","CATO","I(tmp^2)",-0.0420519918076678,0.0279700452839529,301,-1.50346527439461,0.133767566177229
FALSE,"log_BAI_dbh","SCBI","FAGR","(Intercept)",-11.1207023613683,2.98867409376507,2711,-3.72094849169675,0.000202507128157057
FALSE,"log_BAI_dbh","SCBI","FAGR","dbh",0.245845214058248,0.0106242728318876,2711,23.1399567714762,2.93113612578754e-108
FALSE,"log_BAI_dbh","SCBI","FAGR","I(dbh^2)",-0.00414341787505141,0.000321986183071474,2711,-12.8683095514433,7.94244871591011e-37
FALSE,"log_BAI_dbh","SCBI","FAGR","tmp",1.21215740409925,0.33718967066586,2711,3.59488296810979,0.000330324356979106
FALSE,"log_BAI_dbh","SCBI","FAGR","I(tmp^2)",-0.0350621397944601,0.00949795553172766,2711,-3.69154600454129,0.000227288336465369
FALSE,"log_BAI_dbh","SCBI","FRAM","(Intercept)",-16.5341241428029,2.91249327020253,1744,-5.67696561292074,1.6027103544252e-08
FALSE,"log_BAI_dbh","SCBI","FRAM","dbh",0.101398778100631,0.00982401575823534,1744,10.3215203024923,2.77051481478259e-24
FALSE,"log_BAI_dbh","SCBI","FRAM","I(dbh^2)",-0.000673305438233278,0.000123820117426846,1744,-5.43777095536252,6.15784805489186e-08
FALSE,"log_BAI_dbh","SCBI","FRAM","tmp",1.8919265829599,0.327563010086753,1744,5.77576382161964,9.05170267245607e-09
FALSE,"log_BAI_dbh","SCBI","FRAM","I(tmp^2)",-0.0542829776873226,0.00920939381735263,1744,-5.89430518054738,4.50697722937976e-09
FALSE,"log_BAI_dbh","SCBI","FRNI","(Intercept)",-49.4669035514664,9.79151092401564,230,-5.05201944167155,8.9050045747874e-07
FALSE,"log_BAI_dbh","SCBI","FRNI","dbh",0.102752692074675,0.0138740764279406,230,7.40609240610378,2.44679082457111e-12
FALSE,"log_BAI_dbh","SCBI","FRNI","tmp",5.59271865103037,1.10171203855897,230,5.07638879788008,7.93726704235359e-07
FALSE,"log_BAI_dbh","SCBI","FRNI","I(tmp^2)",-0.159127842726896,0.0309556838993428,230,-5.14050483408232,5.85298369824233e-07
FALSE,"log_BAI_dbh","SCBI","JUNI","(Intercept)",-34.0621108485735,7.13513273480259,992,-4.77385805066119,2.07907523215325e-06
FALSE,"log_BAI_dbh","SCBI","JUNI","dbh",0.0314643181912079,0.00797330918051473,992,3.94620570692289,8.49954102001712e-05
FALSE,"log_BAI_dbh","SCBI","JUNI","pre",0.00320461315878682,0.00109045881851594,992,2.93877504071923,0.00337144392466843
FALSE,"log_BAI_dbh","SCBI","JUNI","I(pre^2)",-1.27149853546161e-05,4.81424622571769e-06,992,-2.6411165442043,0.00839324468506643
FALSE,"log_BAI_dbh","SCBI","JUNI","tmp",4.02927800287345,0.811830697205724,992,4.96319986019499,8.15773847681554e-07
FALSE,"log_BAI_dbh","SCBI","JUNI","I(tmp^2)",-0.115476177817924,0.0229620416331273,992,-5.02900306788606,5.8492769334126e-07
FALSE,"log_BAI_dbh","SCBI","LITU","(Intercept)",-24.0819342580293,3.94667655609186,3346,-6.10182616076249,1.16856031502061e-09
FALSE,"log_BAI_dbh","SCBI","LITU","dbh",0.131976348504966,0.0107348295016807,3346,12.2942193431487,5.21627174723538e-34
FALSE,"log_BAI_dbh","SCBI","LITU","I(dbh^2)",-0.000989360444625021,0.000140039259316083,3346,-7.06487915929297,1.9471407700435e-12
FALSE,"log_BAI_dbh","SCBI","LITU","pre",0.00376842592480003,0.000610172416132553,3346,6.17600177452365,7.36465791018252e-10
FALSE,"log_BAI_dbh","SCBI","LITU","I(pre^2)",-1.59895477009553e-05,2.67109680753553e-06,3346,-5.9861356038638,2.37609831250185e-09
FALSE,"log_BAI_dbh","SCBI","LITU","tmp",2.64111697899272,0.448867116262126,3346,5.8839618303658,4.40052161595279e-09
FALSE,"log_BAI_dbh","SCBI","LITU","I(tmp^2)",-0.0750197074465169,0.0126977634185792,3346,-5.90810404742217,3.80759669731667e-09
FALSE,"log_BAI_dbh","SCBI","PIST","(Intercept)",-0.585392677061582,0.324083131717739,1309,-1.80630406142654,0.0711004510886806
FALSE,"log_BAI_dbh","SCBI","PIST","dbh",0.0686961227100797,0.00886894952310675,1309,7.74568876856295,1.89415071287557e-14
FALSE,"log_BAI_dbh","SCBI","PIST","pre",0.000784138442392772,0.000201926181486261,1309,3.88329258059151,0.000108194739283031
FALSE,"log_BAI_dbh","SCBI","PIST","tmp",0.0512499093459759,0.0132444396496662,1309,3.86954153604132,0.000114408594306074
FALSE,"log_BAI_dbh","SCBI","QUAL","(Intercept)",-31.2601173146924,3.31321353853365,2369,-9.43498417808815,9.00609447447223e-21
FALSE,"log_BAI_dbh","SCBI","QUAL","dbh",0.121503643466899,0.0134101222133778,2369,9.06059180770835,2.64464212294174e-19
FALSE,"log_BAI_dbh","SCBI","QUAL","I(dbh^2)",-0.000975525613855739,0.000169911560157245,2369,-5.74137282332608,1.05932027517629e-08
FALSE,"log_BAI_dbh","SCBI","QUAL","pre",0.00160194980337448,0.000500744496548264,2369,3.19913611515864,0.00139660451455658
FALSE,"log_BAI_dbh","SCBI","QUAL","I(pre^2)",-6.1370908377501e-06,2.20619956582192e-06,2369,-2.78174782228448,0.00544951386345247
FALSE,"log_BAI_dbh","SCBI","QUAL","tmp",3.50816511626074,0.376075114447534,2369,9.32836282298111,2.38806385100113e-20
FALSE,"log_BAI_dbh","SCBI","QUAL","I(tmp^2)",-0.100214363959551,0.0106378450020646,2369,-9.420551243236,1.0283021613211e-20
FALSE,"log_BAI_dbh","SCBI","QUMO","(Intercept)",-33.9955627937747,3.05819373988114,2397,-11.1162227397326,5.00261049043392e-28
FALSE,"log_BAI_dbh","SCBI","QUMO","dbh",0.127389137666822,0.0108257804731439,2397,11.7672012639498,4.06446002933598e-31
FALSE,"log_BAI_dbh","SCBI","QUMO","I(dbh^2)",-0.00100144210842811,0.000154271100939775,2397,-6.49144332494946,1.02980923990484e-10
FALSE,"log_BAI_dbh","SCBI","QUMO","pre",0.000431004224479141,0.000139821243686587,2397,3.08253748225305,0.0020757954404806
FALSE,"log_BAI_dbh","SCBI","QUMO","tmp",3.7985644996606,0.346530916755006,2397,10.961690042641,2.56978988335035e-27
FALSE,"log_BAI_dbh","SCBI","QUMO","I(tmp^2)",-0.108117153864623,0.00979384601181866,2397,-11.039294852518,1.13264607349955e-27
FALSE,"log_BAI_dbh","SCBI","QURU","(Intercept)",-23.5610071577167,2.37885921999433,2515,-9.90433017628211,1.03220254584425e-22
FALSE,"log_BAI_dbh","SCBI","QURU","dbh",0.101630500694335,0.00804381159918417,2515,12.634619724888,1.59472872527052e-35
FALSE,"log_BAI_dbh","SCBI","QURU","I(dbh^2)",-0.000753589885386235,8.97530186619832e-05,2515,-8.39626228310284,7.58943677625095e-17
FALSE,"log_BAI_dbh","SCBI","QURU","pre",0.00224457865062064,0.000368633197210919,2515,6.08892163701787,1.31088816418334e-09
FALSE,"log_BAI_dbh","SCBI","QURU","I(pre^2)",-8.88745089697213e-06,1.63348678422194e-06,2515,-5.44078530834604,5.81697035803809e-08
FALSE,"log_BAI_dbh","SCBI","QURU","tmp",2.74070502267442,0.27016174935207,2515,10.1446819516362,9.94868731651695e-24
FALSE,"log_BAI_dbh","SCBI","QURU","I(tmp^2)",-0.078587328485387,0.00763994044362785,2515,-10.2863797257652,2.44618742669802e-24
FALSE,"log_BAI_dbh","SCBI","QUVE","(Intercept)",-25.1489965866824,2.39646778077298,2880,-10.4941934911266,2.61291863636769e-25
FALSE,"log_BAI_dbh","SCBI","QUVE","dbh",0.106506075180103,0.00956067424567389,2880,11.1400171623142,3.00067693446636e-28
FALSE,"log_BAI_dbh","SCBI","QUVE","I(dbh^2)",-0.000784056605339422,0.000104596384178488,2880,-7.49602016835945,8.70545022641736e-14
FALSE,"log_BAI_dbh","SCBI","QUVE","pre",0.00192944488717667,0.000362354114722381,2880,5.32474948892171,1.08874069819677e-07
FALSE,"log_BAI_dbh","SCBI","QUVE","I(pre^2)",-7.32469500848952e-06,1.59645174334534e-06,2880,-4.58810924853936,4.66398531311342e-06
FALSE,"log_BAI_dbh","SCBI","QUVE","tmp",2.87692993859285,0.271936777636463,2880,10.5794073298863,1.09228083654536e-25
FALSE,"log_BAI_dbh","SCBI","QUVE","I(tmp^2)",-0.0823830462944831,0.00769255606568289,2880,-10.7094502257839,2.85043331258498e-26
