"(Intercept)","CO2","dbh","I(dbh^2)","pre","I(pre^2)","tmn","I(tmn^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
0.355494197772598,-0.00596730316191198,0.0743662349322356,-0.00115256947856447,0.00529442848753719,-5.92252507525459e-06,NA,NA,9,-887.652561874274,1793.40468127067,0,0.42732491971961,0.42732491971961,FALSE
0.00683529167365287,-0.0062216473593013,0.074360058723485,-0.00115113292248638,0.00499594916430589,-5.51489948544342e-06,0.0216688472048337,NA,10,-886.856387311397,1793.83452337764,0.429842106963861,0.344682466580793,0.772007386300404,FALSE
-2.71297001851736,-0.0062335298730352,0.0742870986569677,-0.00115041934528346,0.00498746289048486,-5.49858280461319e-06,0.261808367983234,-0.00528327003047854,11,-886.800114345772,1795.74640809354,2.34172682286521,0.13251306555703,0.904520451857434,FALSE
0.33330314302443,-0.00637726964597384,0.0739408701939701,-0.00114433609930036,0.00195501278520181,NA,0.027796076168319,NA,9,-889.901949197019,1797.90345591616,4.4987746454899,0.0450673184385516,0.949587770295986,FALSE
0.821674195053565,-0.00605883568166905,0.073907306274212,-0.0011455691654796,0.00205148374485699,NA,NA,NA,8,-891.23491200543,1798.54942600091,5.1447447302362,0.0326280482705055,0.982215818566491,FALSE
-2.82397808607601,-0.00639063711645298,0.0738582030013913,-0.00114353165749882,0.00195561666956499,NA,0.306443084515879,-0.00613091526638376,10,-889.826376952978,1799.7745026608,6.3698213901248,0.0176835347214885,0.99989935328798,FALSE
-1.17426559217295,NA,0.046710447618763,-0.00105345409755919,0.00540998463096447,-6.17254969213074e-06,NA,NA,8,-897.80238064121,1811.68436327247,18.2796820017975,4.58538396102311e-05,0.99994520712759,FALSE
-1.36751620013703,NA,0.0461564673001808,-0.00105132513361188,0.00527114100247799,-5.98400951309922e-06,0.010142168390658,NA,9,-897.626063569166,1813.35168466046,19.9470033897833,1.99214739733591e-05,0.999965128601563,FALSE
0.727290205511409,-0.00523487845018629,0.0174457429683373,NA,0.00521189649441119,-5.77268043285528e-06,NA,NA,8,-899.414947199666,1814.90949638938,21.5048151187093,9.14212067238943e-06,0.999974270722235,FALSE
0.371940843382666,-0.00549618830958416,0.0175070704061295,NA,0.0049033670733941,-5.35048294960618e-06,0.0221156495183019,NA,9,-898.590145774877,1815.27984907188,21.875167801205,7.59671592182932e-06,0.999981867438157,FALSE
-3.11279866969274,NA,0.0460759066214467,-0.00105084871228109,0.0052657021418105,-5.97356935522927e-06,0.164073215506916,-0.00338668930093791,10,-897.603066423106,1815.32788160105,21.923200330381,7.41644456917605e-06,0.999989283882726,FALSE
-2.66541255481742,-0.00551144441479661,0.0174703584314012,NA,0.00489296939913812,-5.33079914918416e-06,0.290289419351784,-0.00589940972116461,10,-898.520113148579,1817.161975052,23.7572937813279,2.96433596134586e-06,0.999992248218688,FALSE
-0.712898054906735,NA,0.0458248326683846,-0.00104549607521847,0.00203008451553501,NA,NA,NA,7,-901.678783544398,1817.41944554184,24.0147642711627,2.60626406547623e-06,0.999994854482753,FALSE
-1.0521362034685,NA,0.0449632334882928,-0.00104243289453544,0.00197192614381319,NA,0.0165926671982184,NA,8,-901.199418959482,1818.47843990901,25.0737586383402,1.53483152572415e-06,0.999996389314279,FALSE
0.685529735446995,-0.00565736466428809,0.017447689044457,NA,0.00195294098804987,NA,0.0281825966641416,NA,8,-901.456943234281,1818.99348845861,25.5888071879381,1.18636776968285e-06,0.999997575682049,FALSE
1.1805458988448,-0.00533313520041171,0.0173592771878249,NA,0.00205145575224803,NA,NA,NA,7,-902.82092792479,1819.70373430262,26.2990530319466,8.31747327647595e-07,0.999998407429376,FALSE
-3.26938178201788,NA,0.044863615815527,-0.00104184850126541,0.00197233679148928,NA,0.2120718566284,-0.00430107239979831,9,-901.162434021592,1820.42442556531,27.0197442946355,5.8008988787167e-07,0.999998987519264,FALSE
-2.81062066210137,-0.00567436425547582,0.0174063575563918,NA,0.00195348122499714,NA,0.336723692851193,-0.00678799137230308,9,-901.364466612757,1820.82849074764,27.4238094769644,4.73973057544945e-07,0.999999461492322,FALSE
-0.0590876984218212,-0.0018501929825293,NA,NA,0.00518995159284279,-5.74068886445574e-06,NA,NA,7,-904.212850917255,1822.48758028755,29.0828990168766,2.06769719845103e-07,0.999999668262042,FALSE
-0.410879657590305,-0.00209508272307217,NA,NA,0.00488696421104421,-5.32608814521446e-06,0.021722166883367,NA,8,-903.42011398135,1822.91982995275,29.5151486820778,1.66580866616916e-07,0.999999834842908,FALSE
-3.89089779042753,-0.00212071317270827,NA,NA,0.00487511364872465,-5.30362529458839e-06,0.329146259954891,-0.0067628578404542,9,-903.328413029647,1824.75638358142,31.3517023107452,6.65001406413249e-08,0.999999901343049,FALSE
-0.09598177002568,-0.00226700283398693,NA,NA,0.00195000405411567,NA,0.0277586837857501,NA,7,-906.249666264533,1826.5612109821,33.1565297114312,2.69717591775644e-08,0.999999928314808,FALSE
0.395559124888168,-0.00196461093957528,NA,NA,0.00204702349785129,NA,NA,NA,6,-907.568055400882,1827.18249401546,33.7778127447859,1.97696680321396e-08,0.999999948084476,FALSE
-0.724279507508915,NA,NA,NA,0.00536899862312811,-6.09830292760669e-06,NA,NA,6,-907.747226250398,1827.54083571449,34.1361544438173,1.65267122487919e-08,0.999999964611188,FALSE
-4.02951306167494,-0.00229515187450647,NA,NA,0.00195062752968688,NA,0.375084339885032,-0.00764126007042557,8,-906.132895757896,1828.34539350584,34.9407122351695,1.10529692287753e-08,0.999999975664158,FALSE
-0.67226711643378,NA,-0.00211289747385737,NA,0.00532811649719097,-6.01862179603158e-06,NA,NA,7,-907.527719389645,1829.11731723233,35.7126359616568,7.51376924829599e-09,0.999999983177927,FALSE
-0.894264658070755,NA,NA,NA,0.00525978014582849,-5.95385014271084e-06,0.00840177394244057,NA,7,-907.620053656997,1829.30198576703,35.8973044963595,6.85105715634171e-09,0.999999990028984,FALSE
-0.892692446769612,NA,-0.00262287639978215,NA,0.00516919456911371,-5.80262846179009e-06,0.0115118613834455,NA,8,-907.301287381522,1830.68217675309,37.2774954824217,3.43599818787615e-09,0.999999993464982,FALSE
-2.41799268315245,NA,NA,NA,0.00525636319110976,-5.94699127066593e-06,0.142704474112038,-0.00295587551371471,8,-907.60242188483,1831.28444575971,37.8797644890365,2.54256387979411e-09,0.999999996007546,FALSE
