"Species","coef","significant","significant2","ci.lower","ci.upper","chg_rad_inc_1SD_clim","variable","month"
"SCBI_caco",-0.324540716774265,FALSE,FALSE,-0.618912354333215,0.0615876401894919,-0.0358426207977816,"wet","prev.oct"
"SCBI_caco",0.0781618489811954,FALSE,FALSE,-0.27197298774208,0.386228164020116,0.00883193042960582,"wet","prev.nov"
"SCBI_caco",-0.109191813920198,FALSE,FALSE,-0.493399534428579,0.250695950548344,-0.0113974784053194,"wet","prev.dec"
"SCBI_caco",-0.0604253431051347,FALSE,FALSE,-0.391675340461953,0.289403822924529,-0.00589453641042276,"wet","curr.jan"
"SCBI_caco",0.199133189288694,FALSE,FALSE,-0.111658883327876,0.455497263527543,0.020509596938749,"wet","curr.feb"
"SCBI_caco",0.358113259607812,FALSE,FALSE,-0.119657514106398,0.635849632410436,0.0329606047660924,"wet","curr.mar"
"SCBI_caco",-0.202381573075027,FALSE,FALSE,-0.536839484203341,0.179680374857137,-0.0207473782014445,"wet","curr.apr"
"SCBI_caco",0.220372698403585,FALSE,FALSE,-0.0975432828239592,0.557077443414488,0.0243097355084334,"wet","curr.may"
"SCBI_caco",0.0516766158555009,FALSE,FALSE,-0.281915504313774,0.413827795777416,0.00466600547717169,"wet","curr.jun"
"SCBI_caco",0.0839937307760848,FALSE,FALSE,-0.356405696910257,0.491430850923962,0.00924504907437341,"wet","curr.jul"
"SCBI_caco",0.186728252155022,FALSE,FALSE,-0.124878438556514,0.455863568418016,0.0262857335472496,"wet","curr.aug"
"SCBI_caco",-0.180251188864028,FALSE,FALSE,-0.398069665577829,0.0986951111766933,-0.0225557527436742,"tmp","prev.apr"
"SCBI_caco",-0.204095223097581,FALSE,FALSE,-0.511465304407644,0.181411121010384,-0.0216953785633087,"tmp","prev.may"
"SCBI_caco",-0.220834712273541,FALSE,FALSE,-0.570252604181995,0.274306039277682,-0.0270911386885436,"tmp","prev.jun"
"SCBI_caco",-0.378639676781338,TRUE,FALSE,-0.639546364803961,-0.0599973841752388,-0.0425110957616172,"tmp","prev.jul"
"SCBI_caco",-0.389899745242937,FALSE,FALSE,-0.72981337055608,0.0499686078060446,-0.0352079372149103,"tmp","prev.aug"
"SCBI_caco",-0.53154170718059,TRUE,TRUE,-0.701842599396118,-0.278196118698214,-0.0741092241197431,"tmp","prev.sep"
"SCBI_caco",-0.277041405415117,FALSE,FALSE,-0.575459284151222,0.0557857562248584,-0.0304488964523175,"tmp","prev.oct"
"SCBI_caco",-0.205906277630448,FALSE,FALSE,-0.528170196448944,0.101575888800508,-0.021133739696806,"tmp","prev.nov"
"SCBI_caco",-0.271585534492311,FALSE,FALSE,-0.578507919422936,0.0701018250898131,-0.028342528953093,"tmp","prev.dec"
"SCBI_caco",0.0545643606460757,FALSE,FALSE,-0.30482381190617,0.361477472057856,0.00668426734321055,"tmp","curr.jan"
"SCBI_caco",0.0661600125338418,FALSE,FALSE,-0.308988242010374,0.417859662102205,0.00978501328663731,"tmp","curr.feb"
"SCBI_caco",-0.110688491812045,FALSE,FALSE,-0.489152572701351,0.350328738428379,-0.0174963760479277,"tmp","curr.mar"
"SCBI_caco",-0.126519616807676,FALSE,FALSE,-0.495157995853907,0.225917309431437,-0.0155197428794132,"tmp","curr.apr"
"SCBI_caco",-0.0755880747839233,FALSE,FALSE,-0.364867844883985,0.218983905930082,-0.00800308226885196,"tmp","curr.may"
"SCBI_caco",-0.186477338511292,FALSE,FALSE,-0.447010169813857,0.125944198328728,-0.023701400837653,"tmp","curr.jun"
"SCBI_caco",-0.230778301154172,FALSE,FALSE,-0.628099614186018,0.25077836020725,-0.0251888148452926,"tmp","curr.jul"
"SCBI_caco",-0.184819395535044,FALSE,FALSE,-0.499153847706917,0.116070582468051,-0.0166406043492929,"tmp","curr.aug"
"SCBI_caco",-0.16500254540563,FALSE,FALSE,-0.406581510816859,0.0627349912926487,-0.0202228516606381,"tmn","prev.apr"
"SCBI_caco",-0.195575848128373,FALSE,FALSE,-0.477469942592016,0.150484919538304,-0.0198995281396469,"tmn","prev.may"
"SCBI_caco",-0.0636379873065446,FALSE,FALSE,-0.465073183813797,0.403546470195732,-0.00748522786476608,"tmn","prev.jun"
"SCBI_caco",-0.255458307231523,FALSE,FALSE,-0.568358211675771,0.0754490469706648,-0.0337111615082418,"tmn","prev.jul"
"SCBI_caco",-0.343774846315872,FALSE,FALSE,-0.658548845523559,0.100727772665917,-0.0343291137797679,"tmn","prev.aug"
"SCBI_caco",-0.379314129268297,TRUE,FALSE,-0.58931092513124,-0.113617819796049,-0.0544493919146266,"tmn","prev.sep"
"SCBI_caco",-0.276475121423396,FALSE,FALSE,-0.520501837701689,0.0620917435192312,-0.0284655597872793,"tmn","prev.oct"
"SCBI_caco",-0.0779767786956939,FALSE,FALSE,-0.400114595470893,0.214316766577678,-0.00915167181048509,"tmn","prev.nov"
"SCBI_caco",-0.232507535586671,FALSE,FALSE,-0.51273366585373,0.11657965792562,-0.025012990825096,"tmn","prev.dec"
"SCBI_caco",0.0490643720829082,FALSE,FALSE,-0.334535540578723,0.361603388302862,0.00600123918040237,"tmn","curr.jan"
"SCBI_caco",0.146160151394633,FALSE,FALSE,-0.273206926146956,0.496310494223414,0.0227601355389312,"tmn","curr.feb"
"SCBI_caco",-0.0796631893056148,FALSE,FALSE,-0.444413219404463,0.349795672940727,-0.0130976015164762,"tmn","curr.mar"
"SCBI_caco",-0.301629787542522,FALSE,FALSE,-0.572715294702146,0.0528199582009204,-0.0365864038264722,"tmn","curr.apr"
"SCBI_caco",-0.0490080929502567,FALSE,FALSE,-0.321672235886254,0.241491590434933,-0.00495599602135847,"tmn","curr.may"
"SCBI_caco",-0.200138978929037,FALSE,FALSE,-0.494509584165688,0.139416454411581,-0.0242581346924107,"tmn","curr.jun"
"SCBI_caco",-0.303876848667801,FALSE,FALSE,-0.657303451279319,0.100217279757003,-0.0379314077828651,"tmn","curr.jul"
"SCBI_caco",-0.12419103930714,FALSE,FALSE,-0.426452349386533,0.157523899029473,-0.0123313640919686,"tmn","curr.aug"
"SCBI_caco",-0.135264074677792,FALSE,FALSE,-0.400687333567059,0.132461619857053,-0.0166838205601264,"tmx","prev.apr"
"SCBI_caco",-0.21503837403859,FALSE,FALSE,-0.529985666996881,0.179634585873628,-0.0242676193869601,"tmx","prev.may"
"SCBI_caco",-0.291288944931616,FALSE,FALSE,-0.591617153677797,0.150379203420906,-0.0338840661846512,"tmx","prev.jun"
"SCBI_caco",-0.381769337231127,TRUE,FALSE,-0.654904532544812,-0.00426646295748335,-0.0404768578925375,"tmx","prev.jul"
"SCBI_caco",-0.367429482445272,FALSE,FALSE,-0.694395696252236,0.064282814210701,-0.0340703234143337,"tmx","prev.aug"
"SCBI_caco",-0.523200016374045,TRUE,FALSE,-0.75654535527103,-0.246348178478016,-0.0684535898798315,"tmx","prev.sep"
"SCBI_caco",-0.217206286100527,FALSE,FALSE,-0.486371516572885,0.0783339737581373,-0.0279445636825249,"tmx","prev.oct"
"SCBI_caco",-0.281904541271581,FALSE,FALSE,-0.549677004081635,0.0985804038332268,-0.0271466788052224,"tmx","prev.nov"
"SCBI_caco",-0.304008049918145,FALSE,FALSE,-0.568416840495508,0.0411325965061589,-0.0311367288248544,"tmx","prev.dec"
"SCBI_caco",0.0581792265170497,FALSE,FALSE,-0.280314313437974,0.339221524937798,0.00707729609830562,"tmx","curr.jan"
"SCBI_caco",0.00559570547723494,FALSE,FALSE,-0.318777648415231,0.327616357512994,0.000773216535262319,"tmx","curr.feb"
"SCBI_caco",-0.147822883843648,FALSE,FALSE,-0.509559262711185,0.367894842001608,-0.0219931481156194,"tmx","curr.mar"
"SCBI_caco",0.0190518235131328,FALSE,FALSE,-0.346614507094639,0.352099940453988,0.00231382367126998,"tmx","curr.apr"
"SCBI_caco",-0.105820297664777,FALSE,FALSE,-0.407874685921239,0.269160749718318,-0.0119000347055492,"tmx","curr.may"
"SCBI_caco",-0.12465902019299,FALSE,FALSE,-0.435577125789263,0.150132304152743,-0.0147495639807267,"tmx","curr.jun"
"SCBI_caco",-0.158319530435697,FALSE,FALSE,-0.568826829862386,0.279376056323694,-0.0168518572880992,"tmx","curr.jul"
"SCBI_caco",-0.223296812527694,FALSE,FALSE,-0.568914841249543,0.123451023753747,-0.0207158292442213,"tmx","curr.aug"
"SCBI_caco",-0.18207477008678,FALSE,FALSE,-0.473328088581018,0.132283632488741,-0.0231050259465163,"pet","prev.apr"
"SCBI_caco",-0.154996622009114,FALSE,FALSE,-0.369353320358198,0.0993019275228112,-0.022602160888172,"pet","prev.may"
"SCBI_caco",-0.201760681962395,FALSE,FALSE,-0.504180573226174,0.126286249508822,-0.0224807398201833,"pet","prev.jun"
"SCBI_caco",-0.352392472976954,TRUE,FALSE,-0.572996270107239,-0.022894111199742,-0.0438298233998482,"pet","prev.jul"
"SCBI_caco",-0.350126094444093,FALSE,FALSE,-0.655812709824542,0.0518051436785592,-0.0372395181930496,"pet","prev.aug"
"SCBI_caco",-0.520933454210605,TRUE,TRUE,-0.787180489985094,-0.162720860956416,-0.055940979161326,"pet","prev.sep"
"SCBI_caco",-0.157923144204219,FALSE,FALSE,-0.358838548572189,0.0722541700569115,-0.0237899551318357,"pet","prev.oct"
"SCBI_caco",-0.287470744887576,FALSE,FALSE,-0.658844064971762,0.256887549032486,-0.0309990425711141,"pet","prev.nov"
"SCBI_caco",-0.311052825170679,FALSE,FALSE,-0.576887294756946,0.0695318008435001,-0.040713820422289,"pet","prev.dec"
"SCBI_caco",-0.0820195810496003,FALSE,FALSE,-0.403942606537235,0.196377576817909,-0.012216489940318,"pet","curr.jan"
"SCBI_caco",-0.0503638477497029,FALSE,FALSE,-0.344640188261327,0.243513080229297,-0.00624010568221423,"pet","curr.feb"
"SCBI_caco",-0.303421851314894,FALSE,FALSE,-0.645897650687829,0.208478846671036,-0.0459244247651809,"pet","curr.mar"
"SCBI_caco",0.0899789033872718,FALSE,FALSE,-0.297880716248264,0.451552446334621,0.0111217961903359,"pet","curr.apr"
"SCBI_caco",-0.068967469094309,FALSE,FALSE,-0.391359329039733,0.186830929113539,-0.0100150872081738,"pet","curr.may"
"SCBI_caco",-0.155016877681774,FALSE,FALSE,-0.407334781664338,0.0502615250459988,-0.01739410768479,"pet","curr.jun"
"SCBI_caco",-0.147272557057442,FALSE,FALSE,-0.507845381702668,0.250043228227818,-0.0185706652548428,"pet","curr.jul"
"SCBI_caco",-0.240523927541597,FALSE,FALSE,-0.529156024564171,0.0722808819515822,-0.0257217653718923,"pet","curr.aug"
"SCBI_caco",-0.0239910896982648,FALSE,FALSE,-0.288368530726848,0.267242482461147,-0.00272745903782638,"dtr","prev.apr"
"SCBI_caco",-0.085072263103527,FALSE,FALSE,-0.436952053411104,0.286440084148565,-0.0112173409397375,"dtr","prev.may"
"SCBI_caco",-0.266620925222732,FALSE,FALSE,-0.616398881434063,0.139156664532737,-0.0258643374085356,"dtr","prev.jun"
"SCBI_caco",-0.275466045530481,FALSE,FALSE,-0.557702562663838,0.13366738237274,-0.0322093132170451,"dtr","prev.jul"
"SCBI_caco",-0.132563768545414,FALSE,FALSE,-0.437844512769228,0.257917317266066,-0.0162420789299579,"dtr","prev.aug"
"SCBI_caco",-0.246372433560595,FALSE,FALSE,-0.504463468064361,0.0337263323447832,-0.0300015545275544,"dtr","prev.sep"
"SCBI_caco",0.115054798154476,FALSE,FALSE,-0.233481117168013,0.399389712967153,0.0146877960533854,"dtr","prev.oct"
"SCBI_caco",-0.318947958560743,FALSE,FALSE,-0.601884189794996,0.0997740603481648,-0.0364768620800314,"dtr","prev.nov"
"SCBI_caco",-0.218119068397675,FALSE,FALSE,-0.548687583610587,0.173735465514231,-0.0241638298184602,"dtr","prev.dec"
"SCBI_caco",0.0142117367198105,FALSE,FALSE,-0.283634810774723,0.291468897615003,0.00148797423009809,"dtr","curr.jan"
"SCBI_caco",-0.178191980713618,FALSE,FALSE,-0.477761068952444,0.0753217996974943,-0.0195090745783439,"dtr","curr.feb"
"SCBI_caco",-0.193040254812345,FALSE,FALSE,-0.50844374563828,0.299094263074977,-0.023443622582004,"dtr","curr.mar"
"SCBI_caco",0.323788244090184,TRUE,FALSE,0.0885093924412885,0.541389671312059,0.0373185840989321,"dtr","curr.apr"
"SCBI_caco",-0.0936623582120646,FALSE,FALSE,-0.453035502205976,0.234087982522765,-0.0120406071577634,"dtr","curr.may"
"SCBI_caco",0.0211535228075908,FALSE,FALSE,-0.354573257511127,0.330556506555348,0.0020383632946544,"dtr","curr.jun"
"SCBI_caco",0.0429772584727851,FALSE,FALSE,-0.302842940362463,0.402456697690278,0.00515286246720796,"dtr","curr.jul"
"SCBI_caco",-0.176714215761016,FALSE,FALSE,-0.590168286320017,0.257172721908945,-0.0217207487233461,"dtr","curr.aug"
"SCBI_caco",0.000617688479954863,FALSE,FALSE,-0.369755536721819,0.317104015403379,7.10126895352203e-05,"cld","prev.apr"
"SCBI_caco",-0.452684754724534,TRUE,FALSE,-0.737328718210624,-0.0705741461020244,-0.0701574568565888,"cld","prev.may"
"SCBI_caco",-0.151277948644411,FALSE,FALSE,-0.408162191012516,0.138262242609642,-0.0161046984076663,"cld","prev.jun"
"SCBI_caco",0.13556210230174,FALSE,FALSE,-0.295981284917642,0.476479351138676,0.0211980723923615,"cld","prev.jul"
"SCBI_caco",0.000204856927536601,FALSE,FALSE,-0.330277216914953,0.304768194734988,3.43865167026885e-05,"cld","prev.aug"
"SCBI_caco",0.0904236661335631,FALSE,FALSE,-0.22653482774992,0.394204027194077,0.0148297715254158,"cld","prev.sep"
"SCBI_caco",-0.378378034279973,TRUE,FALSE,-0.667704911874287,-0.0205291195770765,-0.0791638286968666,"cld","prev.oct"
"SCBI_caco",0.132015946613881,FALSE,FALSE,-0.314354151071462,0.467195775780386,0.0183411890263541,"cld","prev.nov"
"SCBI_caco",-0.0461305393474987,FALSE,FALSE,-0.418341524495245,0.330288187538827,-0.0059050574584565,"cld","prev.dec"
"SCBI_caco",-0.0727342079168039,FALSE,FALSE,-0.536929872535152,0.338528072848111,-0.00904615286269213,"cld","curr.jan"
"SCBI_caco",-0.103937297696381,FALSE,FALSE,-0.468851969215161,0.284852480020525,-0.00935315401196784,"cld","curr.feb"
"SCBI_caco",0.071226060687787,FALSE,FALSE,-0.375287109152894,0.421150540865794,0.00752064421777155,"cld","curr.mar"
"SCBI_caco",-0.172953341989892,FALSE,FALSE,-0.551197455924476,0.172992774424029,-0.0196696894898936,"cld","curr.apr"
"SCBI_caco",0.107229076175744,FALSE,FALSE,-0.266417116493343,0.439261627598529,0.0157219529583407,"cld","curr.may"
"SCBI_caco",-0.0458045606750272,FALSE,FALSE,-0.339715513336663,0.27961785709022,-0.00480701076528594,"cld","curr.jun"
"SCBI_caco",-0.0422691105055807,FALSE,FALSE,-0.440180567604386,0.293553895437926,-0.00655016537763835,"cld","curr.jul"
"SCBI_caco",-0.119020620469937,FALSE,FALSE,-0.489812535112131,0.211431861863689,-0.0197192809018918,"cld","curr.aug"
"SCBI_cagl",-0.0859767326453636,FALSE,FALSE,-0.439645093875336,0.364024173750948,-0.00594353577869094,"pre","prev.apr"
"SCBI_cagl",-0.0536772034970596,FALSE,FALSE,-0.457539321365274,0.421369991899023,-0.00402502659744119,"pre","prev.may"
"SCBI_cagl",0.0807585615672372,FALSE,FALSE,-0.280622209494422,0.43359696993346,0.00517555040791817,"pre","prev.jun"
"SCBI_cagl",0.0647537733563496,FALSE,FALSE,-0.411031082405708,0.529759059744392,0.00488556862060538,"pre","prev.jul"
"SCBI_cagl",-0.251602567762684,FALSE,FALSE,-0.604691145661841,0.111687116630961,-0.0260629591617649,"pre","prev.aug"
"SCBI_cagl",0.0188479070817218,FALSE,FALSE,-0.333183571083759,0.387537301927492,0.00111035553968933,"pre","prev.sep"
"SCBI_cagl",0.0590020373801782,FALSE,FALSE,-0.411060827667568,0.558522113221742,0.0046383173106475,"pre","prev.oct"
"SCBI_cagl",0.0116701970011814,FALSE,FALSE,-0.262662247896548,0.284350218844243,0.00082503534512277,"pre","prev.nov"
"SCBI_cagl",-0.422898376386401,TRUE,FALSE,-0.663387294277444,-0.0322537981144207,-0.0316542989697851,"pre","prev.dec"
"SCBI_cagl",-0.0315852046650221,FALSE,FALSE,-0.320887595999006,0.233015065063614,-0.00216097796370706,"pre","curr.jan"
"SCBI_cagl",0.00929485736896156,FALSE,FALSE,-0.386225617402608,0.426713874305709,0.000583163792678901,"pre","curr.feb"
"SCBI_cagl",-0.118477108074667,FALSE,FALSE,-0.448743638591651,0.183862620041631,-0.00759093924678312,"pre","curr.mar"
"SCBI_cagl",-0.01800268107847,FALSE,FALSE,-0.371529890263555,0.352771154230642,-0.00120601181333857,"pre","curr.apr"
"SCBI_cagl",0.32914621960654,FALSE,FALSE,-0.0073775458850742,0.583585372162706,0.0238274403861805,"pre","curr.may"
"SCBI_cagl",-0.0256388302939338,FALSE,FALSE,-0.377927248109224,0.374185499113886,-0.00164457077495163,"pre","curr.jun"
"SCBI_cagl",0.0841560476612994,FALSE,FALSE,-0.206654364301852,0.383111441885875,0.00637786333068182,"pre","curr.jul"
"SCBI_cagl",0.259574033661456,FALSE,FALSE,-0.273798872276592,0.738380870884402,0.0266698581872641,"pre","curr.aug"
"SCBI_cagl",0.0067571660819009,FALSE,FALSE,-0.334648251960309,0.357931156404819,0.000484158605620604,"wet","prev.apr"
"SCBI_cagl",-0.0744539578810713,FALSE,FALSE,-0.432781396611581,0.32805255038398,-0.00577937902498287,"wet","prev.may"
"SCBI_cagl",0.186463279351067,FALSE,FALSE,-0.19924502652107,0.476215609851146,0.011360834360675,"wet","prev.jun"
"SCBI_cagl",0.102205584592188,FALSE,FALSE,-0.323522737505798,0.521731143632579,0.00755679898012146,"wet","prev.jul"
"SCBI_cagl",-0.132719334012122,FALSE,FALSE,-0.411742713585895,0.182931983166527,-0.0126948099099799,"wet","prev.aug"
"SCBI_cagl",0.0993198382999187,FALSE,FALSE,-0.306899761637032,0.469543576473217,0.00593108775882913,"wet","prev.sep"
"SCBI_cagl",0.0471021253628897,FALSE,FALSE,-0.369847543743778,0.477141593995276,0.0035401002243691,"wet","prev.oct"
"SCBI_cagl",0.0454192264329574,FALSE,FALSE,-0.24513952285437,0.3071552230216,0.00349256932375476,"wet","prev.nov"
"SCBI_cagl",-0.459880326783488,TRUE,FALSE,-0.67875596997913,-0.113085530438874,-0.032666906964844,"wet","prev.dec"
"SCBI_cagl",-0.00255538827050117,FALSE,FALSE,-0.288284998135977,0.278272248603351,-0.000169641425658385,"wet","curr.jan"
"SCBI_cagl",0.0353657370648087,FALSE,FALSE,-0.363009861320395,0.445736992473487,0.00247879537347965,"wet","curr.feb"
"SCBI_cagl",-0.0915752083185778,FALSE,FALSE,-0.392346837634931,0.216904297416832,-0.00573584190157346,"wet","curr.mar"
"SCBI_cagl",-0.021973018332924,FALSE,FALSE,-0.374874821820465,0.292354726746987,-0.00153294460562462,"wet","curr.apr"
"SCBI_cagl",0.333666228366971,FALSE,FALSE,-0.0304419947086381,0.616658426248088,0.0250483534860579,"wet","curr.may"
"SCBI_cagl",-0.0692682741196934,FALSE,FALSE,-0.427792949911499,0.3637878514459,-0.00425627845690333,"wet","curr.jun"
"SCBI_cagl",0.0278342919548254,FALSE,FALSE,-0.259657343612854,0.354380715588184,0.00208490856846264,"wet","curr.jul"
"SCBI_cagl",0.258168373134484,FALSE,FALSE,-0.210763610496714,0.633645302584742,0.0247319063992803,"wet","curr.aug"
"SCBI_cagl",0.0574793034237362,FALSE,FALSE,-0.259253038039112,0.391625066934372,0.00489480247281749,"tmp","prev.apr"
"SCBI_cagl",0.179417480660588,FALSE,FALSE,-0.116341374563313,0.425402428640277,0.0129790717599528,"tmp","prev.may"
"SCBI_cagl",-0.00228533034034976,FALSE,FALSE,-0.344443410272788,0.351992104886062,-0.000190789026610372,"tmp","prev.jun"
"SCBI_cagl",-0.0883377490139074,FALSE,FALSE,-0.368965344733469,0.311823723906761,-0.00674942839510942,"tmp","prev.jul"
"SCBI_cagl",0.0353083427270852,FALSE,FALSE,-0.30019229875139,0.332459157398344,0.00216974876661398,"tmp","prev.aug"
"SCBI_cagl",0.120160539136149,FALSE,FALSE,-0.146669843685725,0.371799071022672,0.0114009561372484,"tmp","prev.sep"
"SCBI_cagl",0.0573939277308459,FALSE,FALSE,-0.198476554181235,0.256915804495113,0.00429276692444769,"tmp","prev.oct"
"SCBI_cagl",-0.122509294603959,FALSE,FALSE,-0.525584992025597,0.260999949679871,-0.00855697558165497,"tmp","prev.nov"
"SCBI_cagl",-0.378210964348329,FALSE,FALSE,-0.705563010805162,0.0888274017128143,-0.0268602819149352,"tmp","prev.dec"
"SCBI_cagl",0.0103791587904852,FALSE,FALSE,-0.37059011373276,0.367826897706559,0.000865269477265725,"tmp","curr.jan"
"SCBI_cagl",-0.22388680221042,FALSE,FALSE,-0.663210582421168,0.315207012424263,-0.0225340275636916,"tmp","curr.feb"
"SCBI_cagl",-0.102161832103247,FALSE,FALSE,-0.535644724251815,0.346802977151395,-0.0109895217795011,"tmp","curr.mar"
"SCBI_cagl",0.348167956042794,TRUE,FALSE,0.0308070277720861,0.631855121107561,0.0290643047705958,"tmp","curr.apr"
"SCBI_cagl",-0.0866556870580458,FALSE,FALSE,-0.515123487923971,0.4072703636469,-0.0062437506990753,"tmp","curr.may"
"SCBI_cagl",-0.0838572317347182,FALSE,FALSE,-0.402826770795864,0.315435586169227,-0.00725325525862881,"tmp","curr.jun"
"SCBI_cagl",0.026205718761241,FALSE,FALSE,-0.339000221189149,0.36703407999856,0.00194649514540823,"tmp","curr.jul"
"SCBI_cagl",-0.00245865223623247,FALSE,FALSE,-0.326658354508926,0.345658079572767,-0.000150647920325084,"tmp","curr.aug"
"SCBI_cagl",0.125112014070545,FALSE,FALSE,-0.184965788708647,0.402685360351082,0.0104350673108959,"tmn","prev.apr"
"SCBI_cagl",0.18165617123532,FALSE,FALSE,-0.0744122919353548,0.398821105327588,0.0125783072650002,"tmn","prev.may"
"SCBI_cagl",0.0987230298585232,FALSE,FALSE,-0.305101769828699,0.466980945476441,0.00790226432800618,"tmn","prev.jun"
"SCBI_cagl",0.164667862732749,FALSE,FALSE,-0.115152237593222,0.441041349787166,0.0147879175991661,"tmn","prev.jul"
"SCBI_cagl",0.0721356751815144,FALSE,FALSE,-0.179387688665426,0.332612952351352,0.00490211035312394,"tmn","prev.aug"
"SCBI_cagl",0.256346833852136,FALSE,FALSE,-0.0045494790550201,0.516254313108179,0.0250418528089973,"tmn","prev.sep"
"SCBI_cagl",0.0677415288743042,FALSE,FALSE,-0.134796040635604,0.275273501309109,0.00474638707245351,"tmn","prev.oct"
"SCBI_cagl",-0.0263565218284544,FALSE,FALSE,-0.408233505550554,0.338814242439979,-0.00210507576724785,"tmn","prev.nov"
"SCBI_cagl",-0.414927354438677,FALSE,FALSE,-0.721837522449322,0.0159110655582138,-0.0303770184414104,"tmn","prev.dec"
"SCBI_cagl",0.0474521380488241,FALSE,FALSE,-0.318126655281997,0.3817600350093,0.00394979870412078,"tmn","curr.jan"
"SCBI_cagl",-0.259518136103255,FALSE,FALSE,-0.667336094210758,0.211354324103931,-0.0275016062719939,"tmn","curr.feb"
"SCBI_cagl",-0.10933691735918,FALSE,FALSE,-0.543077656680658,0.338593668732625,-0.0122333498573564,"tmn","curr.mar"
"SCBI_cagl",0.264254321517078,FALSE,FALSE,-0.131019085312938,0.583697347304241,0.0218128333199496,"tmn","curr.apr"
"SCBI_cagl",-0.0394563512485886,FALSE,FALSE,-0.459737994404688,0.425829661898779,-0.00271534210516503,"tmn","curr.may"
"SCBI_cagl",-0.110722150548661,FALSE,FALSE,-0.471168706583976,0.329922094841424,-0.00913281631286748,"tmn","curr.jun"
"SCBI_cagl",0.035877464181727,FALSE,FALSE,-0.366743538632532,0.424039786774176,0.00304766743099179,"tmn","curr.jul"
"SCBI_cagl",0.0993844478550786,FALSE,FALSE,-0.242483578750918,0.389632980336658,0.00671558384217406,"tmn","curr.aug"
"SCBI_cagl",0.0133706323995899,FALSE,FALSE,-0.309536757241835,0.383102977222735,0.00112230133666103,"tmx","prev.apr"
"SCBI_cagl",0.154997338334652,FALSE,FALSE,-0.161536732537366,0.476341840772907,0.0119036441270858,"tmx","prev.may"
"SCBI_cagl",-0.10296315706034,FALSE,FALSE,-0.372653704182658,0.221187173733806,-0.0081507553239726,"tmx","prev.jun"
"SCBI_cagl",-0.223993606465697,FALSE,FALSE,-0.547686550717939,0.170104257739423,-0.0161616559530122,"tmx","prev.jul"
"SCBI_cagl",-0.027145052720558,FALSE,FALSE,-0.410251937637,0.373300978023261,-0.00171292138586783,"tmx","prev.aug"
