"(Intercept)","CO2","dbh","I(dbh^2)","pre","I(pre^2)","tmx","I(tmx^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-27.4028062705795,-0.0100194943159529,-0.0153806812887268,NA,0.189189014602198,-0.00159704732383681,2.6070216907882,-0.0668881525496039,10,-1948.73176346905,3917.56552044761,0,0.538289076206635,0.538289076206635,FALSE
-26.5648141785335,-0.0117329891763367,NA,NA,0.189877407891112,-0.0016047944615233,2.53107183015057,-0.0650097281396326,9,-1950.54221429293,3919.1678391512,1.60231870359485,0.241588624379647,0.779877700586282,FALSE
-27.4546468846892,-0.0100721306308054,-0.0058246144495186,-0.000146101770410326,0.18919771491099,-0.00159713854411648,2.59980308384017,-0.0667122119095591,11,-1948.61575258945,3919.35395415848,1.78843371087623,0.220121326138632,0.999999026724914,FALSE
-0.309986555743442,-0.0110135008256979,-0.0115112189009697,NA,0.197339788398567,-0.00168975725269085,-0.0867067120726475,NA,9,-1963.8398065819,3945.76302372913,28.1975032815276,4.05513696347907e-07,0.99999943223861,FALSE
-0.251713506660249,-0.0122842569543623,NA,NA,0.197669365867011,-0.00169350196779693,-0.0869080049525985,NA,8,-1964.90001352393,3945.86672459302,28.3012041454094,3.85023440745574e-07,0.999999817262051,FALSE
-0.47754852273542,-0.0110847110207494,0.00152722373897053,-0.000199135527640052,0.197321782419086,-0.00168953952901268,-0.0868921506919172,NA,10,-1963.62761743099,3947.35722837147,29.7917079238687,1.82737798121937e-07,0.999999999999849,FALSE
-2.0144971801117,-0.0116947270647744,-0.0122559857838693,NA,0.202084832015654,-0.00168844057225876,NA,NA,8,-1980.48476689636,3977.03623133788,59.4707108902785,6.56318701227734e-14,0.999999999999915,FALSE
-1.95537379081261,-0.0130509522000316,NA,NA,0.202409300043972,-0.00169200525163762,NA,NA,7,-1981.62908142153,3977.31001469492,59.7444942473135,5.72352361022806e-14,0.999999999999972,FALSE
-2.16120509288619,-0.0117577578937396,-0.00108080548305256,-0.000170589830874146,0.202082301896166,-0.00168830446485151,NA,NA,9,-1980.33423328305,3978.75187713144,61.1863566838306,2.78334492052108e-14,1,FALSE
-34.9875528247498,NA,-0.0794873303410632,NA,0.189076370481645,-0.00160645509986825,3.24420065019759,-0.0829391182549857,9,-1986.58982274789,3991.26305606111,73.6975356135058,5.34317062831098e-17,1,FALSE
-34.952854863988,NA,-0.0828988469379426,5.43471855095667e-05,0.189076067707888,-0.00160643889620385,3.24553196033969,-0.0829708036963918,10,-1986.57520911038,3993.25241173027,75.6868912826649,1.97613198833779e-17,1,FALSE
-1.54701146415364,NA,-0.0825454828125644,NA,0.199572313696569,-0.00172724226476721,-0.0965885466376464,NA,8,-2010.01894773402,4036.10459301321,118.539072565603,9.78549983482804e-27,1,FALSE
-1.52953184042581,NA,-0.0838024461251258,2.003016977335e-05,0.19957377512909,-0.00172725497407767,-0.0965687573480786,NA,9,-2010.01704756462,4038.11750569458,120.551985246978,3.57671700009766e-27,1,FALSE
-3.53733096866048,NA,-0.0884281761610146,NA,0.204826078274913,-0.00172551704020015,NA,NA,7,-2030.57595241307,4075.203756678,157.638236230393,3.16451749216312e-35,1,FALSE
