"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmx","I(tmx^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-2.88603617216434,NA,NA,0.00352809284385242,NA,0.401998061697127,-0.0152681487011723,7,-1441.10891754203,2896.2552307435,0,0.360542256305886,0.360542256305886,FALSE
-2.96576341870394,NA,NA,0.00483500142635763,-4.17366173043605e-05,0.411654812487774,-0.0155747935018837,8,-1440.34274430733,2896.73358480704,0.478354063533061,0.283846084117623,0.644388340423509,FALSE
-2.89879784633712,0.000790270518733644,NA,0.00352939907135522,NA,0.401810521470393,-0.0152611350221468,8,-1441.09952241169,2898.24714101576,1.99191027226016,0.133173665160414,0.777562005583923,FALSE
-2.97875312720821,0.00080338294412908,NA,0.00483645307917772,-4.17406385074582e-05,0.411466311616179,-0.0155677296974423,9,-1440.33299339742,2898.72612712227,2.47089637876888,0.10481123562463,0.882373241208553,FALSE
-2.87551841897349,-0.00203043709700938,6.48494076432224e-05,0.00352909284985287,NA,0.401798707925068,-0.0152606814849704,9,-1441.07942597376,2900.21899227495,3.96376153144411,0.0496862582030025,0.932059499411555,FALSE
-2.95478990544623,-0.00210780192755794,6.69039007307931e-05,0.00483734082162354,-4.17792446314033e-05,0.411462954402075,-0.0155675384633537,10,-1440.31153913433,2900.69660768043,4.44137693693165,0.039131223261867,0.971190722673422,FALSE
0.0657751143409138,NA,NA,0.00361818438576935,NA,-0.0236227915675203,NA,6,-1445.56420943243,2903.15645624803,6.90122550452861,0.0114386321720073,0.982629354845429,FALSE
0.0477420858750009,NA,NA,0.0047727577779893,-3.68209304426712e-05,-0.0226450010787188,NA,7,-1444.9687610909,2903.97491784123,7.71968709772773,0.00759709256467975,0.990226447410109,FALSE
0.0496200860809538,0.000904002815959022,NA,0.00361966283090309,NA,-0.0236132626457379,NA,7,-1445.55183851734,2905.14107269411,8.88584195061048,0.00424052969869427,0.994466977108803,FALSE
0.0313717945949712,0.000915674408587912,NA,0.00477446035023729,-3.68276123516574e-05,-0.0226348588382599,NA,8,-1444.95599809084,2905.96009237407,9.70486163056603,0.00281560835572383,0.997282585464527,FALSE
0.0729634730507818,-0.00193392276613748,6.52237320484421e-05,0.00361935150438215,NA,-0.0236124357670905,NA,8,-1445.53143634984,2907.11096889207,10.855738148563,0.0015836623240453,0.998866247788573,FALSE
0.0553514870119114,-0.00200078206491586,6.70082483600387e-05,0.00477532722179964,-3.68655346515798e-05,-0.0226330066772746,NA,9,-1444.93439298881,2907.92892630506,11.6736955615579,0.0010520718231113,0.999918319611684,FALSE
-0.276815808488939,NA,NA,0.00577045826280298,-5.43139722355895e-05,NA,NA,6,-1451.46933332297,2914.96670402912,18.7114732856221,3.11753526002364e-05,0.999949494964284,FALSE
-0.270760957563967,NA,NA,0.00409651471030252,NA,NA,NA,5,-1452.78374924286,2915.58751850573,19.3322877622286,2.28561576754674e-05,0.99997235112196,FALSE
-0.295234516762415,0.00103970158611998,NA,0.00577202262771155,-5.43173311572518e-05,NA,NA,7,-1451.45257275099,2916.94254116141,20.6873104179031,1.1608170872552e-05,0.999983959292832,FALSE
-0.288874486890759,0.00102239484888539,NA,0.0040979604292134,NA,NA,NA,6,-1452.76761435487,2917.56326609291,21.3080353494056,8.51089212774158e-06,0.99999247018496,FALSE
-0.270698221147828,-0.00193768277383573,6.83462287446125e-05,0.00577284075226176,-5.43555415241523e-05,NA,NA,8,-1451.42981747044,2918.90773113327,22.6525003897664,4.34538451069032e-06,0.999996815569471,FALSE
-0.26530350209162,-0.00183942559769201,6.57341713792884e-05,0.00409762153150515,NA,NA,NA,7,-1452.74664260845,2919.53068087633,23.2754501328309,3.18241193126192e-06,0.999999997981402,FALSE
-3.04992757166424,NA,NA,NA,NA,0.442943366494205,-0.0170613847496001,6,-1461.53335885565,2935.09475509448,38.8395243509744,1.32757975066571e-09,0.999999999308982,FALSE
-3.04836240745561,-9.62338126972202e-05,NA,NA,NA,0.44296368032099,-0.0170621368580439,7,-1461.53321822185,2937.10383210313,40.8486013596303,4.86177762174062e-10,0.999999999795159,FALSE
-3.02282723046176,-0.00317804144892411,7.06351063001195e-05,NA,NA,0.442948245050798,-0.0170615146719035,8,-1461.50897530631,2939.06604680501,42.8108160615088,1.82265965979133e-10,0.999999999977425,FALSE
0.253821181857026,NA,NA,NA,NA,-0.032927020893409,NA,5,-1467.0197367926,2944.05949360522,47.8042628617131,1.50104041666216e-11,0.999999999992436,FALSE
0.253798447900993,1.27892885503384e-06,NA,NA,NA,-0.0329270097099918,NA,6,-1467.01973683666,2946.06751105649,49.8122803129895,5.49992714691433e-12,0.999999999997936,FALSE
0.279443572201441,-0.00310587075398111,7.11645469723087e-05,NA,NA,-0.032925005523599,NA,7,-1466.99500995089,2948.02741556122,51.7721848177171,2.06428226335656e-12,1,FALSE
-0.204478250316144,NA,NA,NA,NA,NA,NA,4,-1481.51967654267,2971.05269531349,74.797464569986,2.06487188351529e-17,1,FALSE
-0.205268690837699,4.47275685906691e-05,NA,NA,NA,NA,NA,5,-1481.51964500473,2973.05931002947,76.8040792859701,7.57115716414319e-18,1,FALSE
-0.178754492632645,-0.00315827540077599,7.32544553414023e-05,NA,NA,NA,NA,6,-1481.49292033714,2975.01387805746,78.7586473139577,2.84926738578221e-18,1,FALSE
