"(Intercept)","dbh","I(dbh^2)","pet","I(pet^2)","pre","I(pre^2)","df","logLik","AICc","delta","weight","cw"
2.03889309557979,0.263481200273235,-0.00558182383460506,-7.99523389738206,1.30943072973068,0.0224219579246839,-0.000144918561204437,10,-346.78211432311,713.820938097796,0,0.769255926087531,0.769255926087531
1.94187628095093,0.263085622068355,-0.00558443032195361,-7.13792151436697,1.15186098154315,-0.00254884651130904,NA,9,-349.802961129468,717.815712468726,3.99477437093071,0.104379837815844,0.873635763903376
-8.22139879327101,0.263308182294728,-0.00558087117077971,-0.60411145691007,NA,0.0190465109780888,-0.000125773044614458,9,-350.086034099026,718.381858407843,4.56092031004744,0.0786465342355728,0.952282298138949
-7.2179312182411,0.262964643495018,-0.00558316064730359,-0.632412014642058,NA,-0.00261714661479773,NA,8,-352.380866572109,720.92936993118,7.10843183338443,0.0220036379533048,0.974285936092253
1.65264221971475,0.262875596037898,-0.00557022864125424,-7.20185644829131,1.18326901921614,NA,NA,8,-352.456924191066,721.081485169094,7.26054707129811,0.020392153249939,0.994678089342192
-7.77164675368666,0.262743145293257,-0.00556868521817101,-0.515846521063347,NA,NA,NA,7,-355.162556114975,724.45534478809,10.6344066902942,0.00377432052358016,0.998452409865773
3.16729760888627,0.0825354593714595,NA,-7.9421857120879,1.30076583059502,0.0226670646495267,-0.000146011356990179,9,-354.264785358422,726.739360926635,12.9184228288394,0.00120467799055287,0.999657087856325
3.08195257993777,0.0818670763990888,NA,-7.08389894803094,1.142897726056,-0.00249419788660287,NA,8,-357.367250628872,730.902138044705,17.0811999469099,0.000150291842938645,0.999807379699264
-7.02453170136896,0.0823652263951583,NA,-0.60010966944178,NA,0.0193260777122561,-0.000127075577453112,8,-357.569514899245,731.306666585452,17.4857284876564,0.000122770253748035,0.999930149953012
2.80287144317949,0.0819924224961248,NA,-7.15047965428285,1.17440202374514,NA,NA,7,-359.930579988203,733.991392534546,20.1704544367507,3.20709866421657e-05,0.999962220939654
-6.00596057383366,0.0817743020073745,NA,-0.629100761844016,NA,-0.00256365896196221,NA,7,-359.938839065777,734.007910689693,20.1869725918972,3.1807200689414e-05,0.999994028140344
-6.55049169146829,0.0818898399803245,NA,-0.514576792580087,NA,NA,NA,6,-362.630763308469,737.359087592547,23.5381494947516,5.95424404104219e-06,0.999999982384385
-10.5869028660116,0.270110043067067,-0.00563333242384201,NA,NA,0.0294354122564628,-0.000168540842396718,8,-366.583686078671,749.335008944304,35.514070846509,1.49378588465544e-08,0.999999997322244
-9.32454757683737,0.27054826619964,-0.00564946800465747,NA,NA,NA,NA,6,-370.767580411204,753.632721798018,39.811783700222,1.74201488948921e-09,0.999999999064258
-9.37104294310107,0.270102814866741,-0.00564167173904856,NA,NA,0.000596973010815875,NA,7,-370.588585226986,755.307403012111,41.486464914315,7.54048807754317e-10,0.999999999818307
4.60415425890271,NA,NA,-7.96942381838729,1.29919079397041,0.0223667599485412,-0.00014428258091211,8,-371.434321453266,759.036279693494,45.2153415956984,1.16864922231037e-10,0.999999999935172
-9.37123243353854,0.0876459628536146,NA,NA,NA,0.0297294658237721,-0.000169977199133062,7,-373.98755519818,762.1053429545,48.2844048567043,2.51910085301372e-11,0.999999999960363
4.51041107120168,NA,NA,-7.12153747732624,1.14312660217181,-0.00249884936060193,NA,7,-374.435999640515,763.002231839169,49.1812937413737,1.60875017894288e-11,0.999999999976451
-5.57621626609388,NA,NA,-0.636743304478708,NA,0.0190245456113076,-0.000125350434997744,7,-374.703281577473,763.536795713085,49.7158576152891,1.23142945631031e-11,0.999999999988765
4.23407609382618,NA,NA,-7.1893639097448,1.17492181610623,NA,NA,6,-376.984023314217,766.065607604044,52.2446695062482,3.47764312606685e-12,0.999999999992243
-4.57949353048418,NA,NA,-0.665827616850394,NA,-0.00256981816288347,NA,6,-376.986957526354,766.071476028317,52.2505379305213,3.46745393932784e-12,0.99999999999571
-8.08780662945671,0.0873922660239798,NA,NA,NA,NA,NA,5,-378.324847038348,766.719299645142,52.8983615473469,2.50805808192962e-12,0.999999999998218
-8.13946252075318,0.0871469002925479,NA,NA,NA,0.000646813628530952,NA,6,-378.112267199964,768.322095375539,54.5011572777431,1.12536892582962e-12,0.999999999999344
-5.12404941554452,NA,NA,-0.550847043385177,NA,NA,NA,5,-379.665110505309,769.399826579063,55.5788884812671,6.56551142978166e-13,1
-7.97929847121052,NA,NA,NA,NA,0.0301446617784999,-0.000171257904005174,6,-393.033145264917,798.163851505443,84.3429134076479,3.72597477430184e-19,1
-6.67409582640396,NA,NA,NA,NA,NA,NA,4,-397.547483525113,803.141316992289,89.3203788944934,3.09312173620348e-20,1
-6.74681772548021,NA,NA,NA,NA,0.000845235598787696,NA,5,-397.187090460912,804.443786490269,90.6228483924731,1.61275855747692e-20,1
