"(Intercept)","pet","I(pet^2)","pre","I(pre^2)","Year","I(Year^2)","df","logLik","AICc","delta","weight","cw"
-206.496877431151,-2.69837565508388,0.312787079588972,0.0157525905712214,-0.000176994249028362,0.215568026258879,-5.47702052685252e-05,10,321.127226053466,-622.183530121117,0,0.177816079253037,0.177816079253037
-212.271908424273,NA,NA,0.00579891516212143,NA,0.215698325021983,-5.48119320862433e-05,7,317.677493242026,-621.318915630589,0.864614490527174,0.115404403072594,0.293220482325631
-213.839580470288,NA,NA,0.0119885833421174,-0.0001057225177894,0.217189569721688,-5.51872229486134e-05,8,318.608426236475,-621.170460720372,1.01306940074426,0.107148428248875,0.400368910574505
2.90834712027934,-2.70498265704755,0.313240588465151,0.0155913121726783,-0.000175142047065103,0.00136973843592596,NA,9,319.0131463444,-619.968284309811,2.21524581130564,0.0587403478629272,0.459109258437433
4.25926854124021,-2.70499070864281,0.313241276995479,0.0155888018430017,-0.000175101545467436,NA,3.47138112333965e-07,9,318.986382494601,-619.914756610213,2.26877351090354,0.0571890815420302,0.516298339979463
-206.383585603693,-1.7181519264841,0.198690430019647,0.00548165342515552,NA,0.213481080539244,-5.42453796424097e-05,9,318.897961398924,-619.73791441886,2.44561570225653,0.052349474672483,0.568647814651946
-210.777770099448,-0.0110584256244578,NA,0.00564244764648152,NA,0.21421554294699,-5.44309905778855e-05,8,317.734216441906,-619.422041131235,2.76148898988174,0.0447014195570644,0.61334923420901
-212.350293645247,-0.0110202858564174,NA,0.0118315045816784,-0.000105702896028838,0.215711614668477,-5.48075232038721e-05,9,318.66478275077,-619.271557122551,2.9119729985656,0.0414614157668535,0.654810649975864
-2.7274963319223,NA,NA,0.00578463023620172,NA,0.00133572830956651,NA,6,315.557539194494,-619.088033958853,3.09549616226377,0.037826188203229,0.692636838179093
-1.40986086032403,NA,NA,0.00578452259847479,NA,NA,3.38437774783149e-07,6,315.531394410747,-619.035744391358,3.14778572975865,0.0368500467984316,0.729486884977524
5.58436506476451,-2.70151554642783,0.313027922676373,0.0154250929071115,-0.000171948502794998,NA,NA,8,317.509414045506,-618.972436338434,3.21109378268227,0.0357018626374753,0.765188747614999
-2.8578845919166,NA,NA,0.0118584757550429,-0.00010374640995178,0.00135878410918196,NA,7,316.454573824937,-618.873076796412,3.31045332470444,0.0339715391802457,0.799160286795245
-1.51758833382226,NA,NA,0.0118559701552036,-0.000103705476268539,NA,3.44309767407958e-07,7,316.427737924303,-618.819404995144,3.36412512597258,0.0330720062029575,0.832232292998203
-0.109182069815376,NA,NA,0.00578201104423421,NA,NA,NA,5,314.125026928194,-618.230742623687,3.95278749742965,0.0246396271036421,0.856871920101845
-0.191805806306512,NA,NA,0.011672254553185,-0.000100610647508021,NA,NA,6,314.970303568758,-617.913562707381,4.26996741373569,0.0210261320324118,0.877898052134257
1.03440653147818,-1.73484768448717,0.20032174272354,0.00542841185188414,NA,0.00133578731457851,NA,8,316.829013374811,-617.611634997046,4.57189512407092,0.0180799247238124,0.895977976858069
2.35245483075832,-1.73507583316571,0.200348082369697,0.00542825772650541,NA,NA,3.38489190137179e-07,8,316.80322093964,-617.560050126702,4.62347999441442,0.0176195618977074,0.913597538755776
-2.68060017194155,-0.0137563603316582,NA,0.00559009602517944,NA,0.00134455009868323,NA,7,315.645476846662,-617.254882839862,4.92864728125483,0.0151261663176921,0.928723705073468
-1.35443754904751,-0.0137582605931966,NA,0.00558996096952884,NA,NA,3.40720871879299e-07,7,315.619355888186,-617.20264092291,4.9808891982068,0.0147361720418668,0.943459877115335
-2.81102901692327,-0.0137427034253998,NA,0.0116638215698102,-0.000103741103088149,0.00136759629504039,NA,8,316.542375036659,-617.038358320741,5.14517180037581,0.0135741039095768,0.957033981024912
-1.46221406090484,-0.0137447825127814,NA,0.0116612928234351,-0.000103700286407816,NA,3.46590355467413e-07,8,316.515565259842,-616.984738767107,5.19879135400913,0.0132150201981393,0.970249001223051
3.6785208699345,-1.74867611560722,0.202117427976627,0.00544697653965024,NA,NA,NA,7,315.400270147158,-616.764469440854,5.41906068026242,0.0118368720945897,0.982085873317641
-0.0525440693544811,-0.0121381135143702,NA,0.00561034428322086,NA,NA,NA,6,314.193642677405,-616.360240924674,5.8232891964426,0.00967074312742296,0.991756616445064
-0.135349449306462,-0.0120946359970982,NA,0.0114996823149293,-0.00010058470881977,NA,NA,7,315.038461619034,-616.040852384606,6.14267773651068,0.00824338355487618,0.99999999999994
-172.905827186643,-3.16096517233231,0.347311690992266,NA,NA,0.18281799463944,-4.63797301832404e-05,8,289.41909588543,-562.791800018282,59.3917301028345,2.25538507874268e-14,0.999999999999963
4.40283787676033,-3.16224727925589,0.347349011090557,NA,NA,0.00143486861403218,NA,7,287.883906773243,-561.731742693024,60.4517874280921,1.32749281590722e-14,0.999999999999976
5.81586387194874,-3.16241063965257,0.347368125041081,NA,NA,NA,3.64273788106566e-07,7,287.859744682606,-561.68341851175,60.5001116093665,1.29580221154685e-14,0.999999999999989
7.25821077191739,-3.18334492996183,0.34993915173185,NA,NA,NA,NA,6,286.203889200234,-560.380733970332,61.8027961507842,6.75560677897582e-15,0.999999999999996
-178.904030086161,-0.185659676309653,NA,NA,NA,0.182420740347086,-4.62729167188e-05,7,285.867559195342,-557.699047537223,64.4844825838939,1.76743541439322e-15,0.999999999999997
-2.00485319625402,-0.186624260621695,NA,NA,NA,0.0014556020934627,NA,6,284.33116009827,-556.635275766404,65.5482543547123,1.03836119061828e-15,0.999999999999998
-0.571943461047367,-0.186623961216659,NA,NA,NA,NA,3.69584104458611e-07,6,284.306566540031,-556.586088649927,65.59744147119,1.01313565844576e-15,0.999999999999999
0.843560226637044,-0.185504928055669,NA,NA,NA,NA,NA,5,282.591566260722,-555.163821288744,67.0197088323725,4.97537898809756e-16,1
-196.913068577444,NA,NA,NA,NA,0.200150471437468,-5.08365400317687e-05,6,258.369544555347,-504.712044680558,117.471485440558,5.51267102405061e-27,1
-2.57058781526975,NA,NA,NA,NA,0.00133715419755523,NA,5,256.530051884434,-503.040792536168,119.142737584948,2.39031030649175e-27,1
-1.25248410427389,NA,NA,NA,NA,NA,3.39042780558885e-07,5,256.505476502601,-502.991641772501,119.191888348616,2.33228345444272e-27,1
0.0504217727735157,NA,NA,NA,NA,NA,NA,4,255.071413883709,-502.129957754549,120.053572366568,1.51589466415381e-27,1
