"(Intercept)","CO2","dbh","I(dbh^2)","tmx","I(tmx^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
3.77843761982108,-0.0028041209238142,0.0522229876358693,-0.000642981359346444,NA,NA,-0.527103966789305,0.0279983195871569,9,-5714.68341225983,11447.3955968982,0,0.448509528464508,0.448509528464508,TRUE
40.906582235485,-0.00288841259847778,0.0519874561231305,-0.00064015454489694,-2.4036610829533,0.0388567858568365,-0.516339056363409,0.027606895949835,11,-5713.28352728721,11448.6092675581,1.21367065992672,0.24447048759405,0.692980016058558,TRUE
3.22073980949816,-0.0028138965489362,0.0521812196455475,-0.000642464843338271,0.0141997463204128,NA,-0.506148528915933,0.0271313241210018,10,-5714.41798929478,11448.8711504521,1.47555355388431,0.214466414320414,0.907446430378972,TRUE
2.82539612730566,NA,0.0451986632503239,-0.000592240956069973,NA,NA,-0.500138030400476,0.0266076284943178,8,-5717.97542280094,11451.973859826,4.57826292777281,0.0454584382096703,0.952904868588642,TRUE
2.28499331879929,NA,0.0451341146109619,-0.000591554515383421,0.0136792202015649,NA,-0.479871792706117,0.0257683409687783,9,-5717.72935141922,11453.487475217,6.09187831878808,0.0213273602469227,0.974232228835565,TRUE
36.9126208094159,NA,0.0447810072770028,-0.00058813557831637,-2.20943182443118,0.0357267326864283,-0.488623871338865,0.0261734815343457,10,-5716.76916724539,11453.5735063533,6.17790945512206,0.020429403249753,0.994661632085318,TRUE
0.976027492934749,-0.0025311827337168,0.0520678853503421,-0.000640588705926708,NA,NA,0.0262569032198626,NA,8,-5721.22692652384,11458.4768672717,11.0812703735628,0.00175996643821923,0.996421598523537,FALSE
0.165589625044607,-0.00256238052154416,0.0520046532297741,-0.000639834836974316,0.0244356544637436,NA,0.0328303307110076,NA,9,-5720.42433998633,11458.8774523512,11.481855452992,0.00144051717722592,0.997862115700763,FALSE
34.2209174381753,-0.00262608195455252,0.0518267268061655,-0.000637701744903998,-2.1634306917584,0.0351630973887027,0.0321563468103481,NA,10,-5719.49499645672,11459.025164776,11.6295678777806,0.00133795989520134,0.999200075595964,TRUE
0.23770032544515,NA,0.0457082765386594,-0.000594717678629146,NA,NA,0.0257888240186758,NA,7,-5723.91125720133,11461.8404114944,14.444814596196,0.000327431183847771,0.999527506779812,FALSE
-0.550427338749765,NA,0.0455704564140214,-0.000593410721521405,0.0234989025270999,NA,0.0321051133238853,NA,8,-5723.16944059752,11462.3618954191,14.9662985209416,0.000252279082502683,0.999779785862315,FALSE
30.8844510085788,NA,0.0452557586287671,-0.000590331251998245,-1.99709007279761,0.0324742368051201,0.0314650744979425,NA,9,-5722.37598849829,11462.7807493751,15.3851524769125,0.000204610662692648,0.999984396525007,TRUE
1.20884247869778,-0.00241274280554983,0.0511162680689665,-0.000629296516374891,NA,NA,NA,NA,7,-5728.14155184933,11470.3010007904,22.9054038921986,4.76350270173492e-06,0.999989160027709,FALSE
40.9705930757676,-0.00248823901763119,0.0511538059732833,-0.000629721749330932,-2.53789103512075,0.040508655050809,NA,NA,9,-5726.20576393063,11470.4403002398,23.0447033415912,4.44301648662082e-06,0.999993603044196,TRUE
1.77642869818297,-0.00241157761732631,0.0513438348884337,-0.000632000023934747,-0.0184395500558248,NA,NA,NA,8,-5727.43888369718,11470.9007816184,23.5051847202612,3.52927633368666e-06,0.999997132320529,FALSE
0.500503613689265,NA,0.0450683122051809,-0.000585782282374254,NA,NA,NA,NA,6,-5730.58311461754,11473.1796499093,25.7840530111334,1.1293685823528e-06,0.999998261689112,FALSE
37.6664070666303,NA,0.0449392089635653,-0.000585051269088171,-2.37235264009616,0.0378470429858948,NA,NA,8,-5728.80331800534,11473.6296502347,26.2340533365623,9.01818983227029e-07,0.999999163508095,TRUE
1.06842076660324,NA,0.0452994222975883,-0.000588524206870623,-0.0184390383373284,NA,NA,NA,7,-5729.88107354449,11473.7800441807,26.3844472825313,8.36491905000968e-07,1,FALSE
48.338301779172,0.00329469366124902,NA,NA,-2.9922535156263,0.0484248049892703,-0.468399148984512,0.0249754911359808,9,-5804.23105486507,11626.4908821087,179.095285210482,5.77729605108055e-40,1,TRUE
2.18409200564207,0.00344547127608628,NA,NA,NA,NA,-0.486250942693294,0.0256425556788485,7,-5806.56945614532,11627.1568093824,179.761212484193,4.14114419451564e-40,1,TRUE
1.3513810296173,0.00342336046579633,NA,NA,0.0211494377104343,NA,-0.454256453900931,0.0243110772858543,8,-5805.98519844121,11627.9934111065,180.597814208302,2.7255527813514e-40,1,TRUE
48.2699731110025,0.00355832860656467,-0.00051372074914943,NA,-2.99259799427628,0.0484301847965499,-0.468758946861008,0.0249933844442541,10,-5804.18653195983,11628.4082357822,181.012638883991,2.21501444570833e-40,1,TRUE
2.10976169616564,0.00371041500352702,-0.000516145579437089,NA,NA,NA,-0.486590474695594,0.0256595801165543,8,-5806.52455539313,11629.0721250103,181.676528112161,1.58933280894948e-40,1,TRUE
