"(Intercept)","CO2","dbh","I(dbh^2)","tmp","I(tmp^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-179.561954285274,-0.00252341331097279,0.167492008561724,-0.00179749165680517,14.6473035218014,-0.29151872215222,-0.757518980549903,0.0392481255777416,11,-2942.21931235343,5906.5246181922,0,0.585940887328496,0.585940887328496,TRUE
-184.523763339562,NA,0.16225354320703,-0.00178620239706645,14.9775417509736,-0.298186630707084,-0.732211402309798,0.0379126609611695,10,-2943.64475722694,5907.36115235684,0.836534164634031,0.385658332029614,0.97159921935811,TRUE
-232.402880055429,NA,0.162663582169486,-0.00178258273654621,18.4863885027732,-0.367549061911668,NA,NA,8,-2949.65094900972,5915.34875776561,8.8241395734085,0.00710748975366114,0.978706709111771,FALSE
-224.448628427944,-0.00220086766803001,0.167408955996614,-0.0017980928482906,17.868565153019,-0.354792136265606,0.0170798227358726,NA,10,-2947.65402155504,5915.37968101304,8.85506282083861,0.00699844162452941,0.9857051507363,FALSE
-229.778580183616,-0.00208348609540778,0.166985636962886,-0.00179156848437236,18.3229551738251,-0.364213287138621,NA,NA,9,-2948.67936168213,5915.41731711427,8.89269892206448,0.00686797600019562,0.992573126736496,FALSE
-227.498885119639,NA,0.162840900768545,-0.00178830585550051,18.0650341102943,-0.358809232761544,0.0161709526163574,NA,9,-2948.73147989924,5915.52155354847,8.99693535626739,0.00651919714762367,0.99909232388412,FALSE
9.56380701540744,-0.00283084401720899,0.167590932497706,-0.00179745902151552,-0.155531347216071,NA,-0.995988770641024,0.0515443008811055,10,-2950.07209049726,5920.21581889748,13.6912007052733,0.000623515631869763,0.999715839515989,TRUE
8.85043814925984,NA,0.161737759312595,-0.00178505712275742,-0.164979759747604,NA,-0.973910727622059,0.0503710482288508,9,-2951.86574123986,5921.79007622972,15.2654580375211,0.000283793020058443,0.999999632536048,TRUE
5.33787385746175,-0.00371784750838961,0.16798909492801,-0.00180165299886135,NA,NA,-0.900736845298662,0.0479212746184532,9,-2959.36154549936,5936.78168474872,30.2570665565117,1.57621436934409e-07,0.999999790157485,TRUE
4.16312384895441,-0.00247494625805809,0.167531652191324,-0.0017986922268095,-0.143970000754594,NA,0.0225219472266445,NA,9,-2960.10240864448,5938.26341103896,31.7387928467551,7.51384975203636e-08,0.999999865295982,FALSE
3.64417564857618,NA,0.162434583359027,-0.00178803011407294,-0.152464864513658,NA,0.0215596957262639,NA,8,-2961.4580572568,5938.96297425979,32.4383560675824,5.2960769099553e-08,0.999999918256751,FALSE
5.14852054285256,-0.0023256778897067,0.166967822026882,-0.00178998375876139,-0.175827599482062,NA,NA,NA,8,-2961.88791760751,5939.8226949612,33.2980767689924,3.44562734211267e-08,0.999999952713025,FALSE
4.62133938528051,NA,0.16217959111867,-0.00178025819263208,-0.182595057223366,NA,NA,NA,7,-2963.09368348071,5940.2238015743,33.6991833820966,2.81948059987548e-08,0.999999980907831,FALSE
4.03599288033065,NA,0.16032743981475,-0.00178645253673203,NA,NA,-0.863390304892606,0.0460547014699336,8,-2962.48298620964,5941.01283216545,34.4882139732481,1.90034868540465e-08,0.999999999911318,TRUE
0.585639743064509,-0.00332703638475382,0.167897749309028,-0.00180243383115762,NA,NA,0.0445096255490167,NA,8,-2968.05726842951,5952.16139660521,45.6367784130025,7.21029919075977e-11,0.999999999983421,FALSE
-0.418760109526292,NA,0.161058027913408,-0.00178902796511975,NA,NA,0.0449902948926359,NA,7,-2970.53437351821,5955.10518164931,48.5805634571034,1.65469702403758e-11,0.999999999999968,FALSE
1.07487643863284,-0.0034282910033717,0.166677818289976,-0.00178243150010605,NA,NA,NA,NA,7,-2976.9469452066,5967.93032502608,61.4057068338761,2.7150259615875e-14,0.999999999999995,FALSE
0.0444957700872974,NA,0.159646660263829,-0.00176876277071433,NA,NA,NA,NA,6,-2979.59472045047,5971.21675797412,64.6921397819142,5.24969581326371e-15,1,FALSE
-180.767667974236,NA,0.0567681665252555,NA,14.7147094006245,-0.292639437641559,-0.622735866646835,0.0323235699799105,9,-3055.42659949708,6128.91179274415,222.387174551951,2.99980087472463e-49,1,TRUE
-176.280599699775,-0.00219189323727275,0.0603908605430907,NA,14.4133100197955,-0.286579699759794,-0.637305387693538,0.0330970907701493,10,-3054.57074347575,6129.21312485446,222.688506662252,2.58023339036261e-49,1,TRUE
-225.47305348379,NA,0.0572456024268264,NA,18.015086211875,-0.357888820098682,NA,NA,7,-3059.9840670317,6134.00456867628,227.479950484077,2.35077024505066e-50,1,FALSE
-220.495851816644,NA,0.0571172252838495,NA,17.5896034841145,-0.349085278260561,0.0154935264698166,NA,8,-3059.12436240062,6134.29558454741,227.770966355206,2.03243605916575e-50,1,FALSE
